#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
17146.37 1.00e+00 1.03e-05 1.83e-23 1.06e-32 1.83e-30 
17415.23 1.00e+00 5.12e-06 2.39e-23 7.71e-34 6.04e-31 
17888.12 1.00e+00 1.83e-06 4.19e-23 1.25e-33 8.68e-30 
18532.37 1.00e+00 5.19e-07 4.60e-23 7.69e-34 8.46e-32 
19260.76 1.00e+00 1.64e-07 3.97e-23 4.48e-34 4.48e-34 
20034.10 1.00e+00 5.73e-08 3.29e-23 1.90e-34 1.90e-34 
20838.00 1.00e+00 1.27e-08 4.69e-24 5.95e-35 5.95e-35 
21647.97 1.00e+00 8.08e-09 5.33e-24 1.67e-35 1.67e-35 
22447.94 1.00e+00 1.12e-09 7.81e-25 6.68e-36 6.68e-36 
23245.88 1.00e+00 4.88e-10 2.74e-25 3.69e-36 3.69e-36 
24052.47 1.00e+00 6.18e-10 2.36e-24 2.46e-36 2.46e-36 
24867.72 1.00e+00 2.35e-10 2.21e-24 1.94e-36 1.94e-36 
25698.86 1.00e+00 8.34e-11 6.14e-24 1.80e-36 1.80e-36 
26587.16 1.00e+00 2.45e-11 2.95e-24 1.98e-36 1.98e-36 
27637.54 1.00e+00 5.95e-12 4.24e-24 2.68e-36 2.68e-36 
28986.97 1.00e+00 1.15e-12 1.09e-23 4.83e-36 4.83e-36 
#TIME: 16.31 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.01e-11 7.42e-04 9.91e-01 8.66e-03 1.81e-12 
999.11 9.69e-12 7.18e-04 9.89e-01 1.02e-02 2.57e-12 
1267.34 9.21e-12 6.95e-04 9.90e-01 9.71e-03 2.60e-12 
1514.05 9.51e-12 7.02e-04 9.90e-01 8.99e-03 3.05e-12 
1808.80 8.15e-12 6.43e-04 9.89e-01 1.05e-02 3.19e-12 
1919.29 7.71e-12 6.16e-04 9.87e-01 1.21e-02 6.28e-12 
2160.92 7.38e-12 6.09e-04 9.88e-01 1.09e-02 5.95e-12 
2292.92 6.80e-12 5.83e-04 9.88e-01 1.13e-02 4.51e-12 
2432.98 6.46e-12 5.72e-04 9.88e-01 1.13e-02 4.23e-12 
2581.60 6.76e-12 5.97e-04 9.89e-01 1.01e-02 3.05e-12 
2739.29 6.83e-12 6.02e-04 9.90e-01 9.79e-03 2.86e-12 
2906.62 7.79e-12 6.58e-04 9.90e-01 9.34e-03 2.86e-12 
3084.17 8.24e-12 6.94e-04 9.91e-01 8.46e-03 1.74e-12 
3272.56 8.59e-12 7.30e-04 9.92e-01 7.62e-03 1.10e-12 
3472.46 9.90e-12 8.28e-04 9.93e-01 6.57e-03 5.93e-13 
3684.57 1.21e-11 9.82e-04 9.94e-01 4.99e-03 6.29e-13 
3909.64 1.43e-11 1.14e-03 9.94e-01 4.42e-03 2.37e-13 
4148.46 2.11e-11 1.52e-03 9.96e-01 2.59e-03 4.09e-14 
4401.86 3.97e-11 2.26e-03 9.96e-01 1.33e-03 1.09e-14 
4670.75 7.16e-11 3.34e-03 9.96e-01 7.84e-04 1.35e-15 
4956.05 1.06e-10 4.48e-03 9.95e-01 5.32e-04 5.75e-15 
5258.79 1.52e-10 5.98e-03 9.94e-01 2.08e-04 6.21e-17 
5580.02 2.95e-10 9.47e-03 9.90e-01 1.22e-04 1.33e-17 
5920.87 6.27e-10 1.56e-02 9.84e-01 4.83e-05 1.64e-18 
6282.54 1.44e-09 2.73e-02 9.73e-01 1.41e-05 5.37e-20 
6666.30 4.16e-09 5.54e-02 9.45e-01 4.32e-06 3.09e-21 
7073.50 1.33e-08 1.14e-01 8.86e-01 6.76e-07 2.71e-22 
7505.58 4.59e-08 2.49e-01 7.51e-01 5.97e-08 2.77e-23 
7964.05 1.64e-07 4.88e-01 5.12e-01 6.36e-09 7.95e-23 
8450.53 5.88e-07 8.09e-01 1.91e-01 2.42e-10 3.08e-23 
8966.72 1.64e-06 9.60e-01 4.01e-02 3.71e-12 1.32e-23 
9514.44 5.56e-06 9.93e-01 6.75e-03 1.78e-14 9.64e-24 
10095.62 2.96e-05 1.00e+00 2.98e-04 6.16e-18 5.31e-24 
10712.30 2.21e-04 1.00e+00 2.32e-06 1.48e-22 4.78e-25 
11366.65 1.76e-03 9.98e-01 4.19e-08 1.70e-25 5.04e-25 
12061.10 1.31e-02 9.87e-01 7.51e-10 1.25e-26 7.09e-26 
12793.43 8.54e-02 9.15e-01 1.59e-11 8.88e-28 8.07e-27 
13528.61 3.58e-01 6.42e-01 2.95e-13 7.53e-29 1.45e-27 
14194.74 2.75e-01 7.25e-01 1.37e-14 3.27e-29 9.94e-28 
14757.77 9.31e-01 6.90e-02 9.34e-17 3.26e-30 1.37e-28 
15240.48 9.81e-01 1.95e-02 2.42e-18 1.07e-30 3.09e-28 
15646.99 9.96e-01 4.47e-03 5.07e-20 4.46e-31 1.05e-28 
15960.30 9.99e-01 9.21e-04 6.40e-22 5.05e-32 1.37e-29 
16187.41 1.00e+00 2.85e-04 2.71e-23 1.39e-32 5.66e-30 
16354.17 1.00e+00 1.17e-04 5.97e-24 2.81e-33 1.46e-30 
16484.18 1.00e+00 6.77e-05 6.44e-24 1.48e-32 3.99e-30 
16593.12 1.00e+00 4.49e-05 7.55e-24 6.00e-33 4.77e-30 
16691.99 1.00e+00 3.19e-05 9.78e-24 5.41e-33 4.71e-30 
16788.59 1.00e+00 2.23e-05 1.07e-23 1.49e-32 3.48e-29 
16888.37 1.00e+00 1.63e-05 1.40e-23 5.90e-34 4.15e-31 
16998.79 1.00e+00 1.22e-05 1.67e-23 3.74e-33 8.92e-30 
17146.37 1.00e+00 6.81e-06 1.72e-23 1.97e-33 8.24e-31 
17415.23 1.00e+00 3.52e-06 2.49e-23 3.12e-33 1.92e-29 
17888.12 1.00e+00 1.38e-06 4.57e-23 9.66e-34 2.01e-30 
18532.37 1.00e+00 3.70e-07 4.84e-23 8.18e-34 1.05e-31 
19260.76 1.00e+00 9.37e-08 2.66e-23 5.79e-34 2.69e-30 
20034.10 1.00e+00 3.77e-08 2.26e-23 2.02e-34 8.06e-31 
20838.00 1.00e+00 1.41e-08 1.77e-23 6.33e-35 1.19e-31 
21647.97 1.00e+00 5.21e-09 4.13e-24 1.78e-35 1.93e-32 
22447.94 1.00e+00 2.45e-09 9.30e-24 7.10e-36 7.10e-36 
23245.88 1.00e+00 1.08e-09 7.47e-24 3.92e-36 3.92e-36 
24052.47 1.00e+00 4.49e-10 2.21e-24 2.62e-36 2.62e-36 
24867.72 1.00e+00 1.76e-10 2.27e-24 2.07e-36 2.07e-36 
25698.86 1.00e+00 6.25e-11 2.49e-24 1.92e-36 1.92e-36 
26587.16 1.00e+00 1.93e-11 3.32e-24 2.11e-36 2.11e-36 
27637.54 1.00e+00 4.59e-12 4.66e-24 2.85e-36 2.85e-36 
28986.97 1.00e+00 8.94e-13 1.12e-23 5.14e-36 5.14e-36 
#TIME: 16.64 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.43e-11 9.48e-04 9.92e-01 7.06e-03 1.36e-12 
999.11 1.35e-11 9.07e-04 9.93e-01 6.20e-03 1.10e-12 
1267.34 1.23e-11 8.51e-04 9.91e-01 7.97e-03 1.92e-12 
1514.05 1.31e-11 8.79e-04 9.92e-01 7.41e-03 1.64e-12 
1808.80 1.12e-11 8.00e-04 9.91e-01 8.34e-03 1.74e-12 
1919.29 1.10e-11 7.90e-04 9.91e-01 8.06e-03 1.56e-12 
2160.92 1.04e-11 7.69e-04 9.91e-01 8.22e-03 2.76e-12 
2292.92 9.69e-12 7.47e-04 9.91e-01 7.99e-03 2.27e-12 
2432.98 9.34e-12 7.39e-04 9.91e-01 8.02e-03 2.09e-12 
2581.60 9.55e-12 7.54e-04 9.91e-01 8.15e-03 1.45e-12 
2739.29 1.03e-11 7.94e-04 9.91e-01 7.84e-03 1.26e-12 
2906.62 1.18e-11 8.77e-04 9.93e-01 6.25e-03 7.34e-13 
3084.17 1.25e-11 9.29e-04 9.94e-01 5.31e-03 7.30e-13 
3272.56 1.33e-11 1.00e-03 9.95e-01 4.37e-03 2.33e-13 
3472.46 1.55e-11 1.13e-03 9.95e-01 4.10e-03 1.60e-13 
3684.57 1.85e-11 1.31e-03 9.95e-01 3.88e-03 2.27e-13 
3909.64 2.44e-11 1.66e-03 9.96e-01 2.41e-03 3.01e-14 
4148.46 3.60e-11 2.16e-03 9.96e-01 1.37e-03 8.13e-15 
4401.86 6.91e-11 3.28e-03 9.96e-01 8.58e-04 1.54e-15 
4670.75 1.33e-10 5.09e-03 9.94e-01 5.06e-04 7.23e-16 
4956.05 1.89e-10 6.67e-03 9.93e-01 1.92e-04 5.11e-17 
5258.79 2.88e-10 9.33e-03 9.91e-01 1.28e-04 1.64e-17 
5580.02 5.37e-10 1.41e-02 9.86e-01 7.65e-05 2.09e-18 
5920.87 1.23e-09 2.48e-02 9.75e-01 2.18e-05 1.42e-19 
6282.54 2.88e-09 4.39e-02 9.56e-01 2.86e-06 3.06e-21 
6666.30 7.69e-09 8.32e-02 9.17e-01 5.20e-06 2.17e-21 
7073.50 2.26e-08 1.58e-01 8.42e-01 1.48e-07 1.19e-22 
7505.58 7.32e-08 3.22e-01 6.78e-01 2.70e-08 1.55e-22 
7964.05 2.54e-07 6.11e-01 3.89e-01 2.36e-09 7.11e-23 
8450.53 8.13e-07 8.82e-01 1.18e-01 6.83e-11 2.66e-23 
8966.72 2.15e-06 9.71e-01 2.85e-02 1.15e-12 1.50e-23 
9514.44 7.37e-06 9.97e-01 2.77e-03 2.90e-15 3.82e-24 
10095.62 4.16e-05 1.00e+00 6.96e-05 5.18e-19 7.53e-25 
10712.30 3.14e-04 1.00e+00 1.17e-06 2.55e-23 4.49e-25 
11366.65 2.44e-03 9.98e-01 2.22e-08 1.47e-25 4.62e-25 
12061.10 1.68e-02 9.83e-01 4.18e-10 1.25e-26 7.36e-26 
12793.43 1.05e-01 8.95e-01 8.83e-12 8.33e-28 8.13e-27 
13528.61 4.51e-01 5.49e-01 1.40e-13 6.47e-29 1.30e-27 
14194.74 6.60e-01 3.40e-01 3.35e-15 6.29e-30 9.95e-29 
14757.77 8.35e-01 1.65e-01 1.22e-16 1.28e-29 1.04e-27 
15240.48 9.85e-01 1.45e-02 1.03e-18 9.33e-31 9.04e-29 
15646.99 9.97e-01 3.26e-03 1.76e-20 2.01e-31 1.38e-29 
15960.30 9.99e-01 6.55e-04 2.41e-22 3.82e-32 5.69e-30 
16187.41 1.00e+00 1.85e-04 1.03e-23 5.73e-33 1.47e-30 
16354.17 1.00e+00 8.01e-05 5.67e-24 2.19e-32 2.25e-29 
16484.18 1.00e+00 4.70e-05 6.15e-24 1.43e-32 2.51e-30 
16593.12 1.00e+00 3.24e-05 8.68e-24 2.77e-33 1.66e-30 
16691.99 1.00e+00 2.19e-05 1.05e-23 7.35e-33 4.99e-30 
16788.59 1.00e+00 1.61e-05 1.30e-23 5.78e-34 5.78e-34 
16888.37 1.00e+00 1.19e-05 1.55e-23 6.28e-34 6.28e-34 
16998.79 1.00e+00 8.49e-06 1.75e-23 3.65e-33 5.23e-30 
17146.37 1.00e+00 5.31e-06 2.31e-23 5.85e-33 1.41e-29 
17415.23 1.00e+00 2.63e-06 3.02e-23 1.02e-33 1.83e-30 
17888.12 1.00e+00 8.32e-07 3.46e-23 7.95e-33 4.44e-29 
18532.37 1.00e+00 2.59e-07 4.83e-23 5.31e-33 3.77e-29 
19260.76 1.00e+00 7.62e-08 4.67e-23 1.43e-33 8.58e-30 
20034.10 1.00e+00 1.95e-08 1.43e-23 2.15e-34 2.15e-34 
20838.00 1.00e+00 5.11e-09 3.21e-24 6.73e-35 6.73e-35 
21647.97 1.00e+00 4.47e-09 7.33e-24 1.89e-35 1.89e-35 
22447.94 1.00e+00 1.87e-09 3.74e-24 7.55e-36 7.55e-36 
23245.88 1.00e+00 3.04e-10 4.19e-25 4.17e-36 7.99e-33 
24052.47 1.00e+00 3.31e-10 2.54e-24 2.78e-36 2.78e-36 
24867.72 1.00e+00 3.58e-11 2.08e-25 2.20e-36 2.20e-36 
25698.86 1.00e+00 1.98e-11 5.42e-25 2.04e-36 2.04e-36 
26587.16 1.00e+00 1.29e-11 3.03e-24 2.24e-36 2.24e-36 
27637.54 1.00e+00 3.53e-12 5.78e-24 3.03e-36 3.03e-36 
28986.97 1.00e+00 5.77e-13 9.95e-24 5.46e-36 5.46e-36 
#TIME: 16.99 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.98e-11 1.18e-03 9.94e-01 4.54e-03 5.55e-13 
999.11 1.91e-11 1.15e-03 9.95e-01 4.19e-03 2.90e-13 
1267.34 1.81e-11 1.10e-03 9.94e-01 4.84e-03 3.86e-13 
1514.05 2.04e-11 1.17e-03 9.94e-01 4.56e-03 3.95e-13 
1808.80 1.70e-11 1.06e-03 9.93e-01 5.69e-03 6.12e-13 
1919.29 1.67e-11 1.05e-03 9.93e-01 5.80e-03 8.05e-13 
2160.92 1.54e-11 1.01e-03 9.93e-01 5.58e-03 7.98e-13 
2292.92 1.46e-11 9.91e-04 9.93e-01 5.75e-03 6.71e-13 
2432.98 1.34e-11 9.51e-04 9.93e-01 5.63e-03 6.70e-13 
2581.60 1.45e-11 1.01e-03 9.94e-01 4.84e-03 3.43e-13 
2739.29 1.55e-11 1.07e-03 9.95e-01 3.87e-03 2.24e-13 
2906.62 1.81e-11 1.19e-03 9.95e-01 3.78e-03 2.09e-13 
3084.17 1.92e-11 1.26e-03 9.95e-01 3.55e-03 1.39e-13 
3272.56 2.06e-11 1.34e-03 9.95e-01 3.22e-03 1.12e-13 
3472.46 2.51e-11 1.59e-03 9.96e-01 2.46e-03 3.62e-14 
3684.57 3.15e-11 1.90e-03 9.96e-01 1.93e-03 2.05e-14 
3909.64 4.19e-11 2.40e-03 9.96e-01 1.34e-03 6.93e-15 
4148.46 6.43e-11 3.23e-03 9.96e-01 7.21e-04 1.70e-14 
4401.86 1.26e-10 4.97e-03 9.95e-01 3.80e-04 3.63e-16 
4670.75 2.39e-10 7.68e-03 9.92e-01 2.50e-04 5.16e-17 
4956.05 3.57e-10 1.03e-02 9.90e-01 1.99e-04 2.66e-17 
5258.79 5.01e-10 1.33e-02 9.87e-01 1.71e-04 1.40e-17 
5580.02 1.06e-09 2.25e-02 9.77e-01 4.11e-05 4.78e-17 
5920.87 2.27e-09 3.71e-02 9.63e-01 1.70e-05 3.24e-20 
6282.54 4.96e-09 6.15e-02 9.39e-01 1.35e-05 7.07e-20 
6666.30 1.34e-08 1.16e-01 8.84e-01 4.07e-07 8.04e-23 
7073.50 4.08e-08 2.29e-01 7.71e-01 6.40e-07 2.29e-21 
7505.58 1.19e-07 4.19e-01 5.81e-01 1.12e-08 1.42e-22 
7964.05 3.87e-07 7.30e-01 2.70e-01 7.62e-10 6.17e-23 
8450.53 1.08e-06 9.19e-01 8.05e-02 2.09e-11 2.88e-23 
8966.72 2.85e-06 9.85e-01 1.47e-02 2.45e-13 1.04e-23 
9514.44 1.00e-05 9.99e-01 1.42e-03 5.74e-16 4.64e-24 
10095.62 5.80e-05 1.00e+00 2.70e-05 7.14e-20 1.22e-24 
10712.30 4.30e-04 1.00e+00 6.20e-07 5.15e-24 5.21e-25 
11366.65 3.30e-03 9.97e-01 1.17e-08 1.34e-25 4.90e-25 
12061.10 2.34e-02 9.77e-01 2.15e-10 1.00e-26 6.12e-26 
12793.43 1.41e-01 8.59e-01 4.41e-12 6.47e-28 6.97e-27 
13528.61 5.42e-01 4.58e-01 6.35e-14 5.51e-29 1.33e-27 
14194.74 8.16e-01 1.84e-01 1.04e-15 8.62e-30 7.23e-28 
14757.77 9.61e-01 3.88e-02 1.74e-17 1.75e-30 3.72e-29 
15240.48 9.90e-01 1.02e-02 3.57e-19 9.47e-31 1.07e-28 
15646.99 9.98e-01 2.10e-03 4.90e-21 1.92e-31 2.80e-29 
15960.30 1.00e+00 4.24e-04 6.13e-23 1.57e-32 3.11e-30 
16187.41 1.00e+00 1.34e-04 9.29e-24 3.25e-32 2.10e-29 
16354.17 1.00e+00 5.37e-05 5.65e-24 3.77e-33 4.92e-31 
16484.18 1.00e+00 3.11e-05 6.40e-24 6.71e-33 1.47e-30 
16593.12 1.00e+00 2.10e-05 8.39e-24 2.67e-33 3.23e-30 
16691.99 1.00e+00 1.48e-05 1.13e-23 9.43e-33 4.58e-30 
16788.59 1.00e+00 1.03e-05 1.24e-23 1.30e-32 9.42e-29 
16888.37 1.00e+00 8.40e-06 1.67e-23 1.33e-33 9.38e-30 
16998.79 1.00e+00 5.72e-06 1.86e-23 1.69e-32 2.11e-29 
17146.37 1.00e+00 3.55e-06 2.14e-23 1.70e-32 1.72e-29 
17415.23 1.00e+00 1.99e-06 3.57e-23 1.77e-33 8.64e-30 
17888.12 1.00e+00 6.92e-07 6.09e-23 7.84e-33 7.36e-30 
18532.37 1.00e+00 2.24e-07 8.14e-23 9.25e-34 9.24e-34 
19260.76 1.00e+00 5.56e-08 4.60e-23 1.30e-33 2.05e-30 
20034.10 1.00e+00 2.33e-08 5.89e-23 2.22e-33 1.24e-29 
20838.00 1.00e+00 9.90e-09 4.85e-23 7.16e-35 7.16e-35 
21647.97 1.00e+00 1.13e-09 7.72e-25 5.72e-35 9.55e-32 
22447.94 1.00e+00 1.45e-09 4.37e-24 8.03e-36 8.03e-36 
23245.88 1.00e+00 6.22e-10 8.99e-24 4.43e-36 4.43e-36 
24052.47 1.00e+00 2.51e-10 2.96e-24 2.96e-36 2.96e-36 
24867.72 1.00e+00 9.41e-11 1.00e-23 2.34e-36 2.34e-36 
25698.86 1.00e+00 3.07e-11 6.41e-24 2.17e-36 2.17e-36 
26587.16 1.00e+00 1.00e-11 4.18e-24 2.38e-36 2.38e-36 
27637.54 1.00e+00 2.58e-12 6.19e-24 3.22e-36 3.22e-36 
28986.97 1.00e+00 3.95e-13 1.13e-23 5.81e-36 5.81e-36 
#TIME: 17.34 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 2.78e-11 1.51e-03 9.96e-01 2.53e-03 8.96e-14 
999.11 2.81e-11 1.52e-03 9.95e-01 3.18e-03 1.14e-13 
1267.34 2.76e-11 1.51e-03 9.96e-01 2.78e-03 1.14e-13 
1514.05 2.94e-11 1.55e-03 9.96e-01 2.79e-03 9.86e-14 
1808.80 2.56e-11 1.43e-03 9.95e-01 3.20e-03 2.51e-13 
1919.29 2.58e-11 1.43e-03 9.95e-01 3.08e-03 1.37e-13 
2160.92 2.40e-11 1.37e-03 9.95e-01 3.31e-03 1.44e-13 
2292.92 2.29e-11 1.34e-03 9.96e-01 3.05e-03 1.62e-13 
2432.98 2.02e-11 1.27e-03 9.96e-01 3.02e-03 1.26e-13 
2581.60 2.26e-11 1.37e-03 9.95e-01 3.17e-03 1.68e-13 
2739.29 2.35e-11 1.41e-03 9.96e-01 2.86e-03 7.95e-14 
2906.62 2.81e-11 1.59e-03 9.96e-01 2.53e-03 1.10e-13 
3084.17 3.15e-11 1.76e-03 9.96e-01 2.02e-03 3.50e-14 
3272.56 3.31e-11 1.88e-03 9.96e-01 2.15e-03 3.67e-14 
3472.46 4.12e-11 2.23e-03 9.96e-01 1.60e-03 9.85e-15 
3684.57 5.38e-11 2.72e-03 9.96e-01 1.08e-03 4.56e-15 
3909.64 7.55e-11 3.61e-03 9.96e-01 8.14e-04 1.45e-15 
4148.46 1.16e-10 4.82e-03 9.95e-01 5.21e-04 4.18e-16 
4401.86 2.29e-10 7.47e-03 9.92e-01 3.91e-04 8.79e-17 
4670.75 4.43e-10 1.17e-02 9.88e-01 8.19e-05 5.53e-18 
4956.05 6.82e-10 1.61e-02 9.84e-01 2.51e-05 6.27e-19 
5258.79 9.68e-10 2.08e-02 9.79e-01 7.03e-05 7.73e-19 
5580.02 1.99e-09 3.41e-02 9.66e-01 3.36e-05 9.12e-20 
5920.87 4.13e-09 5.47e-02 9.45e-01 3.38e-05 2.67e-20 
6282.54 1.03e-08 1.03e-01 8.97e-01 2.21e-05 5.40e-21 
6666.30 2.30e-08 1.60e-01 8.40e-01 1.34e-07 2.46e-22 
7073.50 6.86e-08 3.06e-01 6.94e-01 3.17e-08 2.61e-23 
7505.58 1.85e-07 5.17e-01 4.83e-01 4.39e-09 1.33e-22 
7964.05 5.46e-07 8.10e-01 1.90e-01 2.44e-10 6.07e-23 
8450.53 1.43e-06 9.47e-01 5.28e-02 5.95e-12 2.68e-23 
8966.72 3.75e-06 9.91e-01 9.01e-03 6.17e-14 1.22e-23 
9514.44 1.36e-05 9.99e-01 9.10e-04 1.35e-16 5.46e-24 
10095.62 8.23e-05 1.00e+00 1.36e-05 1.23e-20 1.48e-24 
10712.30 6.10e-04 9.99e-01 3.17e-07 1.55e-24 7.62e-25 
11366.65 4.46e-03 9.96e-01 6.26e-09 1.27e-25 5.18e-25 
12061.10 3.10e-02 9.69e-01 1.15e-10 1.04e-26 8.00e-26 
12793.43 1.63e-01 8.37e-01 2.29e-12 5.76e-28 8.14e-27 
13528.61 5.24e-01 4.76e-01 3.99e-14 9.21e-29 2.71e-27 
14194.74 9.01e-01 9.94e-02 3.25e-16 9.25e-30 5.70e-28 
14757.77 9.40e-01 6.02e-02 1.34e-17 6.98e-30 1.11e-27 
15240.48 9.93e-01 7.03e-03 1.13e-19 8.88e-31 1.01e-28 
15646.99 9.99e-01 1.49e-03 1.55e-21 1.38e-31 2.33e-29 
15960.30 1.00e+00 2.68e-04 2.68e-23 4.89e-32 2.51e-29 
16187.41 1.00e+00 7.97e-05 6.45e-24 5.07e-33 6.09e-31 
16354.17 1.00e+00 3.30e-05 5.49e-24 5.67e-33 4.19e-30 
16484.18 1.00e+00 1.91e-05 6.54e-24 7.24e-34 2.75e-31 
16593.12 1.00e+00 1.30e-05 8.84e-24 3.62e-33 4.25e-30 
16691.99 1.00e+00 8.68e-06 1.04e-23 1.25e-32 5.15e-30 
16788.59 1.00e+00 6.17e-06 1.26e-23 3.54e-33 9.38e-31 
16888.37 1.00e+00 5.00e-06 1.50e-23 7.10e-34 1.59e-30 
16998.79 1.00e+00 3.60e-06 1.99e-23 2.40e-33 7.03e-31 
17146.37 1.00e+00 2.34e-06 2.50e-23 8.51e-34 9.59e-32 
17415.23 1.00e+00 1.14e-06 2.71e-23 9.86e-34 1.09e-30 
17888.12 1.00e+00 3.80e-07 3.70e-23 1.20e-32 1.02e-29 
18532.37 1.00e+00 1.69e-07 8.23e-23 9.83e-34 9.83e-34 
19260.76 1.00e+00 5.40e-08 9.13e-23 5.73e-34 5.73e-34 
20034.10 1.00e+00 1.50e-08 3.19e-23 2.43e-34 7.16e-32 
20838.00 1.00e+00 7.49e-09 2.19e-23 7.61e-35 7.61e-35 
21647.97 1.00e+00 2.85e-09 2.86e-23 2.14e-35 2.14e-35 
22447.94 1.00e+00 1.09e-09 4.80e-24 8.54e-36 8.54e-36 
23245.88 1.00e+00 4.67e-10 3.74e-24 4.71e-36 4.71e-36 
24052.47 1.00e+00 1.83e-10 3.23e-24 3.15e-36 3.15e-36 
24867.72 1.00e+00 6.91e-11 3.18e-24 2.49e-36 2.49e-36 
25698.86 1.00e+00 2.34e-11 3.54e-24 2.30e-36 2.30e-36 
26587.16 1.00e+00 7.10e-12 3.99e-24 2.53e-36 2.53e-36 
27637.54 1.00e+00 2.00e-12 7.73e-24 3.42e-36 3.42e-36 
28986.97 1.00e+00 3.18e-13 1.60e-23 6.18e-36 6.18e-36 
#TIME: 17.70 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 3.79e-11 1.89e-03 9.96e-01 1.85e-03 3.88e-14 
999.11 4.16e-11 2.01e-03 9.96e-01 1.77e-03 6.76e-14 
1267.34 4.22e-11 2.01e-03 9.96e-01 2.06e-03 3.63e-14 
1514.05 4.52e-11 2.08e-03 9.96e-01 1.92e-03 4.84e-14 
1808.80 4.10e-11 1.97e-03 9.96e-01 1.97e-03 4.09e-14 
1919.29 4.20e-11 2.01e-03 9.96e-01 1.70e-03 2.49e-14 
2160.92 3.96e-11 1.92e-03 9.96e-01 1.94e-03 5.16e-14 
2292.92 3.81e-11 1.91e-03 9.96e-01 2.17e-03 3.58e-14 
2432.98 3.48e-11 1.79e-03 9.96e-01 2.43e-03 4.42e-14 
2581.60 3.73e-11 1.91e-03 9.96e-01 1.87e-03 7.51e-14 
2739.29 3.87e-11 1.98e-03 9.96e-01 1.75e-03 5.61e-14 
2906.62 4.60e-11 2.25e-03 9.96e-01 1.40e-03 1.13e-14 
3084.17 5.25e-11 2.52e-03 9.96e-01 1.27e-03 5.35e-14 
3272.56 5.45e-11 2.63e-03 9.96e-01 1.26e-03 6.32e-15 
3472.46 7.02e-11 3.21e-03 9.96e-01 8.73e-04 2.85e-15 
3684.57 9.96e-11 4.22e-03 9.95e-01 6.80e-04 1.52e-15 
3909.64 1.34e-10 5.27e-03 9.94e-01 2.94e-04 1.44e-16 
4148.46 2.21e-10 7.61e-03 9.92e-01 2.43e-04 8.47e-17 
4401.86 4.33e-10 1.16e-02 9.88e-01 6.98e-05 6.56e-18 
4670.75 8.05e-10 1.72e-02 9.83e-01 4.04e-05 1.10e-18 
4956.05 1.23e-09 2.34e-02 9.77e-01 5.93e-05 1.78e-18 
5258.79 1.85e-09 3.22e-02 9.68e-01 5.69e-05 2.44e-19 
5580.02 3.96e-09 5.46e-02 9.45e-01 6.56e-06 5.14e-21 
5920.87 7.44e-09 7.93e-02 9.21e-01 1.81e-05 4.07e-21 
6282.54 1.70e-08 1.36e-01 8.64e-01 2.09e-07 1.41e-23 
6666.30 4.17e-08 2.32e-01 7.68e-01 5.91e-08 3.24e-22 
7073.50 1.09e-07 3.85e-01 6.15e-01 1.20e-08 1.96e-22 
7505.58 2.90e-07 6.36e-01 3.64e-01 1.52e-09 1.17e-22 
7964.05 7.45e-07 8.57e-01 1.43e-01 7.95e-11 6.12e-23 
8450.53 1.89e-06 9.61e-01 3.91e-02 1.83e-12 2.89e-23 
8966.72 5.07e-06 9.97e-01 3.33e-03 8.77e-15 6.92e-24 
9514.44 1.87e-05 1.00e+00 3.06e-04 1.61e-17 2.74e-24 
10095.62 1.18e-04 1.00e+00 6.54e-06 1.89e-21 1.30e-24 
10712.30 8.45e-04 9.99e-01 1.62e-07 9.33e-25 1.50e-24 
