#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] c0 c1 c2 c3 c4 
10095.62 7.95e-20 4.96e-12 1.62e-05 1.06e-01 8.94e-01 
10712.30 6.62e-18 3.78e-10 5.10e-04 5.87e-01 4.13e-01 
11366.65 5.09e-16 2.52e-08 1.00e-02 9.69e-01 2.11e-02 
12061.10 8.64e-14 3.33e-06 2.48e-01 7.52e-01 1.25e-04 
12793.43 4.37e-12 1.05e-04 9.57e-01 4.29e-02 1.73e-08 
13528.61 1.52e-10 1.51e-03 9.98e-01 2.58e-04 9.07e-14 
14194.74 5.08e-09 1.95e-02 9.81e-01 1.08e-06 2.52e-19 
14757.77 1.02e-07 1.54e-01 8.46e-01 7.85e-09 3.44e-24 
15240.48 1.01e-06 5.96e-01 4.04e-01 9.94e-11 2.57e-28 
15646.99 4.57e-06 9.18e-01 8.24e-02 4.94e-13 2.43e-29 
15960.30 1.52e-05 9.89e-01 1.06e-02 8.05e-16 9.76e-30 
16187.41 3.16e-05 9.96e-01 4.03e-03 2.00e-17 2.49e-29 
16354.17 6.52e-05 9.99e-01 4.47e-04 1.07e-19 5.06e-30 
16484.18 8.50e-05 1.00e+00 2.76e-04 1.64e-20 1.15e-29 
16593.12 1.08e-04 1.00e+00 1.82e-04 2.70e-21 2.76e-29 
16691.99 1.53e-04 1.00e+00 7.38e-05 2.34e-22 7.15e-30 
16788.59 1.54e-04 9.99e-01 1.17e-03 6.13e-21 2.01e-27 
16888.37 2.81e-04 1.00e+00 1.20e-05 2.74e-24 1.32e-29 
16998.79 3.55e-04 1.00e+00 7.31e-06 3.35e-25 1.99e-29 
17146.37 5.04e-04 9.99e-01 1.39e-06 5.85e-27 1.21e-29 
17415.23 1.01e-03 9.99e-01 2.53e-07 9.30e-29 2.71e-29 
17888.12 3.46e-03 9.97e-01 1.87e-08 1.62e-29 3.97e-30 
18532.37 8.85e-03 9.91e-01 9.13e-10 1.75e-29 6.40e-30 
19260.76 2.26e-02 9.77e-01 9.36e-11 2.00e-29 6.45e-30 
20034.10 4.89e-02 9.51e-01 6.31e-12 2.51e-29 1.17e-29 
20838.00 1.21e-01 8.79e-01 4.47e-13 1.07e-29 1.83e-30 
21647.97 2.27e-01 7.73e-01 4.16e-14 7.17e-30 6.51e-31 
22447.94 3.66e-01 6.34e-01 5.97e-15 1.09e-29 1.10e-30 
23245.88 5.49e-01 4.51e-01 8.28e-16 6.55e-30 7.23e-31 
24052.47 7.64e-01 2.36e-01 4.85e-17 3.82e-30 3.56e-31 
24867.72 7.42e-01 2.58e-01 3.12e-17 1.85e-29 1.56e-29 
25698.86 7.46e-01 2.54e-01 5.48e-18 1.16e-29 1.93e-31 
26587.16 9.34e-01 6.63e-02 1.11e-19 4.85e-30 4.01e-31 
27637.54 9.54e-01 4.65e-02 1.39e-20 7.14e-31 8.92e-33 
28986.97 9.66e-01 3.41e-02 1.79e-21 1.99e-30 4.66e-31 
#TIME: 4.22 
#NVEL: 67 
#vel_mid[km/s] c0 c1 c2 c3 c4 
440.10 8.11e-16 6.56e-09 1.44e-03 6.65e-01 3.34e-01 
999.11 1.21e-17 1.22e-10 6.25e-05 1.52e-01 8.48e-01 
1267.34 2.20e-19 2.56e-12 2.62e-06 2.49e-02 9.75e-01 
1514.05 1.14e-20 1.46e-13 2.38e-07 6.09e-03 9.94e-01 
1808.80 7.92e-22 1.18e-14 3.04e-08 1.83e-03 9.98e-01 
1919.29 1.24e-22 1.99e-15 7.04e-09 7.68e-04 9.99e-01 
2160.92 1.45e-23 2.55e-16 1.37e-09 2.86e-04 1.00e+00 
2292.92 3.19e-24 5.92e-17 4.44e-10 1.42e-04 1.00e+00 
2432.98 1.42e-24 2.80e-17 2.44e-10 1.00e-04 1.00e+00 
2581.60 8.54e-25 1.77e-17 1.70e-10 8.11e-05 1.00e+00 
2739.29 6.60e-25 1.38e-17 1.39e-10 7.15e-05 1.00e+00 
2906.62 4.49e-25 9.91e-18 1.08e-10 6.20e-05 1.00e+00 
3084.17 3.01e-25 7.25e-18 8.86e-11 5.62e-05 1.00e+00 
3272.56 2.34e-25 6.15e-18 8.20e-11 5.45e-05 1.00e+00 
3472.46 1.95e-25 5.61e-18 8.22e-11 5.60e-05 1.00e+00 
3684.57 1.77e-25 5.62e-18 9.00e-11 6.09e-05 1.00e+00 
3909.64 1.42e-25 5.24e-18 9.53e-11 6.63e-05 1.00e+00 
4148.46 1.40e-25 5.63e-18 1.10e-10 7.47e-05 1.00e+00 
4401.86 2.25e-25 8.79e-18 1.59e-10 9.31e-05 1.00e+00 
4670.75 3.49e-25 1.36e-17 2.31e-10 1.16e-04 1.00e+00 
4956.05 3.24e-25 1.39e-17 2.51e-10 1.25e-04 1.00e+00 
5258.79 2.75e-25 1.32e-17 2.55e-10 1.28e-04 1.00e+00 
5580.02 3.27e-25 1.66e-17 3.22e-10 1.48e-04 1.00e+00 
5920.87 3.57e-25 1.95e-17 3.86e-10 1.68e-04 1.00e+00 
6282.54 4.71e-25 2.70e-17 5.29e-10 2.04e-04 1.00e+00 
6666.30 7.02e-25 4.20e-17 7.95e-10 2.64e-04 1.00e+00 
7073.50 1.28e-24 7.93e-17 1.40e-09 3.74e-04 1.00e+00 
7505.58 2.26e-24 1.49e-16 2.53e-09 5.53e-04 9.99e-01 
7964.05 5.97e-24 4.16e-16 6.27e-09 9.81e-04 9.99e-01 
8450.53 2.96e-23 2.08e-15 2.49e-08 2.24e-03 9.98e-01 
8966.72 1.72e-22 1.23e-14 1.14e-07 5.65e-03 9.94e-01 
9514.44 2.47e-21 1.75e-13 1.05e-06 2.17e-02 9.78e-01 
10095.62 1.23e-19 7.97e-12 2.43e-05 1.34e-01 8.66e-01 
10712.30 9.98e-18 5.86e-10 7.23e-04 6.62e-01 3.38e-01 
11366.65 7.04e-16 3.55e-08 1.28e-02 9.72e-01 1.49e-02 
12061.10 1.25e-13 4.84e-06 3.13e-01 6.87e-01 6.82e-05 
12793.43 5.21e-12 1.23e-04 9.68e-01 3.23e-02 8.12e-09 
13528.61 1.79e-10 1.73e-03 9.98e-01 1.74e-04 3.93e-14 
14194.74 6.34e-09 2.30e-02 9.77e-01 6.56e-07 8.86e-20 
14757.77 1.27e-07 1.83e-01 8.17e-01 5.34e-09 1.35e-24 
15240.48 1.18e-06 6.49e-01 3.51e-01 3.46e-11 7.07e-29 
15646.99 4.72e-06 9.26e-01 7.45e-02 1.61e-13 1.61e-29 
15960.30 1.54e-05 9.86e-01 1.36e-02 7.73e-16 2.00e-29 
16187.41 3.26e-05 9.97e-01 3.04e-03 1.41e-17 1.09e-29 
16354.17 6.74e-05 1.00e+00 4.01e-04 8.30e-20 1.09e-29 
16484.18 8.63e-05 1.00e+00 2.20e-04 1.31e-20 1.31e-29 
16593.12 1.02e-04 1.00e+00 7.10e-05 8.38e-22 6.57e-30 
16691.99 1.35e-04 1.00e+00 5.24e-05 1.72e-22 1.88e-29 
16788.59 1.89e-04 1.00e+00 2.52e-05 1.03e-23 4.30e-32 
16888.37 2.59e-04 1.00e+00 2.01e-05 4.40e-24 4.47e-29 
16998.79 2.99e-04 1.00e+00 4.45e-06 1.46e-25 1.31e-29 
17146.37 4.22e-04 1.00e+00 5.44e-06 3.61e-26 1.93e-28 
17415.23 8.38e-04 9.99e-01 4.30e-07 2.32e-28 7.37e-29 
17888.12 2.18e-03 9.98e-01 3.01e-08 7.75e-29 7.84e-29 
18532.37 3.89e-03 9.96e-01 1.13e-09 2.46e-29 8.42e-30 
19260.76 2.76e-02 9.72e-01 1.27e-10 1.67e-29 2.66e-30 
20034.10 7.50e-02 9.25e-01 3.24e-12 5.85e-30 6.14e-31 
20838.00 1.42e-01 8.58e-01 3.66e-13 8.09e-30 1.43e-30 
21647.97 2.08e-01 7.92e-01 3.45e-14 5.69e-30 9.60e-31 
22447.94 4.69e-01 5.31e-01 2.46e-15 2.53e-30 2.28e-31 
23245.88 5.35e-01 4.65e-01 5.92e-16 4.39e-30 5.77e-31 
24052.47 6.30e-01 3.70e-01 1.61e-16 1.67e-29 2.76e-30 
24867.72 7.51e-01 2.49e-01 3.12e-17 4.79e-30 1.42e-31 
25698.86 8.76e-01 1.24e-01 1.32e-18 1.19e-30 5.17e-32 
26587.16 9.13e-01 8.75e-02 2.62e-19 1.35e-29 1.41e-30 
27637.54 9.39e-01 6.10e-02 2.60e-20 1.39e-29 1.21e-29 
28986.97 9.53e-01 4.74e-02 3.13e-21 2.38e-29 1.11e-29 
#TIME: 4.31 
#NVEL: 67 
#vel_mid[km/s] c0 c1 c2 c3 c4 
440.10 1.17e-15 9.06e-09 1.86e-03 7.16e-01 2.82e-01 
999.11 8.72e-18 9.46e-11 5.31e-05 1.41e-01 8.59e-01 
1267.34 1.51e-19 1.93e-12 2.20e-06 2.31e-02 9.77e-01 
1514.05 8.60e-21 1.20e-13 2.16e-07 5.87e-03 9.94e-01 
1808.80 6.62e-22 1.06e-14 2.93e-08 1.82e-03 9.98e-01 
1919.29 9.96e-23 1.75e-15 6.79e-09 7.71e-04 9.99e-01 
2160.92 1.67e-23 3.11e-16 1.66e-09 3.26e-04 1.00e+00 
2292.92 2.47e-24 5.01e-17 4.15e-10 1.40e-04 1.00e+00 
2432.98 1.20e-24 2.59e-17 2.44e-10 1.02e-04 1.00e+00 
2581.60 8.07e-25 1.80e-17 1.80e-10 8.54e-05 1.00e+00 
2739.29 5.56e-25 1.28e-17 1.39e-10 7.34e-05 1.00e+00 
2906.62 3.89e-25 9.44e-18 1.10e-10 6.41e-05 1.00e+00 
3084.17 3.14e-25 8.10e-18 1.01e-10 6.12e-05 1.00e+00 
3272.56 2.33e-25 6.58e-18 9.14e-11 5.91e-05 1.00e+00 
3472.46 1.98e-25 6.11e-18 9.23e-11 6.08e-05 1.00e+00 
3684.57 1.79e-25 6.13e-18 1.01e-10 6.62e-05 1.00e+00 
3909.64 1.38e-25 5.46e-18 1.04e-10 7.05e-05 1.00e+00 
4148.46 1.45e-25 6.18e-18 1.23e-10 8.04e-05 1.00e+00 
4401.86 2.47e-25 1.02e-17 1.86e-10 1.03e-04 1.00e+00 
4670.75 3.40e-25 1.42e-17 2.51e-10 1.23e-04 1.00e+00 
4956.05 3.42e-25 1.56e-17 2.87e-10 1.36e-04 1.00e+00 
5258.79 3.05e-25 1.53e-17 3.00e-10 1.42e-04 1.00e+00 
5580.02 3.22e-25 1.75e-17 3.53e-10 1.58e-04 1.00e+00 
5920.87 4.00e-25 2.29e-17 4.58e-10 1.87e-04 1.00e+00 
6282.54 5.27e-25 3.19e-17 6.31e-10 2.29e-04 1.00e+00 
6666.30 7.64e-25 4.85e-17 9.32e-10 2.93e-04 1.00e+00 
7073.50 1.28e-24 8.49e-17 1.56e-09 4.06e-04 1.00e+00 
7505.58 2.50e-24 1.75e-16 3.01e-09 6.21e-04 9.99e-01 
7964.05 7.01e-24 5.16e-16 7.80e-09 1.13e-03 9.99e-01 
8450.53 3.68e-23 2.74e-15 3.25e-08 2.64e-03 9.97e-01 
8966.72 2.28e-22 1.72e-14 1.55e-07 6.84e-03 9.93e-01 
9514.44 3.53e-21 2.59e-13 1.50e-06 2.71e-02 9.73e-01 
10095.62 1.92e-19 1.28e-11 3.66e-05 1.69e-01 8.30e-01 
10712.30 1.46e-17 8.83e-10 9.94e-04 7.31e-01 2.68e-01 
11366.65 1.00e-15 5.14e-08 1.66e-02 9.73e-01 1.02e-02 
12061.10 1.68e-13 6.57e-06 3.78e-01 6.22e-01 4.21e-05 
12793.43 6.13e-12 1.43e-04 9.76e-01 2.36e-02 3.82e-09 
13528.61 2.20e-10 2.04e-03 9.98e-01 1.30e-04 1.69e-14 
14194.74 7.74e-09 2.70e-02 9.73e-01 4.38e-07 3.41e-20 
14757.77 1.45e-07 2.04e-01 7.96e-01 3.78e-09 6.23e-25 
15240.48 1.22e-06 6.66e-01 3.34e-01 2.21e-11 8.45e-29 
15646.99 4.83e-06 9.33e-01 6.67e-02 1.10e-13 3.64e-29 
15960.30 1.50e-05 9.89e-01 1.08e-02 5.93e-16 1.75e-29 
16187.41 3.62e-05 9.98e-01 1.91e-03 4.62e-18 5.42e-30 
16354.17 6.81e-05 1.00e+00 4.01e-04 8.28e-20 1.50e-29 
16484.18 9.03e-05 1.00e+00 3.18e-04 1.02e-20 1.35e-29 
16593.12 1.27e-04 1.00e+00 6.10e-05 3.86e-22 1.04e-29 
16691.99 1.43e-04 1.00e+00 4.00e-05 9.74e-23 1.47e-29 
16788.59 1.38e-04 1.00e+00 8.05e-05 6.42e-23 1.80e-28 
16888.37 2.58e-04 1.00e+00 1.84e-05 2.09e-24 1.48e-29 
16998.79 2.45e-04 1.00e+00 4.99e-06 2.78e-25 6.52e-29 
17146.37 4.82e-04 1.00e+00 2.86e-06 1.93e-26 1.76e-29 
17415.23 5.30e-04 9.99e-01 3.10e-07 1.18e-28 1.64e-29 
17888.12 1.71e-03 9.98e-01 1.21e-07 2.08e-28 4.72e-29 
18532.37 6.48e-03 9.94e-01 1.52e-09 3.00e-29 8.25e-30 
19260.76 1.81e-02 9.82e-01 4.64e-11 4.54e-30 8.97e-31 
20034.10 5.23e-02 9.48e-01 1.89e-11 6.84e-29 3.04e-29 
20838.00 1.33e-01 8.67e-01 4.42e-13 1.36e-29 3.50e-30 
21647.97 2.09e-01 7.91e-01 6.85e-14 1.63e-29 4.23e-30 
22447.94 3.14e-01 6.86e-01 8.95e-15 2.60e-29 1.17e-29 
23245.88 5.11e-02 9.49e-01 2.22e-15 2.44e-29 4.98e-30 
24052.47 6.67e-02 9.33e-01 4.89e-16 1.87e-29 9.04e-31 
24867.72 5.69e-01 4.31e-01 3.57e-17 5.93e-30 7.78e-31 
25698.86 8.07e-01 1.93e-01 3.71e-18 1.42e-29 6.52e-30 
26587.16 8.43e-01 1.57e-01 6.08e-19 1.32e-29 5.19e-31 
27637.54 8.33e-01 1.67e-01 1.31e-19 3.57e-29 1.52e-30 
28986.97 9.55e-01 4.54e-02 6.67e-21 3.38e-29 1.61e-30 
#TIME: 4.40 
#NVEL: 67 
#vel_mid[km/s] c0 c1 c2 c3 c4 
440.10 3.45e-16 3.22e-09 8.88e-04 5.73e-01 4.26e-01 
999.11 4.87e-18 5.74e-11 3.55e-05 1.13e-01 8.87e-01 
1267.34 1.05e-19 1.44e-12 1.71e-06 2.00e-02 9.80e-01 
1514.05 6.80e-21 1.01e-13 1.88e-07 5.46e-03 9.95e-01 
1808.80 5.98e-22 1.02e-14 2.88e-08 1.82e-03 9.98e-01 
1919.29 1.13e-22 2.04e-15 7.70e-09 8.35e-04 9.99e-01 
2160.92 1.74e-23 3.46e-16 1.89e-09 3.59e-04 1.00e+00 
2292.92 2.86e-24 5.93e-17 4.86e-10 1.54e-04 1.00e+00 
2432.98 1.42e-24 3.14e-17 2.93e-10 1.15e-04 1.00e+00 
2581.60 7.75e-25 1.84e-17 1.92e-10 9.02e-05 1.00e+00 
2739.29 6.75e-25 1.62e-17 1.73e-10 8.38e-05 1.00e+00 
2906.62 4.33e-25 1.10e-17 1.29e-10 7.11e-05 1.00e+00 
3084.17 2.97e-25 8.23e-18 1.07e-10 6.48e-05 1.00e+00 
3272.56 2.35e-25 7.10e-18 1.01e-10 6.37e-05 1.00e+00 
3472.46 2.02e-25 6.66e-18 1.04e-10 6.60e-05 1.00e+00 
3684.57 1.88e-25 6.79e-18 1.15e-10 7.22e-05 1.00e+00 
3909.64 1.50e-25 6.25e-18 1.20e-10 7.75e-05 1.00e+00 
4148.46 1.56e-25 7.00e-18 1.42e-10 8.82e-05 1.00e+00 
4401.86 2.57e-25 1.12e-17 2.09e-10 1.12e-04 1.00e+00 
4670.75 3.71e-25 1.62e-17 2.89e-10 1.35e-04 1.00e+00 
4956.05 3.78e-25 1.81e-17 3.35e-10 1.50e-04 1.00e+00 
5258.79 3.08e-25 1.65e-17 3.34e-10 1.53e-04 1.00e+00 
5580.02 3.57e-25 2.04e-17 4.13e-10 1.76e-04 1.00e+00 
5920.87 4.53e-25 2.72e-17 5.47e-10 2.10e-04 1.00e+00 
6282.54 5.50e-25 3.54e-17 7.18e-10 2.50e-04 1.00e+00 
6666.30 9.00e-25 5.97e-17 1.14e-09 3.33e-04 1.00e+00 
7073.50 1.56e-24 1.07e-16 1.95e-09 4.68e-04 1.00e+00 
7505.58 3.04e-24 2.22e-16 3.79e-09 7.18e-04 9.99e-01 
7964.05 9.00e-24 6.96e-16 1.03e-08 1.34e-03 9.99e-01 
8450.53 4.79e-23 3.74e-15 4.35e-08 3.17e-03 9.97e-01 
8966.72 3.24e-22 2.53e-14 2.19e-07 8.47e-03 9.92e-01 
9514.44 5.07e-21 3.86e-13 2.13e-06 3.38e-02 9.66e-01 
10095.62 2.97e-19 2.04e-11 5.44e-05 2.11e-01 7.89e-01 
10712.30 2.09e-17 1.30e-09 1.34e-03 7.89e-01 2.10e-01 
11366.65 1.39e-15 7.24e-08 2.12e-02 9.72e-01 6.97e-03 
12061.10 2.28e-13 8.94e-06 4.51e-01 5.49e-01 3.51e-05 
12793.43 7.14e-12 1.63e-04 9.83e-01 1.68e-02 1.74e-09 
13528.61 2.68e-10 2.39e-03 9.98e-01 8.72e-05 6.83e-15 
14194.74 8.97e-09 3.06e-02 9.69e-01 4.62e-07 2.29e-20 
14757.77 1.81e-07 2.43e-01 7.57e-01 2.24e-09 1.99e-25 
15240.48 1.32e-06 6.84e-01 3.16e-01 3.26e-11 1.89e-28 
15646.99 4.83e-06 9.37e-01 6.32e-02 8.39e-14 4.48e-29 
15960.30 1.67e-05 9.91e-01 8.93e-03 3.49e-16 1.45e-29 
16187.41 3.62e-05 9.97e-01 2.81e-03 5.48e-18 2.16e-29 
16354.17 7.13e-05 9.99e-01 1.20e-03 2.01e-19 3.89e-29 
16484.18 9.41e-05 1.00e+00 1.36e-04 3.00e-21 5.54e-30 
16593.12 1.19e-04 1.00e+00 1.33e-04 6.63e-22 4.07e-29 
16691.99 1.64e-04 1.00e+00 3.40e-05 3.02e-23 8.48e-30 
16788.59 1.68e-04 1.00e+00 1.42e-05 5.56e-24 2.68e-30 
16888.37 2.22e-04 1.00e+00 2.42e-05 4.63e-24 7.79e-29 
16998.79 2.64e-04 1.00e+00 4.88e-06 1.08e-25 1.39e-29 
17146.37 3.56e-04 1.00e+00 9.54e-07 1.93e-27 3.61e-30 
17415.23 1.02e-03 9.99e-01 2.67e-07 1.09e-28 3.20e-29 
17888.12 2.01e-03 9.98e-01 2.44e-08 1.22e-29 1.16e-30 
18532.37 9.64e-03 9.90e-01 1.29e-09 2.13e-29 5.31e-30 
19260.76 1.85e-02 9.81e-01 8.83e-11 3.00e-29 2.66e-29 
20034.10 6.00e-02 9.40e-01 5.91e-12 3.68e-30 1.37e-31 
20838.00 1.08e-01 8.92e-01 6.32e-13 1.85e-29 3.23e-30 
21647.97 1.66e-01 8.34e-01 7.06e-14 9.55e-30 8.96e-31 
22447.94 2.90e-01 7.10e-01 1.16e-14 1.06e-29 5.24e-31 
23245.88 3.81e-01 6.19e-01 2.00e-15 7.53e-30 3.65e-31 
24052.47 6.38e-01 3.62e-01 1.32e-16 1.84e-30 8.33e-32 
24867.72 7.60e-01 2.40e-01 2.35e-17 4.02e-30 4.74e-31 
25698.86 8.32e-01 1.68e-01 5.14e-18 8.61e-30 3.99e-31 
26587.16 8.66e-01 1.34e-01 9.47e-19 1.09e-29 5.55e-31 
27637.54 9.05e-01 9.52e-02 7.79e-20 5.65e-30 1.25e-31 
28986.97 9.46e-01 5.39e-02 9.59e-21 2.63e-29 1.04e-30 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] c0 c1 c2 c3 c4 
440.10 2.96e-16 2.82e-09 8.13e-04 5.51e-01 4.48e-01 
999.11 3.04e-18 3.89e-11 2.69e-05 9.85e-02 9.02e-01 
1267.34 7.13e-20 1.06e-12 1.40e-06 1.81e-02 9.82e-01 
1514.05 5.29e-21 8.48e-14 1.70e-07 5.22e-03 9.95e-01 
1808.80 5.40e-22 9.74e-15 2.89e-08 1.85e-03 9.98e-01 
1919.29 9.61e-23 1.86e-15 7.63e-09 8.45e-04 9.99e-01 
2160.92 1.94e-23 4.04e-16 2.21e-09 3.99e-04 1.00e+00 
2292.92 2.69e-24 5.87e-17 5.09e-10 1.61e-04 1.00e+00 
2432.98 1.23e-24 2.91e-17 2.90e-10 1.17e-04 1.00e+00 
2581.60 7.88e-25 1.96e-17 2.11e-10 9.64e-05 1.00e+00 
2739.29 5.80e-25 1.51e-17 1.73e-10 8.62e-05 1.00e+00 
2906.62 4.31e-25 1.17e-17 1.42e-10 7.65e-05 1.00e+00 
3084.17 3.44e-25 9.93e-18 1.30e-10 7.33e-05 1.00e+00 
3272.56 2.39e-25 7.65e-18 1.13e-10 6.88e-05 1.00e+00 
3472.46 2.14e-25 7.44e-18 1.19e-10 7.24e-05 1.00e+00 
3684.57 1.89e-25 7.25e-18 1.27e-10 7.76e-05 1.00e+00 
3909.64 1.54e-25 6.77e-18 1.34e-10 8.38e-05 1.00e+00 
4148.46 1.64e-25 7.73e-18 1.60e-10 9.60e-05 1.00e+00 
4401.86 2.68e-25 1.23e-17 2.37e-10 1.21e-04 1.00e+00 
4670.75 4.07e-25 1.87e-17 3.37e-10 1.49e-04 1.00e+00 
4956.05 3.84e-25 1.95e-17 3.72e-10 1.62e-04 1.00e+00 
5258.79 3.37e-25 1.90e-17 3.87e-10 1.69e-04 1.00e+00 
5580.02 4.10e-25 2.44e-17 4.96e-10 1.97e-04 1.00e+00 
5920.87 4.89e-25 3.10e-17 6.35e-10 2.32e-04 1.00e+00 
6282.54 6.20e-25 4.19e-17 8.53e-10 2.80e-04 1.00e+00 
6666.30 9.26e-25 6.50e-17 1.29e-09 3.64e-04 1.00e+00 
7073.50 1.77e-24 1.27e-16 2.33e-09 5.28e-04 9.99e-01 
7505.58 3.75e-24 2.86e-16 4.80e-09 8.34e-04 9.99e-01 
7964.05 1.18e-23 9.53e-16 1.38e-08 1.60e-03 9.98e-01 
8450.53 6.38e-23 5.20e-15 5.87e-08 3.82e-03 9.96e-01 
8966.72 4.57e-22 3.71e-14 3.08e-07 1.05e-02 9.89e-01 
9514.44 7.75e-21 6.07e-13 3.15e-06 4.28e-02 9.57e-01 
10095.62 4.40e-19 3.15e-11 7.91e-05 2.59e-01 7.41e-01 
10712.30 2.89e-17 1.85e-09 1.76e-03 8.36e-01 1.62e-01 
11366.65 2.03e-15 1.07e-07 2.79e-02 9.67e-01 4.69e-03 
12061.10 3.01e-13 1.19e-05 5.30e-01 4.70e-01 1.34e-05 
