#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.2 2.42 2.662 2.9282 3.22102 3.543122 3.897434 4.287178 4.715896 5.187485 5.706233 6.276857 6.904542 7.594996 8.354497 9.189946 10.10894 11.10894 12.10894 13.108941 14.108941 15.108941 16.108941 17.108941 18.108941 19.108941 20.108941 21.108941 22.108941 23.108941 24.108941 25.108941 26.108941 27.108941 28.108941 29.108941 30.108941 31.108941 32.108941 33.108941 34.108941 35.108941 36.108941 37.108941 38.108941 39.108941 40.108941 41.108941 42.108941 43.108941 44.108941 45.108941 46.108941 47.108941 48.108941 49.108941 50.108941 51.108941 52.108941 53.108941 54.108941 55.108941 56.108941 57.108941 58.108941 59.108941 60.108941 61.108941 62.108941 63.108941 64.108941 65.108941 66.108941 67.108941 68.108941 69.108941 70.108941 71.108941 72.108941 73.108941 74.108941 75.108941 76.108941 77.108941 78.108941 79.108941 80.108941 81.108941 82.108941 83.108941 84.108941 85.108941 86.108941 87.108941 88.108941 89.108941 90.108941 91.108941 92.108941 93.108941 94.108941 95.108941 96.108941 97.108935 98.108935 99.108935 100.108935 101.108935 102.108935 103.108935 104.108935 105.108935 106.108935 107.108935 108.108935 109.108935 110.108935 111.108935 112.108935 113.108935 114.108935 115.108935 116.108935 117.108935 118.108935 119.108935 120.108935 121.108935 122.108935 123.108935 124.108935 125.108935 126.108935 127.108935 128.108935 129.108935 130.108935 131.108935 132.108935 133.108935 134.108935 135.108935 136.108935 137.108935 138.108935 139.108935 140.108935 141.108935 142.108935 143.108935 144.108935 145.108935 146.108935 147.108935 148.108935 149.108935 150.108935 151.108935 152.108935 153.108935 154.108935 155.108935 156.108935 157.108935 158.108935 159.108935 160.108935 161.108935 162.108935 163.108935 164.108935 165.108935 166.108935 167.108935 168.108935 169.108935 170.108935 171.108935 172.108935 173.108935 174.108935 175.108935 176.108935 177.108935 178.108935 179.108935 180.108935 181.108935 182.108935 183.108935 184.108935 185.108935 186.108935 187.108935 188.108935 189.108935 190.108935 191.108935 192.108935 193.108935 194.108935 195.108935 196.108935 197.108935 198.108935 199.108935 200.108935 201.108935 202.108935 203.108935 204.108935 205.108935 206.108935 207.108935 208.108935 209.108935 210.108935 211.108935 212.108935 213.108935 214.108935 215.108935 216.108935 217.108935 218.108935 219.108935 220.108935 221.108935 222.108935 223.108935 224.108935 225.108935 226.108935 227.108935 228.108935 229.108935 230.108935 231.108935 232.108935 233.108935 234.108935 235.108935 236.108935 237.108935 238.108935 239.108935 240.108935 241.108935 242.108935 243.108935 244.108935 245.108935 246.108935 247.108935 248.108935 249.108935 250.108935
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5
1.225e+04 3.456948e-03 9.965426e-01 4.235353e-07 2.455927e-28 8.129189e-73 1.890546e-138
1.275e+04 2.953373e-03 9.970461e-01 4.962527e-07 3.369944e-28 1.306316e-72 3.557805e-138
1.325e+04 2.524263e-03 9.974752e-01 5.811125e-07 4.619028e-28 2.095785e-72 6.681149e-138
1.375e+04 2.158413e-03 9.978409e-01 6.801093e-07 6.324531e-28 3.357250e-72 1.252124e-137
1.425e+04 1.846160e-03 9.981530e-01 7.956384e-07 8.652996e-28 5.371840e-72 2.343084e-137
1.475e+04 1.579479e-03 9.984196e-01 9.304717e-07 1.183111e-27 8.587238e-72 4.379150e-137
1.525e+04 1.351522e-03 9.986474e-01 1.087907e-06 1.616976e-27 1.371896e-71 8.178002e-137
1.575e+04 1.156412e-03 9.988423e-01 1.271955e-06 2.209933e-27 2.191755e-71 1.527261e-136
1.625e+04 9.893577e-04 9.990092e-01 1.487224e-06 3.020754e-27 3.502356e-71 2.853076e-136
1.675e+04 8.461615e-04 9.991521e-01 1.739405e-06 4.131445e-27 5.601560e-71 5.336105e-136
1.725e+04 7.233995e-04 9.992746e-01 2.035083e-06 5.654729e-27 8.969065e-71 9.995184e-136
1.775e+04 6.180931e-04 9.993795e-01 2.382307e-06 7.748135e-27 1.438475e-70 1.876359e-135
1.825e+04 5.277692e-04 9.994694e-01 2.790524e-06 1.063002e-26 2.311470e-70 3.531431e-135
1.875e+04 4.502973e-04 9.995464e-01 3.271126e-06 1.460575e-26 3.722684e-70 6.666483e-135
1.925e+04 3.839005e-04 9.996123e-01 3.837384e-06 2.009885e-26 6.009147e-70 1.262301e-134
1.975e+04 3.270163e-04 9.996685e-01 4.505400e-06 2.770403e-26 9.724297e-70 2.398180e-134
2.025e+04 2.783216e-04 9.997164e-01 5.294165e-06 3.825166e-26 1.577644e-69 4.571679e-134
2.075e+04 2.366840e-04 9.997571e-01 6.226025e-06 5.290045e-26 2.565747e-69 8.743320e-134
2.125e+04 2.011146e-04 9.997916e-01 7.327675e-06 7.327487e-26 4.182633e-69 1.677462e-133
2.175e+04 1.707592e-04 9.998206e-01 8.630797e-06 1.016511e-25 6.834059e-69 3.228151e-133
2.225e+04 1.448888e-04 9.998449e-01 1.017235e-05 1.412024e-25 1.118841e-68 6.228785e-133
2.275e+04 1.228599e-04 9.998651e-01 1.199675e-05 1.963892e-25 1.835176e-68 1.204886e-132
2.325e+04 1.041243e-04 9.998817e-01 1.415585e-05 2.734360e-25 3.014957e-68 2.335687e-132
2.375e+04 8.820449e-05 9.998951e-01 1.671125e-05 3.810619e-25 4.960073e-68 4.536164e-132
2.425e+04 7.468660e-05 9.999056e-01 1.973631e-05 5.315024e-25 8.170531e-68 8.824773e-132
2.475e+04 6.321631e-05 9.999135e-01 2.331774e-05 7.418952e-25 1.347425e-67 1.719392e-131
2.525e+04 5.348915e-05 9.999190e-01 2.755844e-05 1.036279e-24 2.224357e-67 3.354598e-131
2.575e+04 4.524996e-05 9.999222e-01 3.257654e-05 1.448025e-24 3.674115e-67 6.549946e-131
2.625e+04 3.826819e-05 9.999232e-01 3.851999e-05 2.024593e-24 6.074286e-67 1.280445e-130
2.675e+04 3.235534e-05 9.999221e-01 4.555930e-05 2.832175e-24 1.005007e-66 2.505683e-130
2.725e+04 2.734905e-05 9.999188e-01 5.389865e-05 3.963905e-24 1.664081e-66 4.908331e-130
2.775e+04 2.311130e-05 9.999131e-01 6.378093e-05 5.550749e-24 2.757517e-66 9.624828e-130
2.825e+04 1.952534e-05 9.999050e-01 7.549350e-05 7.776650e-24 4.572792e-66 1.889202e-129
2.875e+04 1.649122e-05 9.998941e-01 8.938114e-05 1.090109e-23 7.589268e-66 3.712257e-129
2.925e+04 1.392428e-05 9.998802e-01 1.058556e-04 1.529015e-23 1.260711e-65 7.303444e-129
2.975e+04 1.175350e-05 9.998628e-01 1.254020e-04 2.145856e-23 2.096054e-65 1.438509e-128
3.025e+04 9.918672e-06 9.998415e-01 1.485934e-04 3.013007e-23 3.487438e-65 2.836097e-128
3.075e+04 8.367517e-06 9.998155e-01 1.761302e-04 4.233310e-23 5.808073e-65 5.598766e-128
3.125e+04 7.056959e-06 9.997841e-01 2.088265e-04 5.951098e-23 9.680873e-65 1.106471e-127
3.175e+04 5.950132e-06 9.997464e-01 2.476531e-04 8.370087e-23 1.614812e-64 2.188881e-127
3.225e+04 5.015838e-06 9.997012e-01 2.937567e-04 1.177707e-22 2.695212e-64 4.333677e-127
3.275e+04 4.227123e-06 9.996472e-01 3.485294e-04 1.657923e-22 4.501891e-64 8.588828e-127
3.325e+04 3.561608e-06 9.995828e-01 4.136016e-04 2.334951e-22 7.524527e-64 1.703683e-126
3.375e+04 3.000291e-06 9.995061e-01 4.909059e-04 3.289601e-22 1.258329e-63 3.381841e-126
3.425e+04 2.526968e-06 9.994147e-01 5.827502e-04 4.636084e-22 2.105358e-63 6.717519e-126
3.475e+04 2.127919e-06 9.993060e-01 6.918830e-04 6.535804e-22 3.524286e-63 1.335216e-125
3.525e+04 1.791626e-06 9.991767e-01 8.215387e-04 9.216074e-22 5.901599e-63 2.655227e-125
3.575e+04 1.508324e-06 9.990229e-01 9.755445e-04 1.299723e-21 9.884633e-63 5.281757e-125
3.625e+04 1.269591e-06 9.988402e-01 1.158561e-03 1.833470e-21 1.656284e-62 1.051245e-124
3.675e+04 1.068537e-06 9.986230e-01 1.375956e-03 2.586661e-21 2.775750e-62 2.092808e-124
3.725e+04 8.992687e-07 9.983650e-01 1.634105e-03 3.649243e-21 4.651911e-62 4.166469e-124
3.775e+04 7.566877e-07 9.980584e-01 1.940823e-03 5.149300e-21 7.798593e-62 8.298365e-124
3.825e+04 6.366608e-07 9.976943e-01 2.305035e-03 7.265908e-21 1.307399e-61 1.652853e-123
3.875e+04 5.355946e-07 9.972618e-01 2.737619e-03 1.025342e-20 2.192152e-61 3.292917e-123
3.925e+04 4.505331e-07 9.967484e-01 3.251136e-03 1.446828e-20 3.675400e-61 6.559949e-123
3.975e+04 3.789361e-07 9.961389e-01 3.860686e-03 2.041462e-20 6.162032e-61 1.306817e-122
4.025e+04 3.186765e-07 9.954156e-01 4.584053e-03 2.880229e-20 1.033023e-60 2.603164e-122
#TIME: 2.420000
#NVEL: 81
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5
2.500e+02 2.486747e-40 1.044657e-30 1.320504e-21 3.663643e-13 1.633018e-05 9.999837e-01
7.500e+02 9.690483e-40 3.762300e-30 4.011396e-21 8.435952e-13 2.566789e-05 9.999743e-01
1.250e+03 1.866865e-39 7.294529e-30 7.347048e-21 1.357691e-12 3.370965e-05 9.999663e-01
1.750e+03 4.581626e-39 1.748766e-29 1.604048e-20 2.495222e-12 4.789249e-05 9.999521e-01
2.250e+03 2.577349e-38 8.696727e-29 6.402915e-20 7.188749e-12 8.780560e-05 9.999122e-01
2.750e+03 5.850125e-37 1.505018e-27 7.303000e-19 4.614400e-11 2.553726e-04 9.997446e-01
3.250e+03 1.873151e-34 2.938350e-25 6.790641e-17 1.551349e-09 1.948242e-03 9.980518e-01
3.750e+03 1.986641e-29 1.197407e-20 6.909346e-13 2.161881e-06 1.194067e-01 8.805912e-01
4.250e+03 2.970114e-20 2.510034e-12 6.932975e-06 1.025257e-01 8.974150e-01 5.229603e-05
4.750e+03 8.882670e-12 6.801065e-05 8.004492e-01 1.994828e-01 1.900714e-08 1.850436e-23
5.250e+03 1.115054e-09 2.191664e-03 9.973415e-01 4.668462e-04 8.344671e-16 3.534880e-37
5.750e+03 9.705000e-07 2.306146e-01 7.693844e-01 2.764152e-08 2.115046e-27 1.104322e-58
6.250e+03 1.527625e-04 9.982579e-01 1.589382e-03 2.718987e-17 8.950194e-48 2.512384e-94
6.750e+03 3.915029e-03 9.960833e-01 1.622783e-06 4.826077e-26 6.287375e-67 1.701751e-127
7.250e+03 1.118464e-02 9.888152e-01 1.510907e-07 4.172132e-29 1.052483e-73 2.692799e-139
7.750e+03 2.854103e-03 9.971437e-01 2.243389e-06 9.305702e-26 1.719417e-66 6.686759e-127
8.250e+03 2.568073e-03 9.974296e-01 2.360596e-06 9.344183e-26 1.399634e-66 3.885512e-127
8.750e+03 2.899211e-03 9.970993e-01 1.537035e-06 2.305083e-26 5.281649e-68 1.105602e-129
9.250e+03 1.553461e-03 9.984417e-01 4.840607e-06 5.718721e-25 4.800035e-65 1.220406e-124
9.750e+03 2.054314e-03 9.979434e-01 2.255108e-06 5.293741e-26 2.118841e-67 8.440304e-129
1.025e+04 2.195099e-03 9.978033e-01 1.649282e-06 1.833442e-26 1.678746e-68 8.671850e-131
1.075e+04 2.576477e-03 9.974225e-01 9.897427e-07 3.561692e-27 3.755540e-70 9.973647e-134
1.125e+04 1.745966e-03 9.982521e-01 1.894500e-06 2.058398e-26 1.406898e-68 4.396247e-131
1.175e+04 1.283956e-03 9.987130e-01 3.050944e-06 7.181163e-26 1.747894e-67 2.866397e-129
1.225e+04 1.217139e-03 9.987800e-01 2.873345e-06 5.211997e-26 6.989861e-68 4.861295e-130
1.275e+04 9.184783e-04 9.990771e-01 4.373158e-06 1.539591e-25 6.022584e-67 1.678833e-128
1.325e+04 6.494842e-04 9.993429e-01 7.600128e-06 6.682500e-25 1.198359e-65 2.459448e-126
1.375e+04 5.859035e-04 9.994062e-01 7.930760e-06 6.538567e-25 9.193749e-66 1.286786e-126
1.425e+04 5.301791e-04 9.994616e-01 8.220482e-06 6.272451e-25 6.753038e-66 6.242362e-127
1.475e+04 5.279522e-04 9.994651e-01 6.984809e-06 3.371603e-25 1.401624e-66 3.403656e-128
1.525e+04 5.007182e-04 9.994927e-01 6.567228e-06 2.434154e-25 5.536997e-67 5.648178e-129
1.575e+04 5.370685e-04 9.994582e-01 4.781205e-06 8.336917e-26 4.295801e-68 5.612120e-131
1.625e+04 5.155648e-04 9.994801e-01 4.384056e-06 5.594206e-26 1.446428e-68 7.063334e-132
1.675e+04 3.872455e-04 9.996061e-01 6.685848e-06 1.652988e-25 1.236360e-67 2.387903e-130
1.725e+04 2.923581e-04 9.996976e-01 1.005278e-05 4.673166e-25 9.554715e-67 6.755265e-129
1.775e+04 2.439146e-04 9.997438e-01 1.228490e-05 7.220068e-25 1.975721e-66 1.954461e-128
1.825e+04 1.982244e-04 9.997860e-01 1.582187e-05 1.297810e-24 5.670325e-66 9.947478e-128
1.875e+04 2.454529e-04 9.997459e-01 8.621882e-06 1.923728e-25 7.147604e-68 4.303488e-131
1.925e+04 1.974621e-04 9.997912e-01 1.134319e-05 3.680277e-25 2.351100e-67 2.773954e-130
1.975e+04 2.243935e-04 9.997682e-01 7.365588e-06 9.068802e-26 8.949607e-69 8.087851e-133
2.025e+04 1.456895e-04 9.998393e-01 1.498683e-05 6.139780e-25 4.591467e-67 5.977491e-130
2.075e+04 1.029195e-04 9.998715e-01 2.557172e-05 2.486129e-24 7.663034e-66 6.326398e-128
2.125e+04 1.063869e-04 9.998734e-01 2.018028e-05 1.080389e-24 1.004264e-66 1.562850e-129
2.175e+04 1.278075e-04 9.998605e-01 1.174067e-05 1.941489e-25 1.932406e-68 1.408435e-132
2.225e+04 1.189713e-04 9.998696e-01 1.145576e-05 1.559166e-25 9.608148e-69 3.471686e-133
2.275e+04 9.802249e-05 9.998877e-01 1.431157e-05 2.560778e-25 2.259499e-68 1.249539e-132
2.325e+04 8.317150e-05 9.999000e-01 1.683693e-05 3.532865e-25 3.635967e-68 2.335577e-132
2.375e+04 4.056066e-05 9.998991e-01 6.037285e-05 1.219869e-23 6.313353e-65 7.409555e-127
2.425e+04 4.901159e-05 9.999162e-01 3.483838e-05 2.147614e-24 1.167372e-66 6.260189e-130
2.475e+04 3.339637e-05 9.999030e-01 6.357388e-05 1.051176e-23 2.919489e-65 1.322865e-127
2.525e+04 3.950698e-05 9.999222e-01 3.829949e-05 2.096092e-24 7.074457e-67 1.781894e-130
2.575e+04 2.482427e-05 9.998930e-01 8.215387e-05 1.634978e-23 4.852700e-65 2.141524e-127
2.625e+04 1.792344e-05 9.998490e-01 1.331009e-04 5.662997e-23 5.714457e-64 1.231442e-125
2.675e+04 2.294185e-05 9.999084e-01 6.861112e-05 7.213982e-24 5.257871e-66 3.133267e-129
2.725e+04 4.165375e-05 9.999409e-01 1.748773e-05 1.198998e-25 5.825070e-70 3.899579e-136
2.775e+04 2.429996e-05 9.999321e-01 4.359461e-05 1.445560e-24 1.029295e-67 2.400262e-132
2.825e+04 1.160059e-05 9.998269e-01 1.614658e-04 5.435608e-23 2.122824e-64 1.013218e-126
2.875e+04 1.076188e-05 9.998308e-01 1.584243e-04 4.431070e-23 1.088570e-64 2.630312e-127
2.925e+04 3.146566e-05 9.999529e-01 1.561234e-05 4.757883e-26 3.199565e-71 1.192073e-138
2.975e+04 1.448746e-05 9.999231e-01 6.245725e-05 2.245060e-24 1.086812e-67 1.196988e-132
3.025e+04 8.021023e-06 9.998204e-01 1.715717e-04 3.558581e-23 3.440075e-65 1.994499e-128
3.075e+04 1.303445e-05 9.999319e-01 5.503496e-05 1.155755e-24 1.643636e-68 3.108903e-134
3.125e+04 8.219942e-06 9.998751e-01 1.166685e-04 8.684294e-24 1.034314e-66 3.206481e-131
3.175e+04 1.346587e-05 9.999498e-01 3.677265e-05 2.677007e-25 4.402966e-70 4.086706e-137
3.225e+04 4.151112e-06 9.996722e-01 3.236332e-04 1.214197e-22 1.978895e-64 1.830933e-127
3.275e+04 2.448894e-06 9.992210e-01 7.765152e-04 1.294718e-21 2.628182e-62 6.770419e-124
3.325e+04 6.839005e-06 9.999074e-01 8.575688e-05 1.964941e-24 1.679571e-68 1.198627e-134
3.375e+04 2.978641e-06 9.996197e-01 3.772730e-04 1.203502e-22 9.835808e-65 3.021701e-128
3.425e+04 4.266151e-06 9.998392e-01 1.565304e-04 8.240062e-24 2.377601e-67 7.735549e-133
3.475e+04 2.460760e-06 9.996040e-01 3.935153e-04 1.006308e-22 4.244154e-65 4.770679e-129
3.525e+04 6.448796e-06 9.999445e-01 4.909969e-05 2.161998e-25 5.718806e-71 3.033268e-139
3.575e+04 2.789931e-06 9.997778e-01 2.194440e-04 1.389116e-23 3.728202e-67 9.232154e-133
3.625e+04 1.572581e-06 9.994222e-01 5.761993e-04 1.919886e-22 8.676709e-65 8.971405e-129
3.675e+04 2.249679e-06 9.997576e-01 2.401665e-04 1.333699e-23 2.168909e-67 2.437552e-133
3.725e+04 1.509557e-05 9.999804e-01 4.540582e-06 1.227651e-28 2.134916e-78 2.149105e-152
3.775e+04 3.711346e-06 9.999328e-01 6.353063e-05 2.147166e-25 1.819781e-71 1.562885e-140
3.825e+04 1.079548e-05 9.999829e-01 6.341904e-06 2.390017e-28 5.773471e-78 8.051589e-152
3.875e+04 1.080541e-04 9.998919e-01 4.932277e-08 1.562170e-34 1.626417e-91 2.618881e-175
3.925e+04 7.165917e-05 9.999282e-01 9.751662e-08 9.872954e-34 7.342308e-90 1.583582e-172
3.975e+04 6.241925e-06 9.999823e-01 1.144243e-05 8.386419e-28 4.466734e-77 1.514980e-150
4.025e+04 4.280893e-05 9.999570e-01 1.994930e-07 5.896822e-33 2.321846e-88 4.222767e-170
#TIME: 2.662000
#NVEL: 81
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5
2.500e+02 2.105099e-40 1.026535e-30 1.425496e-21 4.072159e-13 1.754745e-05 9.999825e-01
7.500e+02 1.033996e-39 4.564391e-30 5.184688e-21 1.078399e-12 3.007490e-05 9.999699e-01
1.250e+03 2.015706e-39 8.968480e-30 9.635768e-21 1.765220e-12 4.014147e-05 9.999599e-01
1.750e+03 5.046789e-39 2.195567e-29 2.149463e-20 3.319220e-12 5.812826e-05 9.999419e-01
2.250e+03 2.873529e-38 1.108873e-28 8.744710e-20 9.793851e-12 1.087426e-04 9.998913e-01
2.750e+03 6.486955e-37 1.931154e-27 1.015686e-18 6.478172e-11 3.240718e-04 9.996759e-01
3.250e+03 2.344317e-34 4.224087e-25 1.052408e-16 2.402957e-09 2.617147e-03 9.973829e-01
3.750e+03 4.528293e-29 3.028595e-20 1.792592e-12 5.017343e-06 1.942286e-01 8.057663e-01
4.250e+03 1.863320e-20 1.966392e-12 6.506629e-06 1.051990e-01 8.947489e-01 4.559518e-05
4.750e+03 6.442623e-15 1.682983e-07 2.742354e-02 9.722439e-01 3.324271e-04 1.889341e-14
5.250e+03 9.523568e-12 8.828783e-05 8.907336e-01 1.091781e-01 2.270369e-09 2.442534e-25
5.750e+03 2.654948e-09 4.746819e-03 9.951810e-01 7.214610e-05 3.465794e-18 9.873928e-42
6.250e+03 2.571861e-07 1.127457e-01 8.872539e-01 1.130272e-07 6.065926e-26 3.764881e-56
6.750e+03 9.347625e-06 8.363971e-01 1.635935e-01 1.503857e-11 1.526433e-35 1.811964e-73
7.250e+03 1.060513e-04 9.981196e-01 1.774317e-03 2.176759e-17 2.443551e-48 1.313504e-95
7.750e+03 8.409808e-04 9.991369e-01 2.212406e-05 5.869999e-23 1.592961e-60 1.046771e-116
8.250e+03 2.465505e-03 9.975326e-01 1.933301e-06 4.098910e-26 1.615746e-67 6.781533e-129
8.750e+03 5.796640e-03 9.942031e-01 2.701831e-07 1.137904e-28 3.385601e-73 8.358768e-139
9.250e+03 1.062336e-02 9.893766e-01 6.459123e-08 1.544213e-30 2.334067e-77 4.447112e-146
9.750e+03 1.120709e-02 9.887929e-01 4.879003e-08 5.910612e-31 2.319071e-78 6.802810e-148
1.025e+04 1.286971e-02 9.871303e-01 3.087261e-08 1.354833e-31 7.553305e-80 1.515741e-150
1.075e+04 1.375960e-02 9.862404e-01 2.267476e-08 4.782501e-32 6.294574e-81 1.711364e-152
1.125e+04 1.170808e-02 9.882919e-01 2.683382e-08 6.717138e-32 1.057998e-80 3.464671e-152
1.175e+04 6.492553e-03 9.935074e-01 7.696136e-08 1.227011e-30 4.716944e-78 1.076667e-147
1.225e+04 3.423962e-03 9.965758e-01 2.450627e-07 3.070742e-29 4.227748e-75 1.129719e-142
1.275e+04 2.567358e-03 9.974323e-01 3.769659e-07 9.316867e-29 3.840636e-74 4.256683e-141
1.325e+04 2.397169e-03 9.976025e-01 3.665654e-07 7.420434e-29 1.880591e-74 1.024283e-141
1.375e+04 3.926153e-03 9.960737e-01 1.104527e-07 1.943546e-30 5.337239e-78 6.195520e-148
1.425e+04 4.228490e-03 9.957714e-01 7.988808e-08 6.541839e-31 3.996138e-79 5.797033e-150
1.475e+04 5.993550e-03 9.940064e-01 3.282214e-08 4.271593e-32 8.441907e-82 1.142475e-154
1.525e+04 9.631996e-03 9.903680e-01 1.042357e-08 1.329917e-33 3.584842e-85 1.416887e-160
1.575e+04 1.010879e-02 9.898912e-01 7.967607e-09 5.269182e-34 3.840828e-86 2.468869e-162
1.625e+04 9.606845e-03 9.903931e-01 7.477465e-09 3.780078e-34 1.495665e-86 3.993580e-163
1.675e+04 1.477013e-02 9.852299e-01 2.584871e-09 1.508187e-35 1.089542e-89 1.256925e-168
1.725e+04 2.104491e-02 9.789551e-01 1.033821e-09 9.161240e-37 1.968128e-92 1.887298e-173
1.775e+04 1.595861e-02 9.840414e-01 1.568739e-09 2.642626e-36 1.587166e-91 5.752378e-172
1.825e+04 2.350509e-02 9.764949e-01 5.822585e-10 1.291807e-37 1.782084e-94 3.787567e-177
1.875e+04 1.709842e-02 9.829016e-01 9.684161e-10 4.863330e-37 2.571293e-93 3.161306e-175
1.925e+04 2.118685e-02 9.788131e-01 5.191587e-10 6.894926e-38 2.934957e-95 1.146463e-178
1.975e+04 1.788523e-02 9.821148e-01 6.285834e-10 1.034760e-37 5.710147e-95 2.994870e-178
