#NTIMES: 265
#NSTAGES: 3
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
1.669e+04 9.998411e-01 1.589448e-04 1.391804e-22
1.679e+04 9.999751e-01 2.489293e-05 4.970162e-25
1.689e+04 9.999937e-01 6.291316e-06 7.253044e-27
1.700e+04 9.999981e-01 1.933982e-06 1.918448e-28
1.715e+04 9.999994e-01 6.001916e-07 5.294181e-30
1.742e+04 9.999999e-01 1.104751e-07 3.064263e-32
1.789e+04 1.000000e+00 5.360116e-09 3.482197e-36
1.853e+04 1.000000e+00 1.923970e-10 1.791581e-40
1.926e+04 1.000000e+00 8.846704e-12 1.838847e-44
2.003e+04 1.000000e+00 4.857043e-13 3.046719e-48
2.084e+04 1.000000e+00 3.334770e-14 9.837969e-52
2.165e+04 1.000000e+00 2.815830e-15 6.069194e-55
2.245e+04 1.000000e+00 2.785375e-16 5.553599e-58
2.325e+04 1.000000e+00 3.234491e-17 7.828188e-61
2.405e+04 1.000000e+00 4.628781e-18 2.040905e-63
2.487e+04 1.000000e+00 8.806561e-19 1.237083e-65
2.570e+04 1.000000e+00 2.177403e-19 1.580527e-67
2.659e+04 1.000000e+00 5.648742e-20 2.157870e-69
2.764e+04 1.000000e+00 8.254233e-21 4.742829e-72
2.899e+04 1.000000e+00 3.825013e-22 2.779411e-76
3.065e+04 1.000000e+00 1.598101e-22 7.091731e-78
3.252e+04 1.000000e+00 2.062375e-22 3.324778e-78
3.446e+04 1.000000e+00 9.521131e-22 6.556341e-77
3.637e+04 1.000000e+00 5.279487e-21 4.205631e-75
3.815e+04 1.000000e+00 2.750389e-20 3.340994e-73
3.975e+04 1.000000e+00 4.931278e-20 1.412194e-72
4.117e+04 1.000000e+00 2.769249e-20 1.946873e-73
4.247e+04 1.000000e+00 4.299070e-21 5.816724e-76
4.369e+04 1.000000e+00 2.149409e-22 6.553610e-80
4.488e+04 1.000000e+00 5.433813e-24 1.054425e-84
4.608e+04 1.000000e+00 1.620036e-25 2.721128e-89
4.729e+04 1.000000e+00 8.563853e-26 3.071480e-90
4.852e+04 1.000000e+00 8.310272e-26 2.052991e-90
4.975e+04 1.000000e+00 8.953024e-26 1.863228e-90
5.101e+04 1.000000e+00 1.050975e-25 2.170018e-90
5.229e+04 1.000000e+00 1.277730e-25 2.794584e-90
5.360e+04 1.000000e+00 1.560923e-25 3.644832e-90
5.492e+04 1.000000e+00 1.921495e-25 4.858520e-90
5.627e+04 1.000000e+00 2.372201e-25 6.534143e-90
5.762e+04 1.000000e+00 2.929298e-25 8.819309e-90
5.899e+04 1.000000e+00 3.598200e-25 1.177480e-89
6.034e+04 1.000000e+00 4.412373e-25 1.577261e-89
6.168e+04 1.000000e+00 5.348733e-25 2.063983e-89
6.297e+04 1.000000e+00 6.429731e-25 2.674033e-89
6.422e+04 1.000000e+00 7.643113e-25 3.410770e-89
6.539e+04 1.000000e+00 8.949690e-25 4.250435e-89
6.646e+04 1.000000e+00 1.028036e-24 5.132554e-89
6.742e+04 1.000000e+00 1.161816e-24 6.062447e-89
6.826e+04 1.000000e+00 1.286757e-24 6.950297e-89
6.896e+04 1.000000e+00 1.405897e-24 7.865115e-89
6.948e+04 1.000000e+00 1.501160e-24 8.560750e-89
6.976e+04 1.000000e+00 1.535838e-24 8.770941e-89
6.989e+04 1.000000e+00 1.553451e-24 8.877643e-89
6.995e+04 1.000000e+00 1.553096e-24 8.779004e-89
6.998e+04 1.000000e+00 1.549883e-24 8.680463e-89
7.000e+04 1.000000e+00 1.541939e-24 8.530530e-89
#TIME: 1.180960
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
4.401e+02 9.172412e-13 7.910044e-06 9.999921e-01
8.862e+02 1.502885e-12 1.039948e-05 9.999896e-01
9.061e+02 1.418237e-12 1.005877e-05 9.999899e-01
9.444e+02 1.255676e-12 9.388805e-06 9.999906e-01
9.991e+02 1.058895e-12 8.545055e-06 9.999915e-01
1.061e+03 1.046455e-12 8.490270e-06 9.999915e-01
1.126e+03 1.032401e-12 8.427850e-06 9.999916e-01
1.194e+03 9.503046e-13 8.059004e-06 9.999919e-01
1.267e+03 7.424649e-13 7.083605e-06 9.999929e-01
1.345e+03 4.782952e-13 5.717894e-06 9.999943e-01
1.427e+03 2.662484e-13 4.431571e-06 9.999956e-01
1.514e+03 1.836659e-13 3.818713e-06 9.999962e-01
1.607e+03 1.231113e-13 3.262808e-06 9.999967e-01
1.705e+03 7.434911e-14 2.717185e-06 9.999973e-01
1.809e+03 4.997406e-14 2.374092e-06 9.999976e-01
1.919e+03 3.280034e-14 2.063664e-06 9.999979e-01
2.037e+03 2.069656e-14 1.779285e-06 9.999982e-01
2.161e+03 1.299833e-14 1.528454e-06 9.999985e-01
2.293e+03 7.687630e-15 1.275732e-06 9.999987e-01
2.433e+03 4.511299e-15 1.061835e-06 9.999989e-01
2.582e+03 3.101011e-15 9.329364e-07 9.999991e-01
2.739e+03 2.416000e-15 8.547133e-07 9.999991e-01
2.907e+03 2.048851e-15 7.987737e-07 9.999992e-01
3.084e+03 1.850961e-15 7.488958e-07 9.999993e-01
3.273e+03 1.785274e-15 7.070269e-07 9.999993e-01
3.472e+03 1.805077e-15 6.736657e-07 9.999993e-01
3.685e+03 1.933374e-15 6.468713e-07 9.999994e-01
3.910e+03 1.818545e-15 5.876303e-07 9.999994e-01
4.148e+03 1.726717e-15 5.555649e-07 9.999994e-01
4.402e+03 1.797108e-15 5.661270e-07 9.999994e-01
4.671e+03 1.625919e-15 5.433283e-07 9.999995e-01
4.956e+03 1.178886e-15 4.660819e-07 9.999995e-01
5.259e+03 8.635576e-16 3.988649e-07 9.999996e-01
5.580e+03 7.543063e-16 3.680867e-07 9.999996e-01
5.921e+03 6.881443e-16 3.452375e-07 9.999997e-01
6.282e+03 6.471952e-16 3.266147e-07 9.999997e-01
6.666e+03 6.771640e-16 3.226830e-07 9.999997e-01
7.074e+03 7.463663e-16 3.237013e-07 9.999997e-01
7.506e+03 7.801479e-16 3.142798e-07 9.999997e-01
7.964e+03 8.677218e-16 3.130950e-07 9.999997e-01
8.451e+03 1.168159e-15 3.389265e-07 9.999997e-01
8.967e+03 1.778880e-15 3.859545e-07 9.999996e-01
9.514e+03 3.277431e-15 4.842317e-07 9.999995e-01
1.010e+04 8.533440e-15 7.622981e-07 9.999992e-01
1.071e+04 3.366844e-14 1.782979e-06 9.999982e-01
1.137e+04 2.108822e-13 7.574628e-06 9.999924e-01
1.206e+04 1.915042e-12 5.287715e-05 9.999471e-01
1.279e+04 2.971543e-11 5.270319e-04 9.994730e-01
1.353e+04 1.115420e-09 7.942195e-03 9.920578e-01
1.419e+04 1.294646e-07 1.982482e-01 8.017516e-01
1.476e+04 4.997068e-06 9.402342e-01 5.976083e-02
1.524e+04 5.337900e-05 9.991332e-01 8.134285e-04
1.565e+04 6.838284e-04 9.993085e-01 7.651439e-06
1.596e+04 1.476126e-02 9.852387e-01 3.433947e-08
1.619e+04 1.651704e-01 8.348296e-01 2.669323e-10
1.635e+04 6.376014e-01 3.623986e-01 2.000973e-12
1.648e+04 9.728715e-01 2.712846e-02 4.730269e-16
1.659e+04 9.985158e-01 1.484188e-03 8.706220e-20
1.669e+04 9.997907e-01 2.093298e-04 2.500954e-22
1.679e+04 9.999705e-01 2.953095e-05 6.656774e-25
1.689e+04 9.999943e-01 5.742987e-06 4.413340e-27
1.700e+04 9.999987e-01 1.262421e-06 4.279313e-29
1.715e+04 9.999999e-01 1.178383e-07 3.517561e-32
1.742e+04 1.000000e+00 1.627416e-09 1.209416e-37
1.789e+04 1.000000e+00 2.038070e-11 2.812922e-43
1.853e+04 1.000000e+00 3.194593e-12 1.014622e-45
1.926e+04 1.000000e+00 3.667838e-13 1.472840e-48
2.003e+04 1.000000e+00 1.914051e-15 2.641603e-55
2.084e+04 1.000000e+00 4.161915e-16 2.316925e-57
2.165e+04 1.000000e+00 9.858694e-18 3.157057e-62
2.245e+04 1.000000e+00 3.897307e-15 9.283755e-55
2.325e+04 1.000000e+00 4.836005e-20 2.879628e-69
2.405e+04 1.000000e+00 5.380376e-19 2.902070e-66
2.487e+04 1.000000e+00 6.839957e-18 4.027981e-63
2.570e+04 1.000000e+00 1.147540e-18 1.660668e-65
2.659e+04 1.000000e+00 1.368636e-20 2.664466e-71
2.764e+04 1.000000e+00 5.663188e-32 4.733473e-106
2.899e+04 1.000000e+00 3.464333e-29 1.073869e-97
3.065e+04 1.000000e+00 1.489723e-32 2.239524e-108
3.252e+04 1.000000e+00 3.130355e-40 7.334174e-132
3.446e+04 1.000000e+00 5.694684e-48 3.159716e-155
3.637e+04 1.000000e+00 3.702789e-51 5.031371e-165
3.815e+04 1.000000e+00 1.106492e-47 1.323661e-154
3.975e+04 1.000000e+00 1.569965e-39 1.703609e-130
4.117e+04 1.000000e+00 7.110645e-54 1.534279e-173
4.247e+04 1.000000e+00 1.386553e-60 5.005213e-194
4.369e+04 1.000000e+00 5.391855e-58 2.968815e-186
4.488e+04 1.000000e+00 1.212607e-37 1.597770e-125
4.608e+04 1.000000e+00 6.904062e-52 6.749895e-168
4.729e+04 1.000000e+00 1.407394e-70 8.491344e-225
4.852e+04 1.000000e+00 6.340188e-76 3.325144e-241
4.975e+04 1.000000e+00 2.508690e-74 2.481349e-236
5.101e+04 1.000000e+00 2.841251e-42 9.180475e-140
5.229e+04 1.000000e+00 1.381316e-57 1.242037e-185
5.360e+04 1.000000e+00 4.727349e-73 9.090293e-233
5.492e+04 1.000000e+00 1.071012e-64 2.047364e-207
5.627e+04 1.000000e+00 2.317700e-58 3.078255e-188
5.762e+04 1.000000e+00 1.229095e-55 4.745155e-180
5.899e+04 1.000000e+00 2.654838e-54 4.318116e-176
6.034e+04 1.000000e+00 7.314350e-45 3.215068e-148
6.168e+04 1.000000e+00 7.231129e-45 2.355845e-148
6.297e+04 1.000000e+00 7.610579e-51 5.763045e-166
6.422e+04 1.000000e+00 8.863631e-46 3.145156e-151
6.539e+04 1.000000e+00 5.646658e-72 3.263139e-230
6.646e+04 1.000000e+00 5.332000e-78 8.864215e-248
6.742e+04 1.000000e+00 2.394017e-85 4.548848e-269
6.826e+04 1.000000e+00 2.913467e-85 6.737013e-269
6.896e+04 1.000000e+00 2.920604e-85 6.770058e-269
6.948e+04 1.000000e+00 2.925555e-85 6.793031e-269
6.976e+04 1.000000e+00 2.927371e-85 6.801468e-269
6.989e+04 1.000000e+00 2.928247e-85 6.805541e-269
6.995e+04 1.000000e+00 2.928677e-85 6.807539e-269
6.998e+04 1.000000e+00 2.928891e-85 6.808532e-269
7.000e+04 1.000000e+00 2.928991e-85 6.808999e-269
#TIME: 1.299056
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
4.401e+02 9.447861e-13 8.318782e-06 9.999917e-01
8.862e+02 1.062829e-12 8.919998e-06 9.999911e-01
9.061e+02 1.394232e-12 1.052720e-05 9.999895e-01
9.444e+02 1.098829e-12 9.099961e-06 9.999909e-01
9.991e+02 1.096990e-12 9.090805e-06 9.999909e-01
1.061e+03 1.272694e-12 9.949684e-06 9.999901e-01
1.126e+03 9.819446e-13 8.509142e-06 9.999915e-01
1.194e+03 9.872763e-13 8.532586e-06 9.999915e-01
1.267e+03 7.492763e-13 7.269298e-06 9.999927e-01
1.345e+03 4.421737e-13 5.467536e-06 9.999945e-01
1.427e+03 2.424712e-13 4.097668e-06 9.999959e-01
1.514e+03 1.880688e-13 3.663082e-06 9.999963e-01
1.607e+03 1.114183e-13 2.936707e-06 9.999971e-01
1.705e+03 7.258560e-14 2.483922e-06 9.999975e-01
1.809e+03 4.815071e-14 2.139450e-06 9.999979e-01
1.919e+03 3.181539e-14 1.849689e-06 9.999982e-01
2.037e+03 1.969308e-14 1.574921e-06 9.999984e-01
2.161e+03 1.248888e-14 1.351511e-06 9.999986e-01
2.293e+03 7.288845e-15 1.120533e-06 9.999989e-01
2.433e+03 4.367309e-15 9.372404e-07 9.999991e-01
2.582e+03 2.937678e-15 8.178711e-07 9.999992e-01
2.739e+03 2.264298e-15 7.469264e-07 9.999993e-01
2.907e+03 1.887307e-15 6.945000e-07 9.999993e-01
3.084e+03 1.685541e-15 6.488701e-07 9.999994e-01
3.273e+03 1.568408e-15 6.060399e-07 9.999994e-01
3.472e+03 1.603511e-15 5.794798e-07 9.999994e-01
3.685e+03 1.691426e-15 5.543732e-07 9.999994e-01
3.910e+03 1.627560e-15 5.078534e-07 9.999995e-01
4.148e+03 1.613760e-15 4.870987e-07 9.999995e-01
4.402e+03 1.712872e-15 4.994213e-07 9.999995e-01
4.671e+03 1.569873e-15 4.810618e-07 9.999995e-01
4.956e+03 1.140999e-15 4.128554e-07 9.999996e-01
5.259e+03 8.330621e-16 3.529567e-07 9.999996e-01
5.580e+03 7.197356e-16 3.247786e-07 9.999997e-01
5.921e+03 6.544756e-16 3.045447e-07 9.999997e-01
6.282e+03 6.163327e-16 2.885750e-07 9.999997e-01
6.666e+03 6.465525e-16 2.858899e-07 9.999997e-01
7.074e+03 7.117618e-16 2.875658e-07 9.999997e-01
7.506e+03 7.507223e-16 2.812782e-07 9.999997e-01
7.964e+03 8.483596e-16 2.835730e-07 9.999997e-01
8.451e+03 1.150554e-15 3.111282e-07 9.999997e-01
8.967e+03 1.774184e-15 3.628329e-07 9.999996e-01
9.514e+03 3.311399e-15 4.739790e-07 9.999995e-01
1.010e+04 8.755246e-15 7.985285e-07 9.999992e-01
1.071e+04 3.595577e-14 2.085440e-06 9.999979e-01
1.137e+04 2.459768e-13 1.012454e-05 9.999899e-01
1.206e+04 2.996040e-12 8.974138e-05 9.999103e-01
1.279e+04 7.620260e-11 1.212874e-03 9.987871e-01
1.353e+04 6.259923e-09 2.813156e-02 9.718684e-01
1.419e+04 6.292103e-07 5.157374e-01 4.842620e-01
1.476e+04 1.080400e-05 9.869243e-01 1.306492e-02
1.524e+04 1.169206e-04 9.997424e-01 1.406411e-04
1.565e+04 1.923021e-03 9.980761e-01 9.025728e-07
1.596e+04 2.612390e-02 9.738761e-01 9.115359e-09
1.619e+04 2.048946e-01 7.951054e-01 1.226396e-10
1.635e+04 6.315818e-01 3.684182e-01 1.679600e-12
1.648e+04 9.690727e-01 3.092727e-02 5.478070e-16
1.659e+04 9.977087e-01 2.291280e-03 2.422331e-19
1.669e+04 9.995835e-01 4.165468e-04 1.500639e-21
1.679e+04 9.999372e-01 6.281879e-05 5.113284e-24
1.689e+04 9.999845e-01 1.552776e-05 7.109815e-26
1.700e+04 9.999961e-01 3.882383e-06 9.941332e-28
1.715e+04 9.999992e-01 7.875809e-07 7.486411e-30
1.742e+04 1.000000e+00 4.959656e-08 1.844109e-33
1.789e+04 1.000000e+00 2.900160e-10 4.726132e-40
1.853e+04 1.000000e+00 4.053783e-12 1.580981e-45
1.926e+04 1.000000e+00 1.486970e-15 1.370844e-55
2.003e+04 1.000000e+00 6.278661e-16 8.140655e-57
2.084e+04 1.000000e+00 4.682970e-18 3.463812e-63
2.165e+04 1.000000e+00 8.146301e-19 1.593084e-65
2.245e+04 1.000000e+00 1.676502e-23 1.185046e-79
2.325e+04 1.000000e+00 4.989686e-21 2.729394e-72
2.405e+04 1.000000e+00 1.464439e-23 5.678497e-80
2.487e+04 1.000000e+00 2.110237e-24 1.367108e-82
2.570e+04 1.000000e+00 3.886733e-27 5.077229e-91
2.659e+04 1.000000e+00 1.058745e-29 5.399220e-99
2.764e+04 1.000000e+00 9.543278e-27 4.573755e-90
2.899e+04 1.000000e+00 1.360590e-25 8.843179e-87
3.065e+04 1.000000e+00 5.983742e-32 1.367160e-106
3.252e+04 1.000000e+00 1.150968e-30 4.207923e-103
3.446e+04 1.000000e+00 6.615297e-40 3.386016e-131
3.637e+04 1.000000e+00 3.450340e-29 2.127173e-99
3.815e+04 1.000000e+00 1.326580e-38 9.031983e-128
3.975e+04 1.000000e+00 2.899195e-33 5.391831e-112
4.117e+04 1.000000e+00 1.353837e-37 4.763382e-125
4.247e+04 1.000000e+00 1.254370e-41 5.564917e-137
4.369e+04 1.000000e+00 3.686249e-29 5.983939e-100
4.488e+04 1.000000e+00 2.896140e-39 2.150517e-130
4.608e+04 1.000000e+00 7.149407e-39 2.218863e-129
4.729e+04 1.000000e+00 1.530645e-40 2.077708e-134
4.852e+04 1.000000e+00 3.311720e-57 2.746396e-184
4.975e+04 1.000000e+00 1.208674e-33 5.123225e-114
5.101e+04 1.000000e+00 5.076059e-54 8.654128e-175
5.229e+04 1.000000e+00 3.013965e-68 4.117043e-218
5.360e+04 1.000000e+00 3.691870e-57 1.743333e-184
5.492e+04 1.000000e+00 3.161033e-54 1.129715e-175
5.627e+04 1.000000e+00 4.178350e-58 1.586521e-187
5.762e+04 1.000000e+00 1.313858e-44 2.489326e-147
5.899e+04 1.000000e+00 9.898006e-32 4.816055e-109
6.034e+04 1.000000e+00 2.669343e-30 6.235030e-105
6.168e+04 1.000000e+00 3.025372e-34 9.350409e-117
6.297e+04 1.000000e+00 1.046946e-46 6.353144e-154
6.422e+04 1.000000e+00 7.234391e-37 7.697541e-125
6.539e+04 1.000000e+00 9.136360e-50 4.734326e-163
6.646e+04 1.000000e+00 7.429644e-45 7.816195e-149
6.742e+04 1.000000e+00 8.089939e-46 1.020288e-151
6.826e+04 1.000000e+00 2.835947e-47 5.115534e-156
6.896e+04 1.000000e+00 4.259433e-43 7.068633e-144
6.948e+04 1.000000e+00 2.475564e-71 1.480137e-228
6.976e+04 1.000000e+00 1.040477e-50 3.785612e-166
6.989e+04 1.000000e+00 1.057893e-42 8.935366e-143
6.995e+04 1.000000e+00 2.937418e-85 6.848234e-269
6.998e+04 1.000000e+00 2.937579e-85 6.848986e-269
7.000e+04 1.000000e+00 2.937655e-85 6.849340e-269
#TIME: 1.428962
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
4.401e+02 9.468934e-13 8.887427e-06 9.999911e-01
8.862e+02 2.369384e-12 1.650578e-05 9.999835e-01
9.061e+02 1.863969e-12 1.395315e-05 9.999860e-01
9.444e+02 1.481270e-12 1.192500e-05 9.999881e-01
9.991e+02 1.199772e-12 1.036187e-05 9.999896e-01
1.061e+03 1.360338e-12 1.126190e-05 9.999887e-01
1.126e+03 1.019502e-12 9.317456e-06 9.999907e-01
1.194e+03 9.465941e-13 8.878243e-06 9.999911e-01
1.267e+03 6.840557e-13 7.239863e-06 9.999928e-01
1.345e+03 4.638825e-13 5.741165e-06 9.999943e-01
1.427e+03 2.733731e-13 4.301053e-06 9.999957e-01
1.514e+03 1.703326e-13 3.406914e-06 9.999966e-01
1.607e+03 1.126340e-13 2.815643e-06 9.999972e-01
1.705e+03 7.186823e-14 2.323074e-06 9.999977e-01
