#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
17415.23 5.50e-08 9.99e-01 8.05e-04 5.81e-16 2.17e-35 
17888.12 5.42e-08 1.00e+00 3.81e-04 6.86e-17 1.99e-35 
18532.37 5.34e-08 1.00e+00 1.44e-04 4.36e-18 2.01e-34 
19260.76 4.66e-08 1.00e+00 5.98e-05 3.61e-19 5.06e-36 
20034.10 4.06e-08 1.00e+00 2.71e-05 3.54e-20 1.40e-34 
20838.00 3.68e-08 1.00e+00 1.25e-05 3.46e-21 7.29e-36 
21647.97 2.96e-08 1.00e+00 6.28e-06 4.86e-22 2.79e-34 
22447.94 3.16e-08 1.00e+00 2.96e-06 5.38e-23 1.03e-35 
23245.88 5.76e-08 1.00e+00 6.51e-07 1.13e-24 2.45e-35 
24052.47 2.31e-08 1.00e+00 8.02e-07 3.05e-24 1.73e-35 
24867.72 2.08e-08 1.00e+00 3.73e-07 3.59e-24 2.26e-35 
25698.86 1.91e-08 1.00e+00 1.71e-07 5.52e-24 3.05e-35 
26587.16 2.05e-08 1.00e+00 6.61e-08 9.79e-24 4.55e-35 
27637.54 2.77e-08 1.00e+00 2.16e-08 2.03e-23 8.04e-35 
28986.97 1.07e-07 1.00e+00 2.71e-09 9.73e-24 1.20e-33 
#TIME: 16.64 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.90e-22 8.01e-14 4.16e-06 1.00e+00 8.28e-14 
999.11 1.78e-22 7.63e-14 4.02e-06 1.00e+00 8.72e-14 
1267.34 1.77e-22 7.54e-14 3.98e-06 1.00e+00 9.46e-14 
1514.05 1.90e-22 7.82e-14 4.05e-06 1.00e+00 9.91e-14 
1808.80 1.63e-22 7.04e-14 3.83e-06 1.00e+00 1.08e-13 
1919.29 1.63e-22 7.07e-14 3.85e-06 1.00e+00 1.04e-13 
2160.92 1.48e-22 6.61e-14 3.72e-06 1.00e+00 1.09e-13 
2292.92 1.29e-22 6.10e-14 3.59e-06 1.00e+00 1.09e-13 
2432.98 1.18e-22 5.88e-14 3.55e-06 1.00e+00 9.71e-14 
2581.60 1.10e-22 5.61e-14 3.49e-06 1.00e+00 9.63e-14 
2739.29 1.10e-22 5.73e-14 3.55e-06 1.00e+00 8.59e-14 
2906.62 1.20e-22 6.37e-14 3.83e-06 1.00e+00 5.84e-14 
3084.17 1.07e-22 6.22e-14 3.87e-06 1.00e+00 4.09e-14 
3272.56 9.16e-23 5.98e-14 3.92e-06 1.00e+00 2.63e-14 
3472.46 8.68e-23 6.25e-14 4.16e-06 1.00e+00 1.50e-14 
3684.57 8.44e-23 6.80e-14 4.53e-06 1.00e+00 7.10e-15 
3909.64 7.68e-23 7.23e-14 4.96e-06 1.00e+00 2.69e-15 
4148.46 9.48e-23 9.40e-14 5.96e-06 1.00e+00 1.01e-15 
4401.86 1.57e-22 1.48e-13 7.88e-06 1.00e+00 3.41e-16 
4670.75 2.44e-22 2.30e-13 1.04e-05 1.00e+00 9.78e-17 
4956.05 2.59e-22 2.78e-13 1.22e-05 1.00e+00 3.04e-17 
5258.79 2.63e-22 3.26e-13 1.41e-05 1.00e+00 9.76e-18 
5580.02 3.82e-22 5.14e-13 1.92e-05 1.00e+00 1.88e-18 
5920.87 6.00e-22 8.62e-13 2.73e-05 1.00e+00 3.32e-19 
6282.54 1.04e-21 1.57e-12 4.04e-05 1.00e+00 6.62e-20 
6666.30 2.10e-21 3.23e-12 6.41e-05 1.00e+00 2.57e-20 
7073.50 5.11e-21 7.83e-12 1.12e-04 1.00e+00 1.29e-20 
7505.58 1.36e-20 2.13e-11 2.12e-04 1.00e+00 5.70e-21 
7964.05 5.07e-20 7.90e-11 4.81e-04 1.00e+00 1.81e-21 
8450.53 2.91e-19 4.26e-10 1.36e-03 9.99e-01 4.09e-22 
8966.72 1.94e-18 2.72e-09 4.30e-03 9.96e-01 8.06e-23 
9514.44 2.63e-17 3.43e-08 2.05e-02 9.80e-01 1.22e-23 
10095.62 9.82e-16 1.05e-06 1.56e-01 8.44e-01 1.16e-24 
10712.30 3.27e-14 2.52e-05 7.06e-01 2.94e-01 6.72e-26 
11366.65 3.63e-13 2.02e-04 9.73e-01 2.64e-02 4.23e-27 
12061.10 2.49e-12 1.11e-03 9.97e-01 1.85e-03 3.10e-28 
12793.43 1.62e-11 5.55e-03 9.94e-01 1.57e-04 2.55e-29 
13528.61 9.98e-11 2.59e-02 9.74e-01 1.20e-05 9.62e-32 
14194.74 4.44e-10 9.37e-02 9.06e-01 1.33e-06 6.96e-31 
14757.77 1.24e-09 2.30e-01 7.70e-01 8.18e-07 9.24e-31 
15240.48 3.63e-09 4.88e-01 5.12e-01 5.73e-08 1.16e-31 
15646.99 1.01e-08 7.90e-01 2.10e-01 1.39e-09 6.18e-33 
15960.30 2.40e-08 9.43e-01 5.75e-02 4.83e-11 1.20e-33 
16187.41 3.70e-08 9.79e-01 2.12e-02 3.87e-12 3.62e-34 
16354.17 5.02e-08 9.91e-01 9.43e-03 4.95e-13 1.71e-34 
16484.18 5.31e-08 9.94e-01 6.06e-03 1.59e-13 1.84e-34 
16593.12 5.17e-08 9.96e-01 4.44e-03 6.60e-14 7.16e-35 
16691.99 5.25e-08 9.96e-01 3.54e-03 3.30e-14 6.07e-35 
16788.59 5.10e-08 9.97e-01 2.62e-03 1.38e-14 9.18e-35 
16888.37 4.90e-08 9.98e-01 2.11e-03 7.49e-15 9.88e-36 
16998.79 5.23e-08 9.99e-01 1.49e-03 3.28e-15 7.87e-35 
17146.37 5.47e-08 9.99e-01 1.02e-03 1.12e-15 2.09e-35 
17415.23 5.57e-08 9.99e-01 5.92e-04 2.45e-16 7.12e-35 
17888.12 5.61e-08 1.00e+00 2.52e-04 2.85e-17 1.10e-34 
18532.37 6.87e-08 1.00e+00 8.36e-05 1.44e-18 8.50e-35 
19260.76 5.46e-08 1.00e+00 4.03e-05 1.58e-19 1.01e-35 
20034.10 4.04e-08 1.00e+00 2.18e-05 1.68e-20 1.29e-34 
20838.00 3.97e-08 1.00e+00 9.66e-06 1.71e-21 7.75e-36 
21647.97 8.82e-08 1.00e+00 2.06e-06 5.30e-23 9.46e-35 
22447.94 2.85e-08 1.00e+00 2.75e-06 5.16e-23 1.33e-33 
23245.88 2.40e-08 1.00e+00 1.28e-06 8.97e-24 1.42e-35 
24052.47 1.85e-08 1.00e+00 6.53e-07 3.07e-24 1.84e-35 
24867.72 1.69e-08 1.00e+00 3.12e-07 4.36e-24 2.40e-35 
25698.86 2.04e-08 1.00e+00 1.33e-07 6.46e-24 3.25e-35 
26587.16 2.09e-08 1.00e+00 5.28e-08 1.12e-23 4.84e-35 
27637.54 2.38e-08 1.00e+00 1.73e-08 2.29e-23 8.55e-35 
28986.97 4.01e-08 1.00e+00 4.18e-09 1.34e-22 2.04e-34 
#TIME: 16.99 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.35e-22 1.04e-13 5.00e-06 1.00e+00 2.99e-14 
999.11 2.12e-22 9.42e-14 4.70e-06 1.00e+00 3.94e-14 
1267.34 2.15e-22 9.52e-14 4.72e-06 1.00e+00 3.97e-14 
1514.05 2.49e-22 1.05e-13 4.95e-06 1.00e+00 3.90e-14 
1808.80 2.16e-22 9.53e-14 4.71e-06 1.00e+00 4.21e-14 
1919.29 2.05e-22 9.23e-14 4.65e-06 1.00e+00 4.13e-14 
2160.92 1.81e-22 8.42e-14 4.42e-06 1.00e+00 4.69e-14 
2292.92 1.57e-22 7.76e-14 4.26e-06 1.00e+00 4.54e-14 
2432.98 1.41e-22 7.34e-14 4.17e-06 1.00e+00 4.20e-14 
2581.60 1.35e-22 7.28e-14 4.20e-06 1.00e+00 3.72e-14 
2739.29 1.32e-22 7.29e-14 4.23e-06 1.00e+00 3.30e-14 
2906.62 1.39e-22 8.01e-14 4.55e-06 1.00e+00 2.10e-14 
3084.17 1.32e-22 8.12e-14 4.70e-06 1.00e+00 1.47e-14 
3272.56 1.20e-22 8.15e-14 4.85e-06 1.00e+00 9.41e-15 
3472.46 1.11e-22 8.46e-14 5.14e-06 1.00e+00 4.88e-15 
3684.57 1.07e-22 9.15e-14 5.60e-06 1.00e+00 2.24e-15 
3909.64 1.04e-22 1.02e-13 6.28e-06 1.00e+00 8.44e-16 
4148.46 1.29e-22 1.33e-13 7.54e-06 1.00e+00 3.05e-16 
4401.86 2.20e-22 2.16e-13 1.01e-05 1.00e+00 9.73e-17 
4670.75 3.45e-22 3.38e-13 1.35e-05 1.00e+00 2.68e-17 
4956.05 3.78e-22 4.19e-13 1.60e-05 1.00e+00 8.07e-18 
5258.79 3.91e-22 5.00e-13 1.86e-05 1.00e+00 2.63e-18 
5580.02 5.71e-22 7.89e-13 2.54e-05 1.00e+00 5.04e-19 
5920.87 9.19e-22 1.35e-12 3.65e-05 1.00e+00 9.56e-20 
6282.54 1.58e-21 2.45e-12 5.39e-05 1.00e+00 3.21e-20 
6666.30 3.23e-21 5.06e-12 8.56e-05 1.00e+00 2.07e-20 
7073.50 8.04e-21 1.26e-11 1.52e-04 1.00e+00 1.21e-20 
7505.58 2.14e-20 3.43e-11 2.87e-04 1.00e+00 5.49e-21 
7964.05 8.09e-20 1.28e-10 6.56e-04 9.99e-01 1.74e-21 
8450.53 4.80e-19 7.16e-10 1.89e-03 9.98e-01 3.94e-22 
8966.72 3.31e-18 4.75e-09 6.11e-03 9.94e-01 7.74e-23 
9514.44 4.86e-17 6.42e-08 3.02e-02 9.70e-01 1.16e-23 
10095.62 1.88e-15 1.98e-06 2.23e-01 7.77e-01 1.04e-24 
10712.30 5.05e-14 3.78e-05 7.92e-01 2.08e-01 5.85e-26 
11366.65 4.80e-13 2.64e-04 9.82e-01 1.74e-02 3.89e-27 
12061.10 3.24e-12 1.41e-03 9.97e-01 1.22e-03 2.87e-28 
12793.43 2.08e-11 6.99e-03 9.93e-01 9.80e-05 2.01e-29 
13528.61 1.27e-10 3.23e-02 9.68e-01 8.49e-06 2.70e-30 
14194.74 5.41e-10 1.14e-01 8.86e-01 9.06e-07 6.06e-31 
14757.77 1.54e-09 2.79e-01 7.21e-01 1.97e-07 7.07e-32 
15240.48 4.31e-09 5.60e-01 4.40e-01 1.28e-08 1.75e-32 
15646.99 1.11e-08 8.34e-01 1.66e-01 6.91e-10 6.62e-33 
15960.30 2.46e-08 9.55e-01 4.53e-02 2.48e-11 1.26e-33 
16187.41 3.95e-08 9.84e-01 1.55e-02 1.73e-12 3.25e-34 
16354.17 5.25e-08 9.93e-01 6.70e-03 2.30e-13 3.90e-34 
16484.18 5.42e-08 9.96e-01 4.35e-03 6.57e-14 5.79e-35 
16593.12 5.39e-08 9.97e-01 3.29e-03 3.19e-14 1.53e-34 
16691.99 5.44e-08 9.97e-01 3.12e-03 1.69e-14 2.32e-34 
16788.59 5.40e-08 9.98e-01 1.89e-03 6.50e-15 1.87e-34 
16888.37 5.47e-08 9.98e-01 1.52e-03 3.63e-15 9.43e-35 
16998.79 5.96e-08 9.99e-01 1.02e-03 1.27e-15 2.69e-35 
17146.37 5.69e-08 9.99e-01 7.68e-04 5.06e-16 1.10e-34 
17415.23 5.57e-08 1.00e+00 4.53e-04 1.26e-16 6.22e-35 
17888.12 5.89e-08 1.00e+00 1.85e-04 1.24e-17 4.48e-35 
18532.37 6.21e-08 1.00e+00 7.19e-05 9.11e-19 5.17e-36 
19260.76 4.76e-08 1.00e+00 3.70e-05 9.94e-20 3.69e-34 
20034.10 3.97e-08 1.00e+00 1.74e-05 9.96e-21 3.89e-34 
20838.00 3.27e-08 1.00e+00 8.35e-06 1.10e-21 2.14e-34 
21647.97 3.08e-08 1.00e+00 3.77e-06 1.32e-22 9.37e-36 
22447.94 2.55e-08 1.00e+00 1.92e-06 1.89e-23 1.16e-35 
23245.88 5.04e-08 1.00e+00 4.30e-07 1.48e-24 1.51e-35 
24052.47 1.89e-08 1.00e+00 5.03e-07 3.05e-24 1.96e-35 
24867.72 1.93e-08 1.00e+00 2.32e-07 4.37e-24 2.55e-35 
25698.86 2.13e-08 1.00e+00 9.70e-08 6.71e-24 3.45e-35 
26587.16 2.25e-08 1.00e+00 3.84e-08 1.15e-23 5.15e-35 
27637.54 3.00e-08 1.00e+00 1.13e-08 1.86e-23 9.09e-35 
28986.97 3.16e-08 1.00e+00 3.32e-09 7.79e-23 2.17e-34 
#TIME: 17.34 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.39e-22 1.15e-13 5.50e-06 1.00e+00 1.43e-14 
999.11 2.45e-22 1.16e-13 5.49e-06 1.00e+00 1.58e-14 
1267.34 2.57e-22 1.19e-13 5.57e-06 1.00e+00 1.58e-14 
1514.05 2.86e-22 1.28e-13 5.81e-06 1.00e+00 1.45e-14 
1808.80 2.47e-22 1.16e-13 5.52e-06 1.00e+00 1.57e-14 
1919.29 2.39e-22 1.15e-13 5.50e-06 1.00e+00 1.53e-14 
2160.92 2.23e-22 1.09e-13 5.34e-06 1.00e+00 1.70e-14 
2292.92 1.99e-22 1.03e-13 5.21e-06 1.00e+00 1.66e-14 
2432.98 1.75e-22 9.53e-14 5.02e-06 1.00e+00 1.66e-14 
2581.60 1.71e-22 9.65e-14 5.10e-06 1.00e+00 1.37e-14 
2739.29 1.70e-22 9.80e-14 5.20e-06 1.00e+00 1.17e-14 
2906.62 1.84e-22 1.10e-13 5.66e-06 1.00e+00 7.47e-15 
3084.17 1.74e-22 1.12e-13 5.87e-06 1.00e+00 4.89e-15 
3272.56 1.49e-22 1.08e-13 5.94e-06 1.00e+00 3.05e-15 
3472.46 1.47e-22 1.17e-13 6.45e-06 1.00e+00 1.51e-15 
3684.57 1.48e-22 1.31e-13 7.14e-06 1.00e+00 6.92e-16 
3909.64 1.48e-22 1.50e-13 8.10e-06 1.00e+00 2.46e-16 
4148.46 1.83e-22 1.96e-13 9.76e-06 1.00e+00 8.61e-17 
4401.86 3.20e-22 3.23e-13 1.33e-05 1.00e+00 2.62e-17 
4670.75 5.02e-22 5.09e-13 1.77e-05 1.00e+00 7.08e-18 
4956.05 5.60e-22 6.39e-13 2.11e-05 1.00e+00 2.24e-18 
5258.79 5.82e-22 7.68e-13 2.47e-05 1.00e+00 6.71e-19 
5580.02 8.61e-22 1.22e-12 3.39e-05 1.00e+00 1.34e-19 
5920.87 1.39e-21 2.11e-12 4.87e-05 1.00e+00 3.25e-20 
6282.54 2.36e-21 3.76e-12 7.12e-05 1.00e+00 2.25e-20 
6666.30 5.02e-21 8.05e-12 1.15e-04 1.00e+00 1.91e-20 
7073.50 1.27e-20 2.02e-11 2.05e-04 1.00e+00 1.16e-20 
7505.58 3.48e-20 5.67e-11 3.94e-04 1.00e+00 5.27e-21 
7964.05 1.35e-19 2.19e-10 9.18e-04 9.99e-01 1.67e-21 
8450.53 7.98e-19 1.22e-09 2.65e-03 9.97e-01 3.79e-22 
8966.72 5.70e-18 8.38e-09 8.75e-03 9.91e-01 7.44e-23 
9514.44 9.15e-17 1.22e-07 4.48e-02 9.55e-01 1.09e-23 
10095.62 3.61e-15 3.72e-06 3.14e-01 6.86e-01 9.19e-25 
10712.30 7.52e-14 5.47e-05 8.58e-01 1.42e-01 5.22e-26 
11366.65 6.32e-13 3.41e-04 9.87e-01 1.22e-02 3.98e-27 
12061.10 4.29e-12 1.83e-03 9.97e-01 8.09e-04 2.82e-28 
12793.43 2.67e-11 8.80e-03 9.91e-01 6.73e-05 2.16e-29 
13528.61 1.62e-10 4.08e-02 9.59e-01 5.50e-06 2.48e-30 
14194.74 7.06e-10 1.44e-01 8.56e-01 5.78e-07 5.94e-31 
14757.77 1.91e-09 3.38e-01 6.62e-01 1.23e-07 2.04e-31 
15240.48 4.94e-09 6.24e-01 3.76e-01 7.18e-09 4.48e-32 
15646.99 1.18e-08 8.70e-01 1.30e-01 3.52e-10 7.90e-33 
15960.30 2.61e-08 9.67e-01 3.31e-02 1.13e-11 1.60e-33 
16187.41 4.19e-08 9.89e-01 1.14e-02 7.84e-13 3.89e-34 
16354.17 5.40e-08 9.95e-01 5.04e-03 1.05e-13 2.20e-34 
16484.18 5.73e-08 9.97e-01 3.19e-03 3.09e-14 2.38e-34 
16593.12 5.55e-08 9.98e-01 2.39e-03 1.41e-14 1.24e-34 
16691.99 5.44e-08 9.98e-01 1.86e-03 6.56e-15 1.62e-34 
16788.59 5.73e-08 9.99e-01 1.33e-03 2.95e-15 4.05e-35 
16888.37 5.55e-08 9.99e-01 1.13e-03 1.71e-15 8.31e-35 
16998.79 5.46e-08 9.99e-01 8.40e-04 7.04e-16 2.78e-34 
17146.37 5.40e-08 9.99e-01 5.80e-04 2.39e-16 4.81e-35 
17415.23 5.66e-08 1.00e+00 3.57e-04 5.95e-17 1.99e-35 
17888.12 5.99e-08 1.00e+00 1.49e-04 6.77e-18 1.48e-34 
18532.37 5.04e-08 1.00e+00 7.01e-05 6.57e-19 8.26e-35 
19260.76 5.26e-08 1.00e+00 2.61e-05 3.96e-20 6.09e-36 
20034.10 3.78e-08 1.00e+00 1.30e-05 5.27e-21 7.26e-36 
20838.00 3.34e-08 1.00e+00 6.31e-06 5.46e-22 8.77e-36 
21647.97 2.83e-08 1.00e+00 2.97e-06 6.82e-23 9.96e-36 
22447.94 7.22e-08 1.00e+00 6.12e-07 1.52e-24 2.41e-35 
23245.88 2.40e-08 1.00e+00 7.94e-07 5.53e-24 1.60e-35 
24052.47 1.89e-08 1.00e+00 4.10e-07 3.49e-24 2.08e-35 
24867.72 2.15e-08 1.00e+00 1.90e-07 5.36e-24 6.23e-34 
25698.86 2.34e-08 1.00e+00 7.63e-08 8.18e-24 3.67e-35 
26587.16 2.36e-08 1.00e+00 2.94e-08 1.38e-23 5.47e-35 
27637.54 2.36e-08 1.00e+00 9.54e-09 3.13e-23 9.67e-35 
28986.97 2.76e-08 1.00e+00 2.57e-09 9.17e-23 2.31e-34 
#TIME: 17.70 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.98e-22 1.47e-13 6.50e-06 1.00e+00 6.46e-15 
999.11 3.17e-22 1.53e-13 6.67e-06 1.00e+00 6.24e-15 
1267.34 3.10e-22 1.50e-13 6.59e-06 1.00e+00 6.46e-15 
1514.05 3.78e-22 1.75e-13 7.15e-06 1.00e+00 5.36e-15 
1808.80 3.19e-22 1.55e-13 6.73e-06 1.00e+00 5.69e-15 
1919.29 3.29e-22 1.61e-13 6.88e-06 1.00e+00 5.35e-15 
2160.92 2.81e-22 1.44e-13 6.49e-06 1.00e+00 6.13e-15 
2292.92 2.68e-22 1.43e-13 6.55e-06 1.00e+00 5.16e-15 
2432.98 2.33e-22 1.31e-13 6.28e-06 1.00e+00 5.51e-15 
2581.60 2.28e-22 1.33e-13 6.42e-06 1.00e+00 4.51e-15 
2739.29 2.19e-22 1.33e-13 6.45e-06 1.00e+00 3.85e-15 
2906.62 2.28e-22 1.45e-13 6.93e-06 1.00e+00 2.34e-15 
3084.17 2.20e-22 1.51e-13 7.27e-06 1.00e+00 1.48e-15 
3272.56 1.97e-22 1.50e-13 7.45e-06 1.00e+00 9.57e-16 
3472.46 2.03e-22 1.68e-13 8.25e-06 1.00e+00 4.47e-16 
3684.57 2.08e-22 1.91e-13 9.23e-06 1.00e+00 1.87e-16 
3909.64 2.12e-22 2.23e-13 1.06e-05 1.00e+00 6.53e-17 
4148.46 2.65e-22 2.93e-13 1.28e-05 1.00e+00 2.32e-17 
4401.86 4.66e-22 4.89e-13 1.74e-05 1.00e+00 6.69e-18 
4670.75 7.29e-22 7.65e-13 2.32e-05 1.00e+00 1.93e-18 
4956.05 8.20e-22 9.70e-13 2.78e-05 1.00e+00 5.58e-19 
5258.79 8.79e-22 1.19e-12 3.30e-05 1.00e+00 1.70e-19 
5580.02 1.31e-21 1.92e-12 4.55e-05 1.00e+00 3.60e-20 
5920.87 2.16e-21 3.34e-12 6.55e-05 1.00e+00 1.74e-20 
6282.54 3.72e-21 6.03e-12 9.64e-05 1.00e+00 1.94e-20 
6666.30 7.92e-21 1.30e-11 1.56e-04 1.00e+00 1.82e-20 
7073.50 2.05e-20 3.32e-11 2.82e-04 1.00e+00 1.11e-20 
7505.58 5.76e-20 9.51e-11 5.47e-04 9.99e-01 5.05e-21 
7964.05 2.27e-19 3.73e-10 1.28e-03 9.99e-01 1.60e-21 
8450.53 1.38e-18 2.15e-09 3.79e-03 9.96e-01 3.63e-22 
8966.72 1.04e-17 1.56e-08 1.29e-02 9.87e-01 7.05e-23 
9514.44 1.81e-16 2.41e-07 6.78e-02 9.32e-01 1.00e-23 
10095.62 6.64e-15 6.68e-06 4.22e-01 5.78e-01 7.97e-25 
10712.30 1.07e-13 7.61e-05 9.04e-01 9.59e-02 4.78e-26 
11366.65 8.45e-13 4.47e-04 9.92e-01 7.55e-03 3.31e-27 
12061.10 5.77e-12 2.39e-03 9.97e-01 5.23e-04 2.60e-28 
12793.43 3.60e-11 1.15e-02 9.88e-01 4.33e-05 1.99e-29 
13528.61 2.12e-10 5.19e-02 9.48e-01 3.68e-06 2.50e-30 
14194.74 8.76e-10 1.74e-01 8.26e-01 3.68e-07 5.75e-31 
14757.77 2.26e-09 3.97e-01 6.03e-01 5.01e-08 1.27e-31 
15240.48 5.58e-09 6.86e-01 3.14e-01 5.74e-08 6.02e-31 
15646.99 1.26e-08 9.03e-01 9.70e-02 1.54e-10 5.47e-33 
15960.30 2.77e-08 9.77e-01 2.30e-02 4.52e-12 1.26e-33 
16187.41 4.28e-08 9.92e-01 8.04e-03 3.04e-13 2.95e-34 
16354.17 5.61e-08 9.96e-01 3.61e-03 4.11e-14 1.53e-34 
16484.18 5.92e-08 9.98e-01 2.30e-03 1.29e-14 6.97e-35 
16593.12 5.85e-08 9.98e-01 1.60e-03 4.84e-15 1.27e-34 
16691.99 5.32e-08 9.99e-01 1.41e-03 3.09e-15 1.29e-34 
16788.59 5.79e-08 9.99e-01 9.66e-04 1.15e-15 1.23e-34 
16888.37 5.87e-08 9.99e-01 7.91e-04 6.53e-16 1.30e-34 
16998.79 5.25e-08 9.99e-01 6.65e-04 3.32e-16 1.80e-34 
17146.37 5.58e-08 1.00e+00 4.45e-04 1.25e-16 1.16e-35 
17415.23 5.67e-08 1.00e+00 2.49e-04 2.79e-17 1.14e-34 
17888.12 4.90e-08 1.00e+00 1.34e-04 3.50e-18 1.21e-34 
18532.37 6.13e-08 1.00e+00 4.28e-05 2.19e-19 3.75e-35 
19260.76 4.17e-08 1.00e+00 2.29e-05 2.90e-20 6.47e-36 
20034.10 3.53e-08 1.00e+00 1.08e-05 3.36e-21 7.72e-36 
20838.00 6.12e-08 1.00e+00 2.51e-06 3.70e-22 1.44e-34 
21647.97 7.87e-08 1.00e+00 8.51e-07 3.33e-23 2.73e-35 
22447.94 2.52e-08 1.00e+00 1.25e-06 9.56e-24 1.31e-35 
23245.88 1.98e-08 1.00e+00 6.36e-07 2.96e-24 1.71e-35 
24052.47 1.86e-08 1.00e+00 3.02e-07 3.50e-24 2.22e-35 
24867.72 1.91e-08 1.00e+00 1.38e-07 5.36e-24 2.88e-35 
25698.86 2.01e-08 1.00e+00 5.55e-08 8.23e-24 3.90e-35 
26587.16 2.36e-08 1.00e+00 2.19e-08 1.49e-23 5.82e-35 
27637.54 3.10e-08 1.00e+00 7.31e-09 3.13e-23 1.03e-34 
28986.97 3.61e-08 1.00e+00 1.97e-09 9.96e-23 2.46e-34 
#TIME: 18.06 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 3.70e-22 1.90e-13 7.78e-06 1.00e+00 2.69e-15 
999.11 4.03e-22 2.05e-13 8.11e-06 1.00e+00 2.22e-15 
1267.34 4.07e-22 2.04e-13 8.10e-06 1.00e+00 2.35e-15 
1514.05 4.66e-22 2.26e-13 8.59e-06 1.00e+00 1.98e-15 
1808.80 4.03e-22 2.04e-13 8.18e-06 1.00e+00 2.11e-15 
1919.29 4.04e-22 2.08e-13 8.31e-06 1.00e+00 1.83e-15 
2160.92 3.66e-22 1.95e-13 8.05e-06 1.00e+00 1.97e-15 
2292.92 3.41e-22 1.92e-13 8.08e-06 1.00e+00 1.62e-15 
2432.98 2.98e-22 1.77e-13 7.81e-06 1.00e+00 1.62e-15 
2581.60 3.07e-22 1.89e-13 8.18e-06 1.00e+00 1.19e-15 
2739.29 2.86e-22 1.83e-13 8.10e-06 1.00e+00 1.13e-15 
2906.62 3.17e-22 2.09e-13 8.91e-06 1.00e+00 6.86e-16 
3084.17 3.04e-22 2.17e-13 9.30e-06 1.00e+00 4.42e-16 
3272.56 2.78e-22 2.20e-13 9.65e-06 1.00e+00 2.64e-16 
3472.46 2.81e-22 2.44e-13 1.06e-05 1.00e+00 1.22e-16 
3684.57 3.12e-22 2.95e-13 1.23e-05 1.00e+00 4.87e-17 
3909.64 3.12e-22 3.39e-13 1.39e-05 1.00e+00 1.68e-17 
4148.46 3.96e-22 4.51e-13 1.69e-05 1.00e+00 5.89e-18 
4401.86 6.99e-22 7.57e-13 2.32e-05 1.00e+00 1.71e-18 
4670.75 1.08e-21 1.17e-12 3.07e-05 1.00e+00 4.66e-19 
4956.05 1.23e-21 1.51e-12 3.73e-05 1.00e+00 1.42e-19 
5258.79 1.33e-21 1.87e-12 4.42e-05 1.00e+00 4.20e-20 
5580.02 2.04e-21 3.05e-12 6.13e-05 1.00e+00 1.38e-20 
5920.87 3.40e-21 5.37e-12 8.88e-05 1.00e+00 1.31e-20 
6282.54 5.94e-21 9.83e-12 1.32e-04 1.00e+00 1.82e-20 
6666.30 1.27e-20 2.11e-11 2.13e-04 1.00e+00 1.74e-20 
7073.50 3.35e-20 5.52e-11 3.89e-04 1.00e+00 1.06e-20 
7505.58 9.48e-20 1.59e-10 7.58e-04 9.99e-01 4.84e-21 
7964.05 3.90e-19 6.51e-10 1.83e-03 9.98e-01 1.53e-21 
8450.53 2.40e-18 3.84e-09 5.48e-03 9.95e-01 3.47e-22 
8966.72 1.93e-17 2.94e-08 1.92e-02 9.81e-01 6.65e-23 
9514.44 3.64e-16 4.83e-07 1.03e-01 8.97e-01 9.16e-24 
10095.62 1.20e-14 1.17e-05 5.44e-01 4.56e-01 6.86e-25 
10712.30 1.53e-13 1.06e-04 9.37e-01 6.25e-02 4.30e-26 
11366.65 1.14e-12 5.93e-04 9.94e-01 4.93e-03 3.32e-27 
12061.10 7.76e-12 3.13e-03 9.96e-01 3.76e-04 2.73e-28 
