#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.2 2.42 2.662 2.9282 3.22102 3.543122 3.897434 4.287178 4.715896 5.187485 5.706233 6.276857 6.904542 7.594996 8.354497 9.189946 10.10894 11.10894 12.10894 13.108941 14.108941 15.108941 16.108941 17.108941 18.108941 19.108941 20.108941 21.108941 22.108941 23.108941 24.108941 25.108941 26.108941 27.108941 28.108941 29.108941 30.108941 31.108941 32.108941 33.108941 34.108941 35.108941 36.108941 37.108941 38.108941 39.108941 40.108941 41.108941 42.108941 43.108941 44.108941 45.108941 46.108941 47.108941 48.108941 49.108941 50.108941 51.108941 52.108941 53.108941 54.108941 55.108941 56.108941 57.108941 58.108941 59.108941 60.108941 61.108941 62.108941 63.108941 64.108941 65.108941 66.108941 67.108941 68.108941 69.108941 70.108941 71.108941 72.108941 73.108941 74.108941 75.108941 76.108941 77.108941 78.108941 79.108941 80.108941 81.108941 82.108941 83.108941 84.108941 85.108941 86.108941 87.108941 88.108941 89.108941 90.108941 91.108941 92.108941 93.108941 94.108941 95.108941 96.108941 97.108935 98.108935 99.108935 100.108935 101.108935 102.108935 103.108935 104.108935 105.108935 106.108935 107.108935 108.108935 109.108935 110.108935 111.108935 112.108935 113.108935 114.108935 115.108935 116.108935 117.108935 118.108935 119.108935 120.108935 121.108935 122.108935 123.108935 124.108935 125.108935 126.108935 127.108935 128.108935 129.108935 130.108935 131.108935 132.108935 133.108935 134.108935 135.108935 136.108935 137.108935 138.108935 139.108935 140.108935 141.108935 142.108935 143.108935 144.108935 145.108935 146.108935 147.108935 148.108935 149.108935 150.108935 151.108935 152.108935 153.108935 154.108935 155.108935 156.108935 157.108935 158.108935 159.108935 160.108935 161.108935 162.108935 163.108935 164.108935 165.108935 166.108935 167.108935 168.108935 169.108935 170.108935 171.108935 172.108935 173.108935 174.108935 175.108935 176.108935 177.108935 178.108935 179.108935 180.108935 181.108935 182.108935 183.108935 184.108935 185.108935 186.108935 187.108935 188.108935 189.108935 190.108935 191.108935 192.108935 193.108935 194.108935 195.108935 196.108935 197.108935 198.108935 199.108935 200.108935 201.108935 202.108935 203.108935 204.108935 205.108935 206.108935 207.108935 208.108935 209.108935 210.108935 211.108935 212.108935 213.108935 214.108935 215.108935 216.108935 217.108935 218.108935 219.108935 220.108935 221.108935 222.108935 223.108935 224.108935 225.108935 226.108935 227.108935 228.108935 229.108935 230.108935 231.108935 232.108935 233.108935 234.108935 235.108935 236.108935 237.108935 238.108935 239.108935 240.108935 241.108935 242.108935 243.108935 244.108935 245.108935 246.108935 247.108935 248.108935 249.108935 250.108935
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
1.275e+04 1.175576e-02 9.882442e-01 1.462765e-08 1.269514e-33 1.046759e-78 2.234798e-146
1.325e+04 1.006061e-02 9.899394e-01 1.715099e-08 1.742300e-33 1.681522e-78 4.202083e-146
1.375e+04 8.611923e-03 9.913881e-01 2.009480e-08 2.388232e-33 2.696593e-78 7.883821e-146
1.425e+04 7.372952e-03 9.926270e-01 2.353029e-08 3.270553e-33 4.318783e-78 1.476671e-145
1.475e+04 6.312966e-03 9.936870e-01 2.753989e-08 4.475358e-33 6.909384e-78 2.762061e-145
1.525e+04 5.405554e-03 9.945944e-01 3.222168e-08 6.120731e-33 1.104599e-77 5.161644e-145
1.575e+04 4.627904e-03 9.953721e-01 3.769493e-08 8.370153e-33 1.765753e-77 9.645145e-145
1.625e+04 3.961350e-03 9.960386e-01 4.409665e-08 1.144690e-32 2.823035e-77 1.802715e-144
1.675e+04 3.389458e-03 9.966105e-01 5.159612e-08 1.566252e-32 4.517022e-77 3.373069e-144
1.725e+04 2.898783e-03 9.971012e-01 6.038918e-08 2.144529e-32 7.235206e-77 6.320511e-144
1.775e+04 2.477589e-03 9.975223e-01 7.071515e-08 2.939376e-32 1.160764e-76 1.186903e-143
1.825e+04 2.116107e-03 9.978838e-01 8.285500e-08 4.033763e-32 1.865727e-76 2.234437e-143
1.875e+04 1.805903e-03 9.981940e-01 9.714755e-08 5.543725e-32 3.005505e-76 4.219060e-143
1.925e+04 1.539930e-03 9.984600e-01 1.139874e-07 7.630202e-32 4.852452e-76 7.990406e-143
1.975e+04 1.311977e-03 9.986879e-01 1.338535e-07 1.051919e-31 7.853827e-76 1.518317e-142
2.025e+04 1.116781e-03 9.988831e-01 1.573105e-07 1.452626e-31 1.274372e-75 2.894814e-142
2.075e+04 9.498275e-04 9.990500e-01 1.850232e-07 2.009176e-31 2.072792e-75 5.537020e-142
2.125e+04 8.071726e-04 9.991926e-01 2.177852e-07 2.783304e-31 3.379394e-75 1.062428e-141
2.175e+04 6.854049e-04 9.993143e-01 2.565391e-07 3.861515e-31 5.522149e-75 2.044753e-141
2.225e+04 5.816109e-04 9.994181e-01 3.023837e-07 5.364415e-31 9.041332e-75 3.945707e-141
2.275e+04 4.932164e-04 9.995064e-01 3.566401e-07 7.461525e-31 1.483102e-74 7.633031e-141
2.325e+04 4.180274e-04 9.995816e-01 4.208508e-07 1.038941e-30 2.436688e-74 1.479760e-140
2.375e+04 3.541322e-04 9.996454e-01 4.968474e-07 1.447948e-30 4.008934e-74 2.874004e-140
2.425e+04 2.998723e-04 9.996995e-01 5.868121e-07 2.019675e-30 6.604046e-74 5.591406e-140
2.475e+04 2.538279e-04 9.997455e-01 6.933236e-07 2.819262e-30 1.089133e-73 1.089454e-139
2.525e+04 2.147783e-04 9.997844e-01 8.194429e-07 3.938075e-30 1.798023e-73 2.125637e-139
2.575e+04 1.817004e-04 9.998173e-01 9.686837e-07 5.502958e-30 2.970000e-73 4.150488e-139
2.625e+04 1.536693e-04 9.998452e-01 1.145446e-06 7.694311e-30 4.910330e-73 8.113983e-139
2.675e+04 1.299290e-04 9.998687e-01 1.354804e-06 1.076373e-29 8.124471e-73 1.587852e-138
2.725e+04 1.098278e-04 9.998886e-01 1.602830e-06 1.506524e-29 1.345274e-72 3.110482e-138
2.775e+04 9.281201e-05 9.999053e-01 1.896749e-06 2.109667e-29 2.229277e-72 6.099533e-138
2.825e+04 7.841299e-05 9.999193e-01 2.245114e-06 2.955729e-29 3.696894e-72 1.197269e-137
2.875e+04 6.622959e-05 9.999311e-01 2.658181e-06 4.143352e-29 6.135716e-72 2.352670e-137
2.925e+04 5.592196e-05 9.999409e-01 3.148203e-06 5.811711e-29 1.019275e-71 4.628722e-137
2.975e+04 4.720498e-05 9.999491e-01 3.729618e-06 8.156499e-29 1.694686e-71 9.117108e-137
3.025e+04 3.983697e-05 9.999557e-01 4.419485e-06 1.145290e-28 2.819716e-71 1.797536e-136
3.075e+04 3.360803e-05 9.999612e-01 5.238654e-06 1.609197e-28 4.696179e-71 3.548645e-136
3.125e+04 2.834520e-05 9.999654e-01 6.211363e-06 2.262256e-28 7.827852e-71 7.013356e-136
3.175e+04 2.390046e-05 9.999687e-01 7.366530e-06 3.181943e-28 1.305774e-70 1.387477e-135
3.225e+04 2.014855e-05 9.999711e-01 8.738311e-06 4.477344e-28 2.179513e-70 2.747140e-135
3.275e+04 1.698124e-05 9.999727e-01 1.036820e-05 6.303351e-28 3.640706e-70 5.444804e-135
3.325e+04 1.430866e-05 9.999734e-01 1.230480e-05 8.877962e-28 6.085527e-70 1.080104e-134
3.375e+04 1.205451e-05 9.999733e-01 1.460575e-05 1.250870e-27 1.017762e-69 2.144189e-134
3.425e+04 1.015372e-05 9.999725e-01 1.733993e-05 1.763029e-27 1.703012e-69 4.259496e-134
3.475e+04 8.551200e-06 9.999709e-01 2.058942e-05 2.485728e-27 2.851080e-69 8.467348e-134
3.525e+04 7.200695e-06 9.999683e-01 2.445088e-05 3.505547e-27 4.774886e-69 1.684041e-133
3.575e+04 6.062992e-06 9.999649e-01 2.903882e-05 4.944541e-27 7.998695e-69 3.350385e-133
3.625e+04 5.104272e-06 9.999604e-01 3.449278e-05 6.976322e-27 1.340513e-68 6.669567e-133
3.675e+04 4.296862e-06 9.999547e-01 4.097375e-05 9.844283e-27 2.247028e-68 1.328052e-132
3.725e+04 3.617100e-06 9.999477e-01 4.867326e-05 1.389174e-26 3.766766e-68 2.644619e-132
3.775e+04 3.044510e-06 9.999391e-01 5.782640e-05 1.960793e-26 6.316598e-68 5.268866e-132
3.825e+04 2.562494e-06 9.999287e-01 6.870237e-05 2.767752e-26 1.059324e-67 1.049815e-131
3.875e+04 2.156620e-06 9.999162e-01 8.163003e-05 3.907412e-26 1.776947e-67 2.092388e-131
3.925e+04 1.815020e-06 9.999012e-01 9.699051e-05 5.516382e-26 2.980750e-67 4.170413e-131
3.975e+04 1.527491e-06 9.998832e-01 1.152435e-04 7.788190e-26 5.000376e-67 8.312874e-131
4.025e+04 1.285490e-06 9.998618e-01 1.369329e-04 1.099584e-25 8.388706e-67 1.657082e-130
#TIME: 2.420000
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
2.500e+02 4.201636e-40 1.217617e-30 1.317392e-21 3.623377e-13 1.953216e-05 9.999805e-01
7.500e+02 2.673613e-39 6.600298e-30 5.529429e-21 1.052805e-12 3.449369e-05 9.999655e-01
1.250e+03 4.043826e-39 1.018967e-29 8.328961e-21 1.468622e-12 4.178638e-05 9.999582e-01
1.750e+03 6.753935e-39 1.723176e-29 1.358304e-20 2.183911e-12 5.268423e-05 9.999473e-01
2.250e+03 1.164601e-38 3.005233e-29 2.280802e-20 3.337378e-12 6.776462e-05 9.999322e-01
2.750e+03 1.870979e-38 4.933025e-29 3.653724e-20 4.950667e-12 8.608806e-05 9.999139e-01
3.250e+03 3.187376e-38 8.547070e-29 6.143891e-20 7.655464e-12 1.123075e-04 9.998877e-01
3.750e+03 5.670757e-38 1.542228e-28 1.072756e-19 1.224512e-11 1.497435e-04 9.998503e-01
4.250e+03 1.106346e-37 3.027443e-28 2.018825e-19 2.085187e-11 2.073287e-04 9.997927e-01
4.750e+03 2.215822e-37 6.097145e-28 3.899352e-19 3.642743e-11 2.917377e-04 9.997083e-01
5.250e+03 4.615752e-37 1.274751e-27 7.810569e-19 6.580172e-11 4.188399e-04 9.995812e-01
5.750e+03 1.019309e-36 2.814752e-27 1.647021e-18 1.243277e-10 6.172293e-04 9.993828e-01
6.250e+03 2.434343e-36 6.684362e-27 3.715910e-18 2.488091e-10 9.399353e-04 9.990601e-01
6.750e+03 8.432159e-36 2.220490e-26 1.124371e-17 6.290022e-10 1.633964e-03 9.983660e-01
7.250e+03 6.900647e-35 1.586718e-25 6.582390e-17 2.662910e-09 3.790202e-03 9.962098e-01
7.750e+03 1.316516e-33 2.419020e-24 7.468245e-16 1.891918e-08 1.169883e-02 9.883012e-01
8.250e+03 7.160220e-32 9.577133e-23 1.985958e-14 2.621932e-07 5.172350e-02 9.482762e-01
8.750e+03 1.105234e-29 9.910452e-21 1.254205e-12 6.881522e-06 2.933824e-01 7.066107e-01
9.250e+03 2.266922e-27 1.259936e-18 8.746720e-11 1.490256e-04 8.536188e-01 1.462322e-01
9.750e+03 7.020088e-25 2.193285e-16 7.029632e-09 2.441916e-03 9.922669e-01 5.291196e-03
1.025e+04 9.008771e-22 1.491534e-13 1.756545e-06 7.250226e-02 9.274437e-01 5.231542e-05
1.075e+04 1.812181e-18 1.496351e-10 4.326112e-04 9.005410e-01 9.902633e-02 1.019107e-08
1.125e+04 1.064601e-15 4.590734e-08 2.200472e-02 9.777521e-01 2.431204e-04 6.914122e-15
1.175e+04 2.162240e-12 3.503284e-05 9.065175e-01 9.344750e-02 1.749510e-09 1.233154e-25
1.225e+04 1.239189e-08 1.788650e-02 9.821130e-01 4.728485e-07 4.990999e-23 1.725547e-50
1.275e+04 4.517148e-07 2.197726e-01 7.802269e-01 1.480731e-09 2.751301e-29 6.047156e-62
1.325e+04 3.039690e-06 6.891663e-01 3.108307e-01 8.066668e-12 1.696018e-34 2.920552e-71
1.375e+04 8.865815e-06 9.440998e-01 5.589135e-02 2.109478e-14 5.450956e-40 8.150087e-81
1.425e+04 2.548190e-05 9.947966e-01 5.177946e-03 1.451493e-17 1.715976e-46 5.905598e-92
1.475e+04 5.670332e-05 9.991850e-01 7.583283e-04 4.380666e-20 1.165835e-51 8.406085e-101
1.525e+04 1.668798e-04 9.997736e-01 5.948488e-05 2.130401e-23 1.973545e-58 2.260783e-112
1.575e+04 4.435201e-04 9.995508e-01 5.640019e-06 1.778409e-26 9.695767e-65 3.601593e-123
1.625e+04 6.206642e-04 9.993772e-01 2.177539e-06 9.195229e-28 2.007121e-67 8.189653e-128
1.675e+04 5.494187e-04 9.994483e-01 2.331076e-06 9.603502e-28 1.839765e-67 5.882435e-128
1.725e+04 6.490956e-04 9.993496e-01 1.309445e-06 1.498451e-28 3.569189e-69 5.999286e-131
1.775e+04 9.514842e-04 9.990481e-01 4.512480e-07 5.519004e-30 3.688201e-72 4.153110e-136
1.825e+04 5.087866e-04 9.994897e-01 1.499846e-06 1.632622e-28 2.992686e-69 3.085176e-131
1.875e+04 1.198299e-03 9.988015e-01 1.768762e-07 2.532847e-31 4.977239e-75 3.754139e-141
1.925e+04 2.461165e-03 9.975388e-01 2.715328e-08 8.349747e-34 3.702672e-80 5.650889e-150
1.975e+04 9.750073e-04 9.990248e-01 1.871926e-07 2.194285e-31 2.631701e-75 8.847621e-142
2.025e+04 7.708884e-04 9.992289e-01 2.594868e-07 4.928038e-31 1.144862e-74 9.026773e-141
2.075e+04 7.079540e-04 9.992918e-01 2.559933e-07 4.049669e-31 6.458033e-75 2.841338e-141
2.125e+04 3.553070e-04 9.996437e-01 9.795042e-07 1.809422e-29 1.207451e-71 8.717370e-136
2.175e+04 3.556455e-04 9.996436e-01 7.962886e-07 8.400097e-30 2.137678e-72 3.819838e-137
2.225e+04 1.718267e-04 9.998249e-01 3.272559e-06 4.594999e-28 5.963259e-69 2.289463e-131
2.275e+04 1.401979e-04 9.998556e-01 4.186540e-06 8.093063e-28 1.572586e-68 9.889889e-131
2.325e+04 1.433833e-04 9.998534e-01 3.248668e-06 3.277766e-28 2.113158e-69 2.714393e-132
2.375e+04 2.396303e-04 9.997595e-01 8.460403e-07 5.347813e-30 4.236273e-73 1.168787e-138
2.425e+04 2.175995e-04 9.997815e-01 8.543321e-07 4.700915e-30 2.735432e-73 4.622497e-139
2.475e+04 2.058224e-04 9.997934e-01 7.876442e-07 3.161154e-30 1.026237e-73 7.261829e-140
2.525e+04 9.315844e-05 9.999031e-01 3.726878e-06 2.605745e-28 6.543809e-70 1.767078e-133
2.575e+04 6.679340e-05 9.999269e-01 6.331376e-06 1.054491e-27 9.283162e-69 1.329032e-131
2.625e+04 1.119883e-04 9.998864e-01 1.647309e-06 1.724122e-29 1.879052e-72 5.849691e-138
2.675e+04 5.276287e-05 9.999402e-01 7.079252e-06 1.065519e-27 6.646327e-69 5.195839e-132
2.725e+04 5.987689e-05 9.999358e-01 4.370677e-06 2.207839e-28 2.302499e-70 1.427148e-134
2.775e+04 7.022120e-05 9.999273e-01 2.506068e-06 3.680235e-29 5.130591e-72 1.850465e-137
2.825e+04 2.911666e-05 9.999567e-01 1.417295e-05 5.066204e-27 9.122918e-68 2.537551e-130
2.875e+04 1.183223e-04 9.998812e-01 5.219118e-07 2.668127e-31 1.670270e-76 3.020720e-145
2.925e+04 2.784658e-05 9.999617e-01 1.040934e-05 1.491732e-27 5.390842e-69 1.434434e-132
2.975e+04 2.880126e-05 9.999633e-01 7.887728e-06 5.643055e-28 6.317245e-70 3.124054e-134
3.025e+04 2.740110e-05 9.999654e-01 7.178002e-06 3.651598e-28 2.192151e-70 4.297787e-135
3.075e+04 1.037039e-04 9.998960e-01 3.068871e-07 2.980011e-32 9.705584e-79 2.283717e-149
3.125e+04 2.630496e-05 9.999685e-01 5.221514e-06 1.045543e-28 1.223508e-71 2.203682e-137
3.175e+04 1.064855e-04 9.998933e-01 1.913069e-07 5.419219e-33 2.155419e-80 2.439080e-152
3.225e+04 4.163984e-05 9.999571e-01 1.258092e-06 1.170674e-30 9.669210e-76 1.635029e-144
3.275e+04 4.350059e-06 9.998516e-01 1.440932e-04 1.073208e-24 9.139559e-64 2.891759e-124
3.325e+04 1.115406e-05 9.999737e-01 1.514674e-05 1.253561e-27 9.091622e-70 1.565920e-134
3.375e+04 4.654498e-06 9.999123e-01 8.304348e-05 1.554994e-25 1.290522e-65 1.442394e-127
3.425e+04 6.084488e-06 9.999561e-01 3.785654e-05 1.331007e-26 7.523739e-68 1.934006e-131
3.475e+04 1.473714e-05 9.999808e-01 4.462326e-06 2.170406e-29 1.461170e-73 3.240087e-141
3.525e+04 7.307162e-05 9.999268e-01 1.040081e-07 2.999156e-34 1.775600e-83 3.822062e-158
3.575e+04 3.318066e-05 9.999663e-01 4.919168e-07 2.457187e-32 1.118113e-79 9.111035e-152
3.625e+04 5.342364e-06 9.999724e-01 2.230674e-05 1.496961e-27 4.446882e-70 1.510178e-135
3.675e+04 1.894203e-05 9.999799e-01 1.128832e-06 2.048111e-31 5.732773e-78 5.049435e-149
3.725e+04 9.083503e-06 9.999863e-01 4.642556e-06 1.101178e-29 1.517354e-74 2.719284e-143
3.775e+04 3.807327e-06 9.999708e-01 2.537246e-05 1.352925e-27 2.117885e-70 2.441992e-136
3.825e+04 7.623145e-06 9.999878e-01 4.528752e-06 7.451320e-30 4.818370e-75 2.667266e-144
3.875e+04 6.677868e-05 9.999332e-01 2.962173e-08 2.486801e-36 3.120427e-88 8.628472e-167
3.925e+04 1.511667e-05 9.999842e-01 6.629614e-07 1.948310e-32 2.014883e-80 1.348483e-153
3.975e+04 2.555496e-04 9.997444e-01 9.244905e-10 6.713348e-41 1.176965e-97 5.507378e-183
4.025e+04 9.419698e-04 9.990580e-01 3.444231e-11 3.319582e-45 1.655525e-106 3.614006e-198
#TIME: 2.662000
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
2.500e+02 4.047558e-40 1.321712e-30 1.530389e-21 4.239031e-13 2.146675e-05 9.999785e-01
7.500e+02 2.822444e-39 7.799532e-30 6.930707e-21 1.315230e-12 3.976354e-05 9.999602e-01
1.250e+03 4.735216e-39 1.322433e-29 1.131891e-20 1.957946e-12 5.018891e-05 9.999498e-01
1.750e+03 7.864166e-39 2.230135e-29 1.848264e-20 2.931948e-12 6.386807e-05 9.999361e-01
2.250e+03 1.392445e-38 3.990786e-29 3.183011e-20 4.594575e-12 8.370284e-05 9.999163e-01
2.750e+03 2.261469e-38 6.628244e-29 5.168755e-20 6.926219e-12 1.076976e-04 9.998923e-01
3.250e+03 4.085189e-38 1.212590e-28 9.134826e-20 1.119000e-11 1.444636e-04 9.998555e-01
3.750e+03 7.662816e-38 2.298881e-28 1.670252e-19 1.865468e-11 1.976706e-04 9.998023e-01
4.250e+03 1.543816e-37 4.655559e-28 3.243082e-19 3.274392e-11 2.789445e-04 9.997211e-01
4.750e+03 3.208037e-37 9.714512e-28 6.488887e-19 5.913496e-11 4.004532e-04 9.995995e-01
5.250e+03 7.202298e-37 2.177684e-27 1.386976e-18 1.129857e-10 5.939259e-04 9.994061e-01
5.750e+03 1.604474e-36 4.859751e-27 2.968672e-18 2.171082e-10 8.836932e-04 9.991163e-01
6.250e+03 4.095455e-36 1.228789e-26 7.113039e-18 4.576119e-10 1.385489e-03 9.986145e-01
6.750e+03 1.486419e-35 4.272778e-26 2.256048e-17 1.206105e-09 2.463950e-03 9.975360e-01
7.250e+03 1.260674e-34 3.169155e-25 1.378097e-16 5.303439e-09 5.828816e-03 9.941712e-01
7.750e+03 2.912891e-33 5.785251e-24 1.853319e-15 4.320723e-08 1.936201e-02 9.806380e-01
8.250e+03 1.983028e-31 2.834874e-22 6.032303e-14 6.993428e-07 9.189009e-02 9.081092e-01
8.750e+03 3.173804e-29 3.039389e-20 3.929697e-12 1.795046e-05 4.646969e-01 5.352851e-01
9.250e+03 6.734056e-27 3.868007e-18 2.606642e-10 3.257123e-04 9.390798e-01 6.059451e-02
9.750e+03 2.126749e-24 7.016972e-16 2.163502e-08 5.218464e-03 9.929752e-01 1.806332e-03
1.025e+04 1.940468e-21 3.578002e-13 4.184450e-06 1.280677e-01 8.719084e-01 1.973834e-05
1.075e+04 1.442711e-18 1.458343e-10 4.715826e-04 9.211922e-01 7.833625e-02 5.229934e-09
1.125e+04 4.003786e-16 2.327489e-08 1.540599e-02 9.842263e-01 3.676963e-04 1.639169e-14
1.175e+04 2.952027e-13 8.095386e-06 5.965648e-01 4.034270e-01 1.230008e-07 3.556025e-22
1.225e+04 2.424218e-11 2.473390e-04 9.980623e-01 1.690390e-03 4.446668e-14 3.459660e-34
1.275e+04 2.036023e-10 1.181000e-03 9.987497e-01 6.925554e-05 1.241732e-17 1.000234e-40
1.325e+04 4.334308e-09 1.095748e-02 9.890418e-01 7.037155e-07 9.756012e-23 3.907162e-50
1.375e+04 8.653529e-08 9.246027e-02 9.075396e-01 7.053230e-09 8.315280e-28 1.852901e-59
1.425e+04 6.352679e-07 3.573573e-01 6.426420e-01 1.503244e-10 7.100457e-32 7.312006e-67
1.475e+04 2.240342e-06 7.261881e-01 2.738097e-01 2.356030e-12 5.820349e-36 3.871499e-74
1.525e+04 5.032408e-06 9.277255e-01 7.226950e-02 2.233343e-14 2.769758e-40 1.120677e-81
1.575e+04 9.536509e-06 9.832643e-01 1.672619e-02 2.216084e-16 1.878561e-44 7.248733e-89
1.625e+04 1.626967e-05 9.955674e-01 4.416304e-03 3.672962e-18 3.906195e-48 3.363204e-95
1.675e+04 3.429584e-05 9.992391e-01 7.266072e-04 1.564296e-20 5.318235e-53 1.554441e-103
1.725e+04 4.674647e-05 9.996487e-01 3.045144e-04 1.041388e-21 1.870444e-55 8.874881e-108
1.775e+04 1.272203e-04 9.998446e-01 2.816929e-05 8.231813e-25 8.414277e-62 1.246554e-118
1.825e+04 2.127635e-04 9.997798e-01 7.420563e-06 1.392698e-26 1.830052e-65 6.221357e-125
1.875e+04 3.055942e-04 9.996917e-01 2.714218e-06 6.164241e-28 2.773991e-68 8.356728e-130
1.925e+04 4.654302e-04 9.995337e-01 8.662225e-07 1.821747e-29 1.847018e-71 2.759488e-135
1.975e+04 5.635897e-04 9.994360e-01 4.594151e-07 2.400467e-30 2.540765e-73 1.566223e-138
