#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.2 2.42 2.662 2.9282 3.22102 3.543122 3.897434 4.287178 4.715896 5.187485 5.706233 6.276857 6.904542 7.594996 8.354497 9.189946 10.10894 11.10894 12.10894 13.108941 14.108941 15.108941 16.108941 17.108941 18.108941 19.108941 20.108941 21.108941 22.108941 23.108941 24.108941 25.108941 26.108941 27.108941 28.108941 29.108941 30.108941 31.108941 32.108941 33.108941 34.108941 35.108941 36.108941 37.108941 38.108941 39.108941 40.108941 41.108941 42.108941 43.108941 44.108941 45.108941 46.108941 47.108941 48.108941 49.108941 50.108941 51.108941 52.108941 53.108941 54.108941 55.108941 56.108941 57.108941 58.108941 59.108941 60.108941 61.108941 62.108941 63.108941 64.108941 65.108941 66.108941 67.108941 68.108941 69.108941 70.108941 71.108941 72.108941 73.108941 74.108941 75.108941 76.108941 77.108941 78.108941 79.108941 80.108941 81.108941 82.108941 83.108941 84.108941 85.108941 86.108941 87.108941 88.108941 89.108941 90.108941 91.108941 92.108941 93.108941 94.108941 95.108941 96.108941 97.108935 98.108935 99.108935 100.108935 101.108935 102.108935 103.108935 104.108935 105.108935 106.108935 107.108935 108.108935 109.108935 110.108935 111.108935 112.108935 113.108935 114.108935 115.108935 116.108935 117.108935 118.108935 119.108935 120.108935 121.108935 122.108935 123.108935 124.108935 125.108935 126.108935 127.108935 128.108935 129.108935 130.108935 131.108935 132.108935 133.108935 134.108935 135.108935 136.108935 137.108935 138.108935 139.108935 140.108935 141.108935 142.108935 143.108935 144.108935 145.108935 146.108935 147.108935 148.108935 149.108935 150.108935 151.108935 152.108935 153.108935 154.108935 155.108935 156.108935 157.108935 158.108935 159.108935 160.108935 161.108935 162.108935 163.108935 164.108935 165.108935 166.108935 167.108935 168.108935 169.108935 170.108935 171.108935 172.108935 173.108935 174.108935 175.108935 176.108935 177.108935 178.108935 179.108935 180.108935 181.108935 182.108935 183.108935 184.108935 185.108935 186.108935 187.108935 188.108935 189.108935 190.108935 191.108935 192.108935 193.108935 194.108935 195.108935 196.108935 197.108935 198.108935 199.108935 200.108935 201.108935 202.108935 203.108935 204.108935 205.108935 206.108935 207.108935 208.108935 209.108935 210.108935 211.108935 212.108935 213.108935 214.108935 215.108935 216.108935 217.108935 218.108935 219.108935 220.108935 221.108935 222.108935 223.108935 224.108935 225.108935 226.108935 227.108935 228.108935 229.108935 230.108935 231.108935 232.108935 233.108935 234.108935 235.108935 236.108935 237.108935 238.108935 239.108935 240.108935 241.108935 242.108935 243.108935 244.108935 245.108935 246.108935 247.108935 248.108935 249.108935 250.108935
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] s0 s1 s2 s3 s4 s5
1.225e+04 2.317952e-04 9.996111e-01 1.571369e-04 6.989446e-16 2.022841e-35 6.935406e-70
1.275e+04 7.483751e-01 2.516249e-01 2.859376e-14 3.129943e-39 3.128305e-77 4.199362e-140
1.325e+04 7.175894e-01 2.824106e-01 3.756375e-14 4.812877e-39 5.630513e-77 8.846933e-140
1.375e+04 6.847296e-01 3.152704e-01 4.906034e-14 7.354033e-39 1.006533e-76 1.850257e-139
1.425e+04 6.499944e-01 3.500056e-01 6.369765e-14 1.116657e-38 1.787406e-76 3.842629e-139
1.475e+04 6.136627e-01 3.863373e-01 8.220279e-14 1.684823e-38 3.153039e-76 7.925123e-139
1.525e+04 5.760658e-01 4.239342e-01 1.054406e-13 2.526186e-38 5.526244e-76 1.623664e-138
1.575e+04 5.375638e-01 4.624362e-01 1.344487e-13 3.765384e-38 9.628736e-76 3.306974e-138
1.625e+04 4.985876e-01 5.014124e-01 1.704244e-13 5.579771e-38 1.668047e-75 6.697330e-138
1.675e+04 4.595540e-01 5.404460e-01 2.148084e-13 8.224283e-38 2.875095e-75 1.349919e-137
1.725e+04 4.209171e-01 5.790829e-01 2.692576e-13 1.205988e-37 4.932027e-75 2.709003e-137
1.775e+04 3.830938e-01 6.169062e-01 3.357502e-13 1.760197e-37 8.425846e-75 5.417106e-137
1.825e+04 3.464893e-01 6.535107e-01 4.165804e-13 2.557953e-37 1.434148e-74 1.079933e-136
1.875e+04 3.114530e-01 6.885470e-01 5.144674e-13 3.702796e-37 2.433376e-74 2.147782e-136
1.925e+04 2.782968e-01 7.217032e-01 6.325461e-13 5.340397e-37 4.116824e-74 4.262384e-136
1.975e+04 2.472459e-01 7.527541e-01 7.745695e-13 7.677421e-37 6.948287e-74 8.445817e-136
2.025e+04 2.184647e-01 7.815353e-01 9.449289e-13 1.100519e-36 1.170316e-73 1.671515e-135
2.075e+04 1.920525e-01 8.079475e-01 1.148760e-12 1.573343e-36 1.967546e-73 3.304667e-135
2.125e+04 1.680356e-01 8.319644e-01 1.392167e-12 2.244015e-36 3.302687e-73 6.528459e-135
2.175e+04 1.463821e-01 8.536179e-01 1.682373e-12 3.193954e-36 5.536593e-73 1.289015e-134
2.225e+04 1.270192e-01 8.729808e-01 2.027791e-12 4.537215e-36 9.269642e-73 2.543537e-134
2.275e+04 1.098262e-01 8.901738e-01 2.438522e-12 6.434671e-36 1.550363e-72 5.016975e-134
2.325e+04 9.466218e-02 9.053378e-01 2.926361e-12 9.111566e-36 2.590392e-72 9.890983e-134
2.375e+04 8.136571e-02 9.186343e-01 3.505315e-12 1.288425e-35 4.324129e-72 1.949125e-133
2.425e+04 6.976519e-02 9.302348e-01 4.192079e-12 1.819760e-35 7.212839e-72 3.839723e-133
2.475e+04 5.968983e-02 9.403102e-01 5.006394e-12 2.567596e-35 1.202363e-71 7.562167e-133
2.525e+04 5.097320e-02 9.490268e-01 5.971703e-12 3.619642e-35 2.003275e-71 1.489076e-132
2.575e+04 4.346267e-02 9.565373e-01 7.114929e-12 5.097849e-35 3.335115e-71 2.930462e-132
2.625e+04 3.700479e-02 9.629952e-01 8.469806e-12 7.175805e-35 5.551050e-71 5.767415e-132
2.675e+04 3.146710e-02 9.685329e-01 1.007523e-11 1.009587e-34 9.237183e-71 1.135108e-131
2.725e+04 2.672847e-02 9.732715e-01 1.197780e-11 1.419933e-34 1.536973e-70 2.234426e-131
2.775e+04 2.268094e-02 9.773191e-01 1.423295e-11 1.996646e-34 2.557494e-70 4.399768e-131
2.825e+04 1.922958e-02 9.807704e-01 1.690628e-11 2.807221e-34 4.256106e-70 8.666621e-131
2.875e+04 1.629027e-02 9.837097e-01 2.007653e-11 3.946920e-34 7.084924e-70 1.708102e-130
2.925e+04 1.378977e-02 9.862102e-01 2.383775e-11 5.550201e-34 1.179939e-69 3.369085e-130
2.975e+04 1.166523e-02 9.883348e-01 2.830075e-11 7.806197e-34 1.966023e-69 6.650266e-130
3.025e+04 9.862351e-03 9.901376e-01 3.359648e-11 1.098095e-33 3.277127e-69 1.313555e-129
3.075e+04 8.333070e-03 9.916669e-01 3.988501e-11 1.545259e-33 5.466388e-69 2.597174e-129
3.125e+04 7.037312e-03 9.929627e-01 4.735242e-11 2.175200e-33 9.123544e-69 5.139602e-129
3.175e+04 5.940345e-03 9.940597e-01 5.622071e-11 3.062866e-33 1.523586e-68 1.017906e-128
3.225e+04 5.012488e-03 9.949875e-01 6.675211e-11 4.313801e-33 2.545439e-68 2.017282e-128
3.275e+04 4.227859e-03 9.957721e-01 7.926519e-11 6.077890e-33 4.255304e-68 4.001380e-128
3.325e+04 3.564830e-03 9.964352e-01 9.413310e-11 8.566105e-33 7.117572e-68 7.942950e-128
3.375e+04 3.004924e-03 9.969951e-01 1.117984e-10 1.207609e-32 1.191034e-67 1.577696e-127
3.425e+04 2.532301e-03 9.974677e-01 1.327900e-10 1.702863e-32 1.993891e-67 3.135629e-127
3.475e+04 2.133494e-03 9.978665e-01 1.577381e-10 2.401863e-32 3.339393e-67 6.235743e-127
3.525e+04 1.797158e-03 9.982028e-01 1.873848e-10 3.388425e-32 5.594594e-67 1.240626e-126
3.575e+04 1.513644e-03 9.984864e-01 2.226095e-10 4.780716e-32 9.374532e-67 2.468924e-126
3.625e+04 1.274608e-03 9.987254e-01 2.644836e-10 6.746823e-32 1.571474e-66 4.916054e-126
3.675e+04 1.073208e-03 9.989268e-01 3.142436e-10 9.522411e-32 2.634722e-66 9.790937e-126
3.725e+04 9.035871e-04 9.990964e-01 3.733601e-10 1.343990e-31 4.417451e-66 1.950064e-125
3.775e+04 7.606637e-04 9.992393e-01 4.436387e-10 1.897305e-31 7.408874e-66 3.885696e-125
3.825e+04 6.403169e-04 9.993597e-01 5.271471e-10 2.678487e-31 1.242667e-65 7.743216e-125
3.875e+04 5.389585e-04 9.994610e-01 6.264112e-10 3.781821e-31 2.084730e-65 1.543477e-124
3.925e+04 4.536350e-04 9.995464e-01 7.443590e-10 5.339612e-31 3.497393e-65 3.076668e-124
3.975e+04 3.818060e-04 9.996182e-01 8.845220e-10 7.539298e-31 5.867601e-65 6.133265e-124
4.025e+04 3.213427e-04 9.996787e-01 1.051079e-09 1.064531e-30 9.844383e-65 1.222701e-123
#TIME: 2.420000
#NVEL: 81
#vel_mid[km/s] s0 s1 s2 s3 s4 s5
2.500e+02 9.297972e-41 1.864383e-31 1.131850e-22 1.001553e-13 7.370940e-07 9.999993e-01
7.500e+02 5.490562e-40 8.961189e-31 4.091974e-22 2.153879e-13 1.145072e-06 9.999989e-01
1.250e+03 8.005615e-40 1.304549e-30 5.734003e-22 2.584423e-13 1.306514e-06 9.999987e-01
1.750e+03 1.283732e-39 2.067239e-30 8.636988e-22 3.245315e-13 1.544641e-06 9.999985e-01
2.250e+03 2.121551e-39 3.369859e-30 1.336433e-21 4.152776e-13 1.862397e-06 9.999981e-01
2.750e+03 3.271684e-39 5.184528e-30 1.981004e-21 5.189983e-13 2.227998e-06 9.999978e-01
3.250e+03 5.337515e-39 8.390889e-30 3.072893e-21 6.699884e-13 2.733716e-06 9.999973e-01
3.750e+03 9.076753e-39 1.410674e-29 4.940338e-21 8.894435e-13 3.426935e-06 9.999966e-01
4.250e+03 1.686799e-38 2.567581e-29 8.524373e-21 1.244139e-12 4.450948e-06 9.999955e-01
4.750e+03 3.213653e-38 4.787466e-29 1.509564e-20 1.786300e-12 5.879366e-06 9.999941e-01
5.250e+03 6.356615e-38 9.248589e-29 2.771214e-20 2.655473e-12 7.925828e-06 9.999921e-01
5.750e+03 1.329781e-37 1.881876e-28 5.350678e-20 4.136845e-12 1.096409e-05 9.999890e-01
6.250e+03 2.999429e-37 4.104168e-28 1.103724e-19 6.844096e-12 1.566050e-05 9.999843e-01
6.750e+03 9.693725e-37 1.231651e-27 3.009754e-19 1.400368e-11 2.527872e-05 9.999747e-01
7.250e+03 7.225163e-36 7.698722e-27 1.543089e-18 4.603270e-11 5.337619e-05 9.999466e-01
7.750e+03 1.230637e-34 1.002779e-25 1.505234e-17 2.506103e-10 1.483683e-04 9.998516e-01
8.250e+03 5.949514e-33 3.379847e-24 3.439461e-16 2.682744e-09 5.983510e-04 9.994016e-01
8.750e+03 9.960902e-31 3.688076e-22 2.286386e-14 6.713313e-08 3.895217e-03 9.961047e-01
9.250e+03 7.220432e-28 1.682921e-19 5.438970e-12 4.519717e-06 4.449046e-02 9.555050e-01
9.750e+03 2.019750e-24 2.905491e-16 3.694604e-09 5.775709e-04 5.569504e-01 4.424720e-01
1.025e+04 3.703118e-21 3.369499e-13 1.144897e-06 2.023618e-02 9.700451e-01 9.717601e-03
1.075e+04 2.233308e-17 1.229725e-09 6.196130e-04 5.537834e-01 4.455871e-01 9.907029e-06
1.125e+04 3.636447e-14 1.062081e-06 4.657564e-02 9.491995e-01 4.223791e-03 3.297198e-11
1.175e+04 1.500426e-10 1.037613e-03 9.473406e-01 5.162176e-02 6.886410e-08 2.016174e-21
1.225e+04 4.659402e-06 7.658988e-01 2.340965e-01 7.699489e-08 8.367874e-21 3.237065e-45
1.275e+04 3.061977e-05 9.916623e-01 8.307097e-03 1.188747e-11 7.730739e-28 3.146392e-57
1.325e+04 9.808552e-05 9.993683e-01 5.336048e-04 1.122509e-14 2.198288e-33 1.060022e-66
1.375e+04 3.007942e-04 9.996639e-01 3.533022e-05 1.156013e-17 7.338778e-39 4.654364e-76
1.425e+04 1.209915e-03 9.987887e-01 1.433852e-06 3.743670e-21 3.246419e-45 7.599725e-87
1.475e+04 3.599462e-03 9.964004e-01 1.130046e-07 6.421595e-24 2.989605e-50 2.137650e-95
1.525e+04 1.522636e-02 9.847736e-01 3.951519e-09 1.491167e-27 7.486129e-57 1.390672e-106
1.575e+04 5.481120e-02 9.451888e-01 1.706761e-10 6.037645e-31 5.162464e-63 4.940867e-117
1.625e+04 8.631447e-02 9.136855e-01 4.571162e-11 2.225998e-32 1.224602e-65 1.583269e-121
1.675e+04 7.811544e-02 9.218846e-01 4.795565e-11 2.283796e-32 1.149490e-65 1.185886e-121
1.725e+04 9.966837e-02 9.003316e-01 2.109972e-11 2.842319e-33 2.439395e-67 1.518396e-124
1.775e+04 1.608839e-01 8.391161e-01 4.697280e-12 6.969163e-35 2.838458e-70 1.488689e-129
1.825e+04 8.179777e-02 9.182022e-01 2.325158e-11 2.993692e-33 2.148970e-67 8.507437e-125
1.875e+04 2.227767e-01 7.772233e-01 1.168486e-12 2.093262e-36 4.315158e-73 1.921342e-134
1.925e+04 4.376642e-01 5.623358e-01 7.021850e-14 2.838993e-39 3.202025e-78 4.246266e-143
1.975e+04 1.947088e-01 8.052912e-01 1.182161e-12 1.744897e-36 2.463898e-73 5.142475e-135
2.025e+04 1.575083e-01 8.424917e-01 1.799895e-12 4.287205e-36 1.093121e-72 5.189166e-134
2.075e+04 1.495422e-01 8.504578e-01 1.699952e-12 3.387344e-36 6.397119e-73 1.751754e-134
2.125e+04 7.004831e-02 9.299517e-01 1.008278e-11 2.280437e-34 1.091252e-69 3.939342e-129
2.175e+04 7.344409e-02 9.265559e-01 7.312020e-12 9.529373e-35 2.038064e-70 1.951547e-130
2.225e+04 3.139157e-02 9.686084e-01 4.538254e-11 7.639420e-33 4.914614e-67 8.030751e-125
2.275e+04 2.550051e-02 9.744995e-01 5.976825e-11 1.382559e-32 1.288530e-66 3.399693e-124
2.325e+04 2.753393e-02 9.724661e-01 4.087599e-11 4.985495e-33 1.842031e-67 1.072863e-125
2.375e+04 5.474063e-02 9.452594e-01 6.624463e-12 5.248933e-35 4.520284e-71 7.477652e-132
2.425e+04 5.096398e-02 9.490360e-01 6.411210e-12 4.438808e-35 3.001783e-71 3.131322e-132
2.475e+04 4.988479e-02 9.501152e-01 5.499221e-12 2.793613e-35 1.171094e-71 5.356221e-133
2.525e+04 1.937554e-02 9.806245e-01 4.038019e-11 3.457122e-33 6.239746e-68 8.433367e-127
2.575e+04 1.332306e-02 9.866769e-01 7.672804e-11 1.551350e-32 8.432767e-67 5.655119e-125
2.625e+04 2.694127e-02 9.730587e-01 1.262013e-11 1.662556e-34 2.118624e-70 4.082228e-131
2.675e+04 1.087389e-02 9.891261e-01 8.045701e-11 1.478121e-32 6.264177e-67 2.391611e-125
2.725e+04 1.341865e-02 9.865814e-01 4.093890e-11 2.563736e-33 2.388814e-68 8.149128e-128
2.775e+04 1.725682e-02 9.827432e-01 1.890513e-11 3.501645e-34 5.919157e-70 1.342498e-130
2.825e+04 5.886437e-03 9.941136e-01 1.707822e-10 7.418959e-32 8.406346e-66 1.104336e-123
2.875e+04 3.669085e-02 9.633092e-01 2.205985e-12 1.488103e-36 2.526691e-74 4.083632e-138
2.925e+04 6.132604e-03 9.938674e-01 1.037480e-10 1.834983e-32 5.476786e-67 7.750075e-126
2.975e+04 6.724855e-03 9.932751e-01 6.894834e-11 6.152909e-33 6.862447e-68 1.958735e-127
3.025e+04 6.625785e-03 9.933742e-01 5.808877e-11 3.709250e-33 2.478707e-68 2.943932e-128
3.075e+04 3.766763e-02 9.623324e-01 9.104170e-13 1.200082e-37 1.763876e-76 4.632345e-142
3.125e+04 6.935340e-03 9.930647e-01 3.485810e-11 8.898601e-34 1.527919e-69 1.880754e-130
3.175e+04 4.281092e-02 9.571891e-01 4.453680e-13 1.745417e-38 4.412060e-78 6.471086e-145
3.225e+04 1.375233e-02 9.862477e-01 4.986477e-12 6.165994e-36 1.567598e-73 2.503370e-137
3.275e+04 7.983806e-04 9.992016e-01 2.185139e-09 1.941860e-29 7.540128e-62 9.790162e-118
3.325e+04 2.808896e-03 9.971911e-01 1.134292e-10 1.186124e-32 1.076409e-67 1.181969e-127
3.375e+04 9.608445e-04 9.990392e-01 9.709917e-10 2.215949e-30 1.216933e-63 6.566530e-121
3.425e+04 1.423492e-03 9.985765e-01 3.351556e-10 1.468990e-31 8.185286e-66 1.208776e-124
3.475e+04 4.650755e-03 9.953492e-01 2.014880e-11 1.289679e-34 2.244202e-71 4.354675e-134
3.525e+04 3.739348e-02 9.626065e-01 1.443998e-13 6.005978e-40 4.812912e-81 1.868055e-150
3.575e+04 1.448202e-02 9.855180e-01 1.048112e-12 7.311624e-38 2.506612e-77 2.851492e-144
3.625e+04 1.465659e-03 9.985343e-01 1.387903e-10 1.194733e-32 5.808392e-68 1.413904e-128
3.675e+04 7.802537e-03 9.921975e-01 2.794528e-12 7.000302e-37 1.200036e-75 1.348005e-141
3.725e+04 3.194223e-03 9.968058e-01 1.656770e-11 5.270841e-35 2.640990e-72 4.807200e-136
3.775e+04 1.099180e-03 9.989008e-01 1.411660e-10 9.743428e-33 2.933537e-68 2.601539e-129
3.825e+04 2.813604e-03 9.971864e-01 1.453466e-11 3.235096e-35 8.870300e-73 5.333317e-137
3.875e+04 4.664187e-02 9.533581e-01 2.002006e-14 2.565033e-42 1.220774e-85 9.546595e-159
3.925e+04 7.466328e-03 9.925337e-01 1.098514e-12 4.602530e-38 5.212495e-78 5.734304e-146
3.975e+04 2.367584e-01 7.632416e-01 1.641636e-16 1.986978e-47 6.694660e-95 1.800182e-174
4.025e+04 6.468260e-01 3.531740e-01 1.006954e-18 1.754985e-52 7.626793e-104 1.852385e-189
#TIME: 2.662000
#NVEL: 81
#vel_mid[km/s] s0 s1 s2 s3 s4 s5
2.500e+02 8.606550e-41 1.897726e-31 1.213747e-22 9.989196e-14 7.557137e-07 9.999992e-01
7.500e+02 5.547439e-40 9.870880e-31 4.704351e-22 2.246424e-13 1.228965e-06 9.999988e-01
1.250e+03 8.938832e-40 1.569255e-30 7.102426e-22 2.827563e-13 1.455971e-06 9.999985e-01
1.750e+03 1.424641e-39 2.478688e-30 1.071516e-21 3.564079e-13 1.740769e-06 9.999983e-01
2.250e+03 2.414148e-39 4.137990e-30 1.698281e-21 4.647436e-13 2.139789e-06 9.999979e-01
2.750e+03 3.760180e-39 6.434933e-30 2.551523e-21 5.885575e-13 2.595789e-06 9.999974e-01
3.250e+03 6.489085e-39 1.096024e-29 4.149296e-21 7.878495e-13 3.272528e-06 9.999967e-01
3.750e+03 1.160818e-38 1.930370e-29 6.973226e-21 1.084910e-12 4.208623e-06 9.999958e-01
4.250e+03 2.224091e-38 3.618245e-29 1.241249e-20 1.565029e-12 5.575214e-06 9.999944e-01
4.750e+03 4.388618e-38 6.977262e-29 2.277092e-20 2.329162e-12 7.518093e-06 9.999925e-01
5.250e+03 9.327883e-38 1.440176e-28 4.453984e-20 3.666983e-12 1.046287e-05 9.999895e-01
5.750e+03 1.966956e-37 2.961780e-28 8.750052e-20 5.877637e-12 1.464229e-05 9.999854e-01
6.250e+03 4.729329e-37 6.860852e-28 1.916759e-19 1.032521e-11 2.153526e-05 9.999785e-01
6.750e+03 1.598502e-36 2.153659e-27 5.489815e-19 2.235266e-11 3.562023e-05 9.999644e-01
7.250e+03 1.233614e-35 1.399735e-26 2.950239e-18 7.801576e-11 7.700420e-05 9.999230e-01
7.750e+03 2.539033e-34 2.184773e-25 3.419834e-17 4.949837e-10 2.314337e-04 9.997686e-01
8.250e+03 1.574044e-32 9.404203e-24 9.842099e-16 6.438663e-09 1.036988e-03 9.989630e-01
8.750e+03 3.398366e-30 1.342472e-21 8.404214e-14 1.977114e-07 7.595134e-03 9.924047e-01
9.250e+03 4.291279e-27 1.059946e-18 3.179170e-11 1.874447e-05 1.037459e-01 8.962354e-01
9.750e+03 7.903198e-24 1.261366e-15 1.418767e-08 1.508964e-03 7.760362e-01 2.224548e-01
1.025e+04 7.852830e-21 8.316806e-13 2.561854e-06 3.342137e-02 9.625526e-01 4.023474e-03
1.075e+04 1.952801e-17 1.333259e-09 7.103253e-04 5.979332e-01 4.013506e-01 5.908160e-06
1.125e+04 1.357095e-14 5.356821e-07 3.284565e-02 9.608428e-01 6.311054e-03 7.685184e-11
1.175e+04 1.618201e-11 2.226950e-04 7.439177e-01 2.558557e-01 3.855914e-06 4.118717e-18
1.225e+04 5.097255e-09 1.359787e-02 9.854261e-01 9.759861e-04 4.890881e-12 2.221666e-29
1.275e+04 9.203712e-08 9.724257e-02 9.027181e-01 3.920295e-05 2.729378e-15 1.675117e-35
1.325e+04 2.387512e-06 6.727733e-01 3.272241e-01 1.596795e-07 2.387833e-20 1.090288e-44
1.375e+04 1.274720e-05 9.745125e-01 2.547479e-02 1.473163e-10 5.117504e-26 1.965070e-54
1.425e+04 3.427153e-05 9.972318e-01 2.733956e-03 5.051240e-13 1.552653e-30 3.844768e-62
1.475e+04 8.018234e-05 9.995851e-01 3.347360e-04 2.402683e-15 8.307693e-35 1.841234e-69
1.525e+04 1.875263e-04 9.997724e-01 4.009743e-05 1.089438e-17 4.093501e-39 7.689099e-77
1.575e+04 4.330638e-04 9.995617e-01 5.263536e-06 6.427526e-20 3.393521e-43 8.298043e-84
1.625e+04 9.072672e-04 9.990919e-01 8.784480e-07 7.009611e-22 8.734983e-47 6.267197e-90
1.675e+04 2.508710e-03 9.974912e-01 8.061795e-08 1.751981e-24 1.586367e-51 5.519712e-98
1.725e+04 3.938209e-03 9.960618e-01 2.488113e-08 8.817258e-26 6.498583e-54 4.430058e-102
1.775e+04 1.498437e-02 9.850156e-01 1.078184e-09 3.477970e-29 4.227447e-60 1.430233e-112
1.825e+04 3.022036e-02 9.697796e-01 1.796438e-10 3.861353e-31 1.135093e-63 1.160761e-118
1.875e+04 4.981053e-02 9.501895e-01 4.552236e-11 1.218380e-32 2.014152e-66 2.266007e-123
1.925e+04 8.693355e-02 9.130665e-01 9.476050e-12 2.424326e-34 1.573603e-69 1.118773e-128
1.975e+04 1.137782e-01 8.862218e-01 3.847381e-12 2.493202e-35 2.375417e-71 8.085389e-132
2.025e+04 1.402152e-01 8.597848e-01 1.780046e-12 3.546816e-36 6.446714e-73 1.570677e-134
