#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.2 2.42 2.662 2.9282 3.22102 3.543122 3.897434 4.287178 4.715896 5.187485 5.706233 6.276857 6.904542 7.594996 8.354497 9.189946 10.10894 11.10894 12.10894 13.108941 14.108941 15.108941 16.108941 17.108941 18.108941 19.108941 20.108941 21.108941 22.108941 23.108941 24.108941 25.108941 26.108941 27.108941 28.108941 29.108941 30.108941 31.108941 32.108941 33.108941 34.108941 35.108941 36.108941 37.108941 38.108941 39.108941 40.108941 41.108941 42.108941 43.108941 44.108941 45.108941 46.108941 47.108941 48.108941 49.108941 50.108941 51.108941 52.108941 53.108941 54.108941 55.108941 56.108941 57.108941 58.108941 59.108941 60.108941 61.108941 62.108941 63.108941 64.108941 65.108941 66.108941 67.108941 68.108941 69.108941 70.108941 71.108941 72.108941 73.108941 74.108941 75.108941 76.108941 77.108941 78.108941 79.108941 80.108941 81.108941 82.108941 83.108941 84.108941 85.108941 86.108941 87.108941 88.108941 89.108941 90.108941 91.108941 92.108941 93.108941 94.108941 95.108941 96.108941 97.108935 98.108935 99.108935 100.108935 101.108935 102.108935 103.108935 104.108935 105.108935 106.108935 107.108935 108.108935 109.108935 110.108935 111.108935 112.108935 113.108935 114.108935 115.108935 116.108935 117.108935 118.108935 119.108935 120.108935 121.108935 122.108935 123.108935 124.108935 125.108935 126.108935 127.108935 128.108935 129.108935 130.108935 131.108935 132.108935 133.108935 134.108935 135.108935 136.108935 137.108935 138.108935 139.108935 140.108935 141.108935 142.108935 143.108935 144.108935 145.108935 146.108935 147.108935 148.108935 149.108935 150.108935 151.108935 152.108935 153.108935 154.108935 155.108935 156.108935 157.108935 158.108935 159.108935 160.108935 161.108935 162.108935 163.108935 164.108935 165.108935 166.108935 167.108935 168.108935 169.108935 170.108935 171.108935 172.108935 173.108935 174.108935 175.108935 176.108935 177.108935 178.108935 179.108935 180.108935 181.108935 182.108935 183.108935 184.108935 185.108935 186.108935 187.108935 188.108935 189.108935 190.108935 191.108935 192.108935 193.108935 194.108935 195.108935 196.108935 197.108935 198.108935 199.108935 200.108935 201.108935 202.108935 203.108935 204.108935 205.108935 206.108935 207.108935 208.108935 209.108935 210.108935 211.108935 212.108935 213.108935 214.108935 215.108935 216.108935 217.108935 218.108935 219.108935 220.108935 221.108935 222.108935 223.108935 224.108935 225.108935 226.108935 227.108935 228.108935 229.108935 230.108935 231.108935 232.108935 233.108935 234.108935 235.108935 236.108935 237.108935 238.108935 239.108935 240.108935 241.108935 242.108935 243.108935 244.108935 245.108935 246.108935 247.108935 248.108935 249.108935 250.108935
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
1.275e+04 3.903283e-05 9.902494e-01 9.711609e-03 4.520184e-43 3.006528e-100 7.216033e-176
1.325e+04 3.329228e-05 9.886180e-01 1.134869e-02 6.182743e-43 4.813498e-100 1.352274e-175
1.375e+04 2.840205e-05 9.867199e-01 1.325166e-02 8.446272e-43 7.693145e-100 2.528523e-175
1.425e+04 2.423125e-05 9.845126e-01 1.546318e-02 1.152643e-42 1.227820e-99 4.719533e-175
1.475e+04 2.067147e-05 9.819476e-01 1.803173e-02 1.571465e-42 1.957115e-99 8.795327e-175
1.525e+04 1.763040e-05 9.789684e-01 2.101393e-02 2.140742e-42 3.116488e-99 1.637158e-174
1.575e+04 1.502896e-05 9.755076e-01 2.447736e-02 2.914855e-42 4.960362e-99 3.046028e-174
1.625e+04 1.280279e-05 9.714899e-01 2.849733e-02 3.967239e-42 7.892537e-99 5.665903e-174
1.675e+04 1.089561e-05 9.668244e-01 3.316467e-02 5.399109e-42 1.256066e-98 1.054453e-173
1.725e+04 9.261570e-06 9.614105e-01 3.858027e-02 7.347506e-42 1.999672e-98 1.963821e-173
1.775e+04 7.860822e-06 9.551291e-01 4.486300e-02 1.000076e-41 3.185823e-98 3.662137e-173
1.825e+04 6.660330e-06 9.478482e-01 5.214515e-02 1.361468e-41 5.079782e-98 6.839226e-173
1.875e+04 5.631669e-06 9.394168e-01 6.057754e-02 1.853887e-41 8.107727e-98 1.279497e-172
1.925e+04 4.751160e-06 9.296730e-01 7.032227e-02 2.524492e-41 1.295087e-97 2.397443e-172
1.975e+04 3.998011e-06 9.184346e-01 8.156138e-02 3.437473e-41 2.070323e-97 4.499467e-172
2.025e+04 3.354637e-06 9.055095e-01 9.448712e-02 4.679189e-41 3.311408e-97 8.456272e-172
2.075e+04 2.806005e-06 8.907005e-01 1.092967e-01 6.365034e-41 5.297105e-97 1.590745e-171
2.125e+04 2.339007e-06 8.738060e-01 1.261917e-01 8.648977e-41 8.471160e-97 2.993955e-171
2.175e+04 1.942329e-06 8.546309e-01 1.453672e-01 1.173472e-40 1.353701e-96 5.635044e-171
2.225e+04 1.606323e-06 8.330063e-01 1.669921e-01 1.588773e-40 2.160090e-96 1.059756e-170
2.275e+04 1.322468e-06 8.087867e-01 1.912119e-01 2.145430e-40 3.439995e-96 1.990332e-170
2.325e+04 1.083496e-06 7.818827e-01 2.181162e-01 2.887705e-40 5.463383e-96 3.729878e-170
2.375e+04 8.830593e-07 7.522656e-01 2.477335e-01 3.871832e-40 8.647537e-96 6.969355e-170
2.425e+04 7.156274e-07 7.199807e-01 2.800186e-01 5.168580e-40 1.363326e-95 1.297635e-169
2.475e+04 5.764287e-07 6.851670e-01 3.148324e-01 6.865636e-40 2.139569e-95 2.406001e-169
2.525e+04 4.613175e-07 6.480621e-01 3.519374e-01 9.070528e-40 3.340749e-95 4.439962e-169
2.575e+04 3.667546e-07 6.090336e-01 3.909660e-01 1.191119e-39 5.185795e-95 8.147039e-169
2.625e+04 2.895155e-07 5.684840e-01 4.315158e-01 1.554510e-39 8.002661e-95 1.486618e-168
2.675e+04 2.268905e-07 5.269314e-01 4.730684e-01 2.015636e-39 1.227282e-94 2.696503e-168
2.725e+04 1.765008e-07 4.849386e-01 5.150613e-01 2.596267e-39 1.870183e-94 4.861193e-168
2.775e+04 1.362823e-07 4.430931e-01 5.569068e-01 3.321914e-39 2.831643e-94 8.709890e-168
2.825e+04 1.044546e-07 4.019808e-01 5.980191e-01 4.222243e-39 4.260058e-94 1.551001e-167
2.875e+04 7.947974e-08 3.621389e-01 6.378610e-01 5.332063e-39 6.369548e-94 2.745656e-167
2.925e+04 6.004879e-08 3.240388e-01 6.759612e-01 6.692139e-39 9.467868e-94 4.833522e-167
2.975e+04 4.506287e-08 2.880777e-01 7.119223e-01 8.349758e-39 1.399456e-93 8.463867e-167
3.025e+04 3.360403e-08 2.545579e-01 7.454421e-01 1.036000e-38 2.057545e-93 1.474563e-166
3.075e+04 2.490808e-08 2.236563e-01 7.763437e-01 1.278926e-38 3.010793e-93 2.557646e-166
3.125e+04 1.836086e-08 1.954786e-01 8.045214e-01 1.571427e-38 4.386267e-93 4.417943e-166
3.175e+04 1.346680e-08 1.700378e-01 8.299622e-01 1.922603e-38 6.364512e-93 7.602645e-166
3.225e+04 9.833037e-09 1.472760e-01 8.527240e-01 2.343167e-38 9.201153e-93 1.303783e-165
3.275e+04 7.150068e-09 1.270661e-01 8.729339e-01 2.846108e-38 1.326067e-92 2.229481e-165
3.325e+04 5.180144e-09 1.092527e-01 8.907473e-01 3.446635e-38 1.905812e-92 3.802675e-165
3.375e+04 3.740959e-09 9.365320e-02 9.063468e-01 4.162791e-38 2.732240e-92 6.471088e-165
3.425e+04 2.693993e-09 8.006818e-02 9.199318e-01 5.016140e-38 3.908659e-92 1.099031e-164
3.475e+04 1.935194e-09 6.829447e-02 9.317055e-01 6.032401e-38 5.581434e-92 1.863484e-164
3.525e+04 1.387174e-09 5.813579e-02 9.418642e-01 7.241881e-38 7.957169e-92 3.154932e-164
3.575e+04 9.925828e-10 4.940435e-02 9.505956e-01 8.680501e-38 1.132760e-91 5.334026e-164
3.625e+04 7.090392e-10 4.191988e-02 9.580801e-01 1.039207e-37 1.610817e-91 9.009793e-164
3.675e+04 5.058242e-10 3.552461e-02 9.644754e-01 1.242715e-37 2.288209e-91 1.520352e-163
3.725e+04 3.604721e-10 3.007385e-02 9.699261e-01 1.484590e-37 3.247272e-91 2.563037e-163
3.775e+04 2.566050e-10 2.543443e-02 9.745656e-01 1.772223e-37 4.605427e-91 4.318626e-163
3.825e+04 1.825229e-10 2.149435e-02 9.785057e-01 2.114077e-37 6.527131e-91 7.271903e-163
3.875e+04 1.297272e-10 1.815188e-02 9.818481e-01 2.520493e-37 9.246357e-91 1.223996e-162
3.925e+04 9.215302e-11 1.532096e-02 9.846790e-01 3.003459e-37 1.309160e-90 2.059150e-162
3.975e+04 6.542969e-11 1.292547e-02 9.870745e-01 3.577436e-37 1.852840e-90 3.462807e-162
4.025e+04 4.643697e-11 1.090024e-02 9.890998e-01 4.259539e-37 2.621375e-90 5.821301e-162
#TIME: 2.420000
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+02 2.204440e-38 6.543853e-29 1.625513e-21 2.354973e-13 6.553625e-06 9.999934e-01
7.500e+02 1.851054e-37 4.870148e-28 7.983381e-21 7.187260e-13 1.151029e-05 9.999885e-01
1.250e+03 3.206940e-37 8.777322e-28 1.301359e-20 1.038193e-12 1.405895e-05 9.999859e-01
1.750e+03 6.227633e-37 1.761983e-27 2.321507e-20 1.619273e-12 1.801878e-05 9.999820e-01
2.250e+03 1.256437e-36 3.672407e-27 4.292082e-20 2.627466e-12 2.374374e-05 9.999763e-01
2.750e+03 2.347982e-36 7.153755e-27 7.568068e-20 4.170204e-12 3.105436e-05 9.999689e-01
3.250e+03 4.692832e-36 1.484551e-26 1.414231e-19 6.996612e-12 4.199367e-05 9.999580e-01
3.750e+03 9.862307e-36 3.231499e-26 2.771328e-19 1.231131e-11 5.840001e-05 9.999416e-01
4.250e+03 2.301638e-35 7.757257e-26 5.946884e-19 2.347704e-11 8.497169e-05 9.999150e-01
4.750e+03 5.541306e-35 1.919638e-25 1.326182e-18 4.652718e-11 1.262901e-04 9.998737e-01
5.250e+03 1.396576e-34 4.963551e-25 3.115822e-18 9.660552e-11 1.924872e-04 9.998075e-01
5.750e+03 3.764126e-34 1.367499e-24 7.863892e-18 2.127373e-10 3.028009e-04 9.996972e-01
6.250e+03 1.109623e-33 4.098855e-24 2.178304e-17 5.036595e-10 4.952382e-04 9.995048e-01
6.750e+03 4.966072e-33 1.804939e-23 8.648012e-17 1.571748e-09 9.415061e-04 9.990585e-01
7.250e+03 5.765326e-32 1.889446e-22 7.615023e-16 8.925932e-09 2.476243e-03 9.975237e-01
7.750e+03 1.713702e-30 4.651219e-21 1.530316e-14 9.244127e-08 8.999536e-03 9.910004e-01
8.250e+03 1.659703e-28 3.404576e-19 9.139795e-13 2.091143e-06 4.932939e-02 9.506685e-01
8.750e+03 5.075282e-26 7.207988e-17 1.641897e-10 9.631863e-05 3.447264e-01 6.551773e-01
9.250e+03 1.750273e-23 1.555946e-14 3.132389e-08 2.960847e-03 9.120760e-01 8.496316e-02
9.750e+03 1.050198e-20 5.026273e-12 8.915537e-06 7.436295e-02 9.239701e-01 1.658005e-03
1.025e+04 7.041962e-18 1.546820e-09 2.414862e-03 8.393427e-01 1.582408e-01 1.619263e-06
1.075e+04 1.719538e-15 1.385638e-07 1.857978e-01 8.137225e-01 4.795556e-04 3.884559e-12
1.125e+04 3.153422e-14 8.754070e-07 9.841824e-01 1.581669e-02 5.534661e-09 4.304274e-21
1.175e+04 2.301488e-13 2.010891e-06 9.999955e-01 2.480785e-06 7.894861e-18 3.136339e-36
1.225e+04 1.994728e-11 6.542207e-05 9.999346e-01 5.372981e-14 1.397359e-35 1.395033e-66
1.275e+04 1.275324e-10 3.523093e-04 9.996477e-01 1.742484e-17 1.121145e-43 1.862778e-80
1.325e+04 4.532342e-10 1.209503e-03 9.987905e-01 3.212914e-20 4.871490e-50 2.183306e-91
1.375e+04 1.652292e-09 4.076223e-03 9.959238e-01 6.397075e-23 2.525720e-56 3.429649e-102
1.425e+04 1.041509e-08 1.842282e-02 9.815772e-01 4.991515e-26 1.573294e-63 1.504505e-114
1.475e+04 4.728754e-08 5.914855e-02 9.408514e-01 1.666534e-28 2.962764e-69 2.320155e-124
1.525e+04 3.502744e-07 2.409311e-01 7.590686e-01 8.267182e-32 8.482807e-77 3.113910e-137
1.575e+04 1.557554e-06 5.845221e-01 4.154764e-01 4.550171e-35 5.093340e-84 1.927252e-149
1.625e+04 2.289850e-06 7.123920e-01 2.876057e-01 1.602203e-36 3.386555e-87 8.440579e-155
1.675e+04 1.941529e-06 6.910808e-01 3.089172e-01 1.542412e-36 2.678960e-87 5.002878e-155
1.725e+04 2.280696e-06 7.549567e-01 2.450410e-01 1.784281e-37 2.336869e-89 1.632213e-158
1.775e+04 3.252395e-06 8.536735e-01 1.463233e-01 3.898609e-39 6.235237e-93 1.655852e-164
1.825e+04 1.653159e-06 7.154486e-01 2.845498e-01 1.663032e-37 1.469163e-89 5.753375e-159
1.875e+04 3.742525e-06 9.054910e-01 9.450529e-02 9.743997e-41 1.941185e-96 1.923371e-170
1.925e+04 6.513178e-06 9.681748e-01 3.181864e-02 1.159012e-43 1.285038e-102 9.921908e-181
1.975e+04 2.906833e-06 8.918556e-01 1.081415e-01 7.214225e-41 7.308708e-97 2.850405e-171
2.025e+04 2.265852e-06 8.629925e-01 1.370052e-01 1.708611e-40 3.746678e-96 3.696226e-170
2.075e+04 2.024965e-06 8.572182e-01 1.427798e-01 1.270234e-40 1.695367e-96 8.598663e-171
2.125e+04 9.540530e-07 7.021195e-01 2.978796e-01 8.604367e-39 1.062434e-92 1.518160e-164
2.175e+04 9.351050e-07 7.182600e-01 2.817391e-01 3.362807e-39 1.231975e-93 3.672323e-166
2.225e+04 3.554602e-07 4.876987e-01 5.123009e-01 2.387927e-37 1.028420e-89 1.163359e-159
2.275e+04 2.600613e-07 4.332196e-01 5.667802e-01 3.890241e-37 2.642978e-89 5.074558e-159
2.325e+04 2.686043e-07 4.601955e-01 5.398042e-01 1.345024e-37 2.287387e-90 7.404182e-161
2.375e+04 5.403957e-07 6.607765e-01 3.392230e-01 1.435595e-39 1.089660e-94 3.800344e-168
2.425e+04 4.714307e-07 6.463329e-01 3.536666e-01 1.137203e-39 5.705670e-95 1.134254e-168
2.475e+04 4.328788e-07 6.454048e-01 3.545947e-01 6.709398e-40 1.589903e-95 1.181473e-169
2.525e+04 1.360290e-07 3.821509e-01 6.178490e-01 6.723930e-38 3.113370e-91 1.659983e-162
2.575e+04 7.765845e-08 2.916849e-01 7.083151e-01 2.502550e-37 5.165012e-90 1.719577e-160
2.625e+04 1.818939e-07 4.853957e-01 5.146041e-01 3.108700e-39 2.893371e-94 1.052711e-167
2.675e+04 5.205042e-08 2.541888e-01 7.458112e-01 1.959500e-37 2.463232e-90 4.039632e-161
2.725e+04 6.606305e-08 3.065755e-01 6.934245e-01 3.498412e-38 4.767647e-92 4.614959e-164
2.775e+04 8.744190e-08 3.757993e-01 6.242006e-01 4.912910e-39 5.522315e-94 2.238379e-167
2.825e+04 1.770691e-08 1.533809e-01 8.466191e-01 6.177183e-37 2.531014e-89 1.604145e-159
2.875e+04 1.907282e-07 6.010100e-01 3.989898e-01 2.119555e-41 2.997056e-99 2.558684e-176
2.925e+04 1.691297e-08 1.651767e-01 8.348232e-01 1.402589e-37 7.500787e-91 3.392514e-162
2.975e+04 1.843373e-08 1.831994e-01 8.168006e-01 4.674081e-38 5.755662e-92 3.952806e-164
3.025e+04 1.708128e-08 1.838625e-01 8.161375e-01 2.649002e-38 1.467881e-92 3.546385e-165
3.075e+04 1.536456e-07 6.291985e-01 3.708013e-01 1.326340e-42 4.365468e-102 2.801829e-181
3.125e+04 1.644069e-08 1.984667e-01 8.015332e-01 5.831954e-39 4.070422e-94 6.708874e-168
3.175e+04 1.549290e-07 6.735875e-01 3.264123e-01 1.696008e-43 3.969808e-104 8.473640e-185
3.225e+04 3.898616e-08 3.606681e-01 6.393319e-01 4.777573e-41 7.298521e-99 5.083723e-176
3.275e+04 4.274065e-10 2.261592e-02 9.773841e-01 2.865863e-35 9.245142e-86 9.431413e-154
3.325e+04 3.243882e-09 8.851439e-02 9.114856e-01 3.792078e-38 2.109960e-92 3.948107e-165
3.375e+04 5.245738e-10 2.882634e-02 9.711737e-01 3.349919e-36 5.841769e-88 1.409216e-157
3.425e+04 9.596609e-10 4.501517e-02 9.549848e-01 2.744594e-37 1.735516e-90 6.266913e-162
3.475e+04 6.195963e-09 1.548352e-01 8.451648e-01 4.712063e-40 7.732028e-97 8.524789e-173
3.525e+04 8.804390e-08 6.731801e-01 3.268198e-01 3.708608e-45 3.917059e-108 7.044071e-192
3.575e+04 2.826533e-08 4.115727e-01 5.884273e-01 3.812922e-43 7.805464e-104 9.988501e-185
3.625e+04 8.234776e-10 5.038159e-02 9.496184e-01 1.853631e-38 2.763512e-93 7.634926e-167
3.675e+04 1.093912e-08 2.649163e-01 7.350837e-01 2.637931e-42 4.606965e-102 7.965673e-182
3.725e+04 2.662770e-09 1.178497e-01 8.821503e-01 1.196633e-40 2.343788e-98 1.445845e-175
3.775e+04 4.389854e-10 3.931954e-02 9.606805e-01 1.072320e-38 6.527273e-94 5.145260e-168
3.825e+04 1.967423e-09 1.078946e-01 8.921054e-01 6.138714e-41 4.426611e-99 7.148073e-177
3.875e+04 7.050701e-08 7.587062e-01 2.412938e-01 9.790141e-48 4.311524e-114 3.282473e-202
3.925e+04 7.903354e-09 2.772232e-01 7.227768e-01 1.286701e-43 3.316848e-105 2.330028e-187
3.975e+04 2.323968e-07 9.644447e-01 3.555511e-02 4.597267e-53 2.188435e-125 4.908430e-221
4.025e+04 6.185292e-07 9.953526e-01 4.646740e-03 3.688058e-58 4.608798e-136 9.460918e-239
#TIME: 2.662000
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+02 2.462780e-38 8.415357e-29 2.052435e-21 2.818462e-13 7.153417e-06 9.999928e-01
7.500e+02 2.298942e-37 6.925996e-28 1.100061e-20 9.369957e-13 1.341017e-05 9.999866e-01
1.250e+03 4.478266e-37 1.391705e-27 1.964412e-20 1.464800e-12 1.722447e-05 9.999828e-01
1.750e+03 8.660883e-37 2.789612e-27 3.523168e-20 2.328318e-12 2.246020e-05 9.999775e-01
2.250e+03 1.803492e-36 5.997644e-27 6.729559e-20 3.929953e-12 3.039697e-05 9.999696e-01
2.750e+03 3.417948e-36 1.185776e-26 1.211082e-19 6.421417e-12 4.052546e-05 9.999595e-01
3.250e+03 7.307284e-36 2.622383e-26 2.407710e-19 1.144411e-11 5.676531e-05 9.999432e-01
3.750e+03 1.632301e-35 6.048618e-26 5.009086e-19 2.133500e-11 8.156821e-05 9.999184e-01
4.250e+03 3.956640e-35 1.506487e-25 1.125149e-18 4.255946e-11 1.216641e-04 9.998783e-01
4.750e+03 9.945983e-35 3.886592e-25 2.644176e-18 8.842632e-11 1.854849e-04 9.998145e-01
5.250e+03 2.731325e-34 1.089620e-24 6.790067e-18 1.974130e-10 2.939647e-04 9.997060e-01
5.750e+03 7.448295e-34 3.040650e-24 1.772867e-17 4.460456e-10 4.685301e-04 9.995315e-01
6.250e+03 2.370472e-33 9.799899e-24 5.367142e-17 1.127082e-09 7.934041e-04 9.992066e-01
6.750e+03 1.120583e-32 4.549564e-23 2.305087e-16 3.706460e-09 1.550705e-03 9.984493e-01
7.250e+03 1.358335e-31 4.971339e-22 2.198958e-15 2.206011e-08 4.179362e-03 9.958206e-01
7.750e+03 5.029914e-30 1.505008e-20 5.604093e-14 2.684728e-07 1.654421e-02 9.834555e-01
8.250e+03 6.284044e-28 1.400131e-18 4.402918e-12 7.252095e-06 9.799474e-02 9.019980e-01
8.750e+03 1.875488e-25 2.867600e-16 7.947455e-10 3.039204e-04 5.582801e-01 4.414159e-01
9.250e+03 6.617416e-23 6.030922e-14 1.476676e-07 7.594355e-03 9.638658e-01 2.853967e-02
9.750e+03 3.851132e-20 1.883994e-11 4.136459e-05 1.754143e-01 8.241238e-01 4.205900e-04
1.025e+04 1.020270e-17 2.375036e-09 4.625704e-03 9.188430e-01 7.653102e-02 2.689250e-07
1.075e+04 1.345069e-15 1.277765e-07 2.205804e-01 7.791024e-01 3.170977e-04 1.520651e-12
1.125e+04 1.721657e-14 6.487884e-07 9.766383e-01 2.336108e-02 1.261387e-08 1.569697e-20
1.175e+04 8.059533e-14 1.153443e-06 9.999654e-01 3.348598e-05 3.057564e-15 7.537752e-32
1.225e+04 5.436607e-13 4.240727e-06 9.999958e-01 5.742918e-09 5.486184e-24 7.980074e-47
1.275e+04 1.517097e-12 1.017890e-05 9.999898e-01 5.601040e-11 1.176608e-28 8.028143e-55
1.325e+04 6.429980e-12 3.821283e-05 9.999618e-01 7.223229e-14 2.290220e-35 2.516554e-66
1.375e+04 2.771184e-11 1.476165e-04 9.998524e-01 1.014719e-16 5.459697e-42 1.109862e-77
1.425e+04 8.077726e-11 4.108529e-04 9.995891e-01 6.038295e-19 3.653619e-47 1.446536e-86
1.475e+04 2.011852e-10 1.027718e-03 9.989723e-01 4.628791e-21 4.296506e-52 4.778703e-95
1.525e+04 5.317772e-10 2.605018e-03 9.973950e-01 3.415194e-23 4.629568e-57 1.355452e-103
1.575e+04 1.534493e-09 6.532297e-03 9.934677e-01 3.337009e-25 9.789149e-62 1.252739e-111
1.625e+04 4.135035e-09 1.473927e-02 9.852607e-01 5.702055e-27 7.665977e-66 1.105284e-118
1.675e+04 1.773173e-08 4.439830e-02 9.556017e-01 2.671279e-29 3.109204e-71 6.268788e-128
1.725e+04 3.279224e-08 7.221044e-02 9.277895e-01 1.703128e-30 5.269601e-74 1.081660e-132
1.775e+04 2.183727e-07 2.609041e-01 7.390957e-01 1.319830e-33 4.295442e-81 8.736563e-145
1.825e+04 5.081584e-07 4.447991e-01 5.552004e-01 1.753188e-35 2.694437e-85 6.362413e-152
1.875e+04 8.399099e-07 5.941059e-01 4.058932e-01 5.638695e-37 1.353156e-88 1.658960e-157
1.925e+04 1.368771e-06 7.450098e-01 2.549888e-01 1.056698e-38 2.371965e-92 7.925800e-164
1.975e+04 1.634099e-06 8.069000e-01 1.930984e-01 9.924848e-40 1.356670e-94 1.295597e-167
